Prescriber Zip Code	Plan Provider ID	Year	Month	Product Family	Rx New	Rx Refill	Rx Total	Tablets New	Tablets Total	Tablets Refill
31904	13670202.00	2010.00	201008.00	NASONEX	1.472	0.00	1.472	25.02	25.02	0.00
32177	13670202.00	2010.00	201010.00	NASONEX	1.021	0.00	1.021	17.36	17.36	0.00
32177	13670202.00	2010.00	201011.00	NASONEX	2.847	0.00	2.847	48.4	48.4	0.00
32806	13670202.00	2010.00	201011.00	NASONEX	2.467	0.00	2.467	41.95	41.95	0.00
33144	13670202.00	2010.00	201009.00	NASONEX	3.595	0.00	3.595	61.12	61.12	0.00
33173	13670202.00	2010.00	201010.00	NASONEX	1.251	0.00	1.251	21.26	21.26	0.00
33175	13670202.00	2010.00	201010.00	NASONEX	1.096	0.00	1.096	18.64	18.64	0.00
33186	13670202.00	2010.00	201010.00	NASONEX	3.436	0.00	3.436	58.4	58.4	0.00
33309	13670202.00	2010.00	201009.00	NASONEX	2.319	0.00	2.319	39.41	39.41	0.00
33309	13670202.00	2010.00	201010.00	NASONEX	8.108	1.149	9.257	137.82	157.35	19.53
33309	13670202.00	2011.00	201103.00	NASONEX	4.194	1.217	5.411	71.31	92.01	20.7
33309	13670202.00	2011.00	201106.00	NASONEX	1.059	0.00	1.059	18.00	18.00	0.00
33309	13670202.00	2011.00	201107.00	NASONEX	1.312	0.00	1.312	22.3	22.3	0.00
33331	13670202.00	2010.00	201009.00	NASONEX	2.414	0.00	2.414	41.03	41.03	0.00
33331	13670202.00	2010.00	201011.00	NASONEX	4.676	0.00	4.676	79.49	79.49	0.00
33331	13670202.00	2011.00	201101.00	NASONEX	5.279	0.00	5.279	89.73	89.73	0.00
33331	13670202.00	2011.00	201107.00	NASONEX	1.26	0.00	1.26	21.43	21.43	0.00
33334	13670202.00	2010.00	201011.00	NASONEX	1.843	0.00	1.843	31.33	31.33	0.00
33413	13670202.00	2010.00	201009.00	NASONEX	1.361	0.00	1.361	23.14	23.14	0.00
33435	13670202.00	2010.00	201009.00	NASONEX	4.686	0.00	4.686	79.67	79.67	0.00
33435	13670202.00	2010.00	201011.00	NASONEX	2.982	0.00	2.982	50.7	50.7	0.00
33462	13670202.00	2010.00	201009.00	NASONEX	2.164	0.00	2.164	36.79	36.79	0.00
33572	13670202.00	2010.00	201012.00	NASONEX	1.255	0.00	1.255	21.34	21.34	0.00
33771	13670202.00	2010.00	201008.00	NASONEX	1.22	0.00	1.22	20.74	20.74	0.00
33901	13670202.00	2011.00	201101.00	NASONEX	0.996	0.00	0.996	16.93	16.93	0.00
33919	13670202.00	2010.00	201012.00	NASONEX	1.599	0.00	1.599	27.18	27.18	0.00
33950	13670202.00	2010.00	201012.00	NASONEX	2.505	0.00	2.505	42.58	42.58	0.00
33952	13670202.00	2010.00	201012.00	NASONEX	8.295	0.00	8.295	140.99	140.99	0.00
34102	13670202.00	2010.00	201011.00	NASONEX	1.22	0.00	1.22	20.74	20.74	0.00
35209	13670202.00	2010.00	201012.00	NASONEX	1.155	0.00	1.155	19.64	19.64	0.00
35209	13670202.00	2011.00	201101.00	NASONEX	0.955	0.00	0.955	16.23	16.23	0.00
35401	13670202.00	2010.00	201011.00	NASONEX	2.666	0.00	2.666	45.3	45.3	0.00
35564	13670202.00	2010.00	201008.00	NASONEX	3.17	0.00	3.17	53.9	53.9	0.00
36203	13670202.00	2010.00	201009.00	NASONEX	1.225	0.00	1.225	20.83	20.83	0.00
36203	13670202.00	2010.00	201012.00	NASONEX	2.614	0.00	2.614	44.45	44.45	0.00
36330	13670202.00	2010.00	201011.00	NASONEX	6.923	0.00	6.923	117.69	117.69	0.00
37075	13670202.00	2010.00	201011.00	NASONEX	3.334	0.00	3.334	56.68	56.68	0.00
37129	13670202.00	2010.00	201012.00	NASONEX	2.311	0.00	2.311	39.29	39.29	0.00
38018	13670202.00	2010.00	201009.00	NASONEX	1.107	0.00	1.107	18.82	18.82	0.00
38109	13670202.00	2010.00	201010.00	NASONEX	2.135	0.00	2.135	36.29	36.29	0.00
38120	13670202.00	2010.00	201012.00	NASONEX	2.127	0.00	2.127	36.16	36.16	0.00
38305	13670202.00	2010.00	201009.00	NASONEX	17.208	0.00	17.208	292.55	292.55	0.00
38654	13670202.00	2010.00	201009.00	NASONEX	1.093	0.00	1.093	18.59	18.59	0.00
38654	13670202.00	2010.00	201011.00	NASONEX	3.154	0.00	3.154	53.62	53.62	0.00
38655	13670202.00	2010.00	201011.00	NASONEX	4.092	0.00	4.092	69.56	69.56	0.00
38655	13670202.00	2010.00	201012.00	NASONEX	3.769	0.00	3.769	64.07	64.07	0.00
38663	13670202.00	2010.00	201010.00	NASONEX	2.1	0.00	2.1	35.7	35.7	0.00
38672	13670202.00	2011.00	201101.00	NASONEX	0.763	0.00	0.763	12.97	12.97	0.00
39705	13670202.00	2010.00	201012.00	NASONEX	1.276	0.00	1.276	21.69	21.69	0.00
40014	13670202.00	2010.00	201012.00	NASONEX	1.017	0.00	1.017	17.29	17.29	0.00
40031	13670202.00	2010.00	201009.00	NASONEX	1.026	0.00	1.026	17.45	17.45	0.00
40165	13670202.00	2010.00	201009.00	NASONEX	2.014	0.00	2.014	34.24	34.24	0.00
40165	13670202.00	2010.00	201010.00	NASONEX	1.052	0.00	1.052	17.88	17.88	0.00
40202	13670202.00	2010.00	201012.00	NASONEX	1.101	0.00	1.101	18.71	18.71	0.00
40218	13670202.00	2010.00	201009.00	NASONEX	4.146	0.00	4.146	70.48	70.48	0.00
40218	13670202.00	2010.00	201011.00	NASONEX	5.165	0.00	5.165	87.8	87.8	0.00
40223	13670202.00	2010.00	201010.00	NASONEX	1.034	0.00	1.034	17.58	17.58	0.00
40223	13670202.00	2010.00	201012.00	NASONEX	2.084	0.00	2.084	35.42	35.42	0.00
40243	13670202.00	2010.00	201012.00	NASONEX	2.045	0.00	2.045	34.76	34.76	0.00
41731	13670202.00	2010.00	201009.00	NASONEX	17.719	0.00	17.719	301.12	301.12	0.00
32086	13670202.00	2010.00	201011.00	NASONEX	2.869	0.00	2.869	48.77	48.77	0.00
32757	13670202.00	2010.00	201008.00	NASONEX	4.097	0.00	4.097	69.62	69.62	0.00
32763	13670202.00	2010.00	201011.00	NASONEX	3.719	0.00	3.719	63.22	63.22	0.00
32817	13670202.00	2010.00	201011.00	NASONEX	2.478	0.00	2.478	42.13	42.13	0.00
32817	13670202.00	2010.00	201012.00	NASONEX	2.532	0.00	2.532	43.04	43.04	0.00
32829	13670202.00	2010.00	201010.00	NASONEX	1.3	0.00	1.3	22.1	22.1	0.00
32935	13670202.00	2010.00	201009.00	NASONEX	1.091	0.00	1.091	18.55	18.55	0.00
32940	13670202.00	2010.00	201012.00	NASONEX	1.369	0.00	1.369	23.28	23.28	0.00
32960	13670202.00	2010.00	201008.00	NASONEX	1.02	0.00	1.02	17.35	17.35	0.00
32960	13670202.00	2010.00	201009.00	NASONEX	1.277	0.00	1.277	21.72	21.72	0.00
33028	13670202.00	2010.00	201011.00	NASONEX	1.128	0.00	1.128	19.17	19.17	0.00
33173	13670202.00	2010.00	201011.00	NASONEX	1.269	0.00	1.269	21.58	21.58	0.00
33309	13670202.00	2010.00	201012.00	NASONEX	1.227	0.00	1.227	20.86	20.86	0.00
33312	13670202.00	2010.00	201008.00	NASONEX	1.104	0.00	1.104	18.76	18.76	0.00
33331	13670202.00	2010.00	201008.00	NASONEX	3.533	0.00	3.533	60.07	60.07	0.00
33331	13670202.00	2011.00	201105.00	NASONEX	1.252	1.47	2.722	21.29	46.28	24.99
33334	13670202.00	2010.00	201010.00	NASONEX	3.582	0.00	3.582	60.89	60.89	0.00
33406	13670202.00	2010.00	201012.00	NASONEX	1.125	0.00	1.125	19.12	19.12	0.00
33414	13670202.00	2010.00	201012.00	NASONEX	1.337	0.00	1.337	22.72	22.72	0.00
33435	13670202.00	2010.00	201008.00	NASONEX	6.86	0.00	6.86	116.61	116.61	0.00
33449	13670202.00	2010.00	201008.00	NASONEX	1.591	0.00	1.591	27.04	27.04	0.00
33467	13670202.00	2010.00	201012.00	NASONEX	1.309	0.00	1.309	22.25	22.25	0.00
33511	13670202.00	2010.00	201008.00	NASONEX	1.242	0.00	1.242	21.12	21.12	0.00
33778	13670202.00	2010.00	201011.00	NASONEX	1.226	0.00	1.226	20.83	20.83	0.00
33778	13670202.00	2010.00	201012.00	NASONEX	0.946	0.00	0.946	16.08	16.08	0.00
33901	13670202.00	2010.00	201012.00	NASONEX	1.167	0.00	1.167	19.84	19.84	0.00
33907	13670202.00	2010.00	201012.00	NASONEX	1.321	0.00	1.321	22.46	22.46	0.00
33935	13670202.00	2010.00	201005.00	NASONEX	4.603	0.00	4.603	78.25	78.25	0.00
34203	13670202.00	2010.00	201012.00	NASONEX	1.268	0.00	1.268	21.55	21.55	0.00
34210	13670202.00	2010.00	201012.00	NASONEX	5.935	0.00	5.935	100.87	100.87	0.00
34222	13670202.00	2010.00	201012.00	NASONEX	1.124	0.00	1.124	19.11	19.11	0.00
34981	13670202.00	2010.00	201009.00	NASONEX	1.215	0.00	1.215	20.65	20.65	0.00
35209	13670202.00	2010.00	201011.00	NASONEX	1.026	0.00	1.026	17.44	17.44	0.00
35244	13670202.00	2010.00	201009.00	NASONEX	3.833	0.00	3.833	65.16	65.16	0.00
35244	13670202.00	2010.00	201012.00	NASONEX	3.96	0.00	3.96	67.33	67.33	0.00
35244	13670202.00	2011.00	201101.00	NASONEX	0.986	0.00	0.986	16.76	16.76	0.00
35405	13670202.00	2010.00	201008.00	NASONEX	1.134	0.00	1.134	19.28	19.28	0.00
35501	13670202.00	2010.00	201012.00	NASONEX	2.013	0.00	2.013	34.22	34.22	0.00
35582	13670202.00	2010.00	201008.00	NASONEX	5.567	0.00	5.567	94.62	94.62	0.00
35582	13670202.00	2010.00	201009.00	NASONEX	10.586	0.00	10.586	179.97	179.97	0.00
35603	13670202.00	2010.00	201010.00	NASONEX	5.51	0.00	5.51	93.67	93.67	0.00
36250	13670202.00	2010.00	201009.00	NASONEX	3.731	0.00	3.731	63.42	63.42	0.00
36305	13670202.00	2010.00	201010.00	NASONEX	1.241	0.00	1.241	21.1	21.1	0.00
36330	13670202.00	2010.00	201009.00	NASONEX	6.768	0.00	6.768	115.06	115.06	0.00
36330	13670202.00	2010.00	201012.00	NASONEX	5.674	0.00	5.674	96.49	96.49	0.00
36502	13670202.00	2010.00	201009.00	NASONEX	1.229	0.00	1.229	20.9	20.9	0.00
36502	13670202.00	2010.00	201011.00	NASONEX	2.352	0.00	2.352	39.99	39.99	0.00
36830	13670202.00	2010.00	201011.00	NASONEX	1.226	0.00	1.226	20.84	20.84	0.00
37129	13670202.00	2010.00	201011.00	NASONEX	2.219	0.00	2.219	37.73	37.73	0.00
37129	13670202.00	2011.00	201101.00	NASONEX	1.83	0.00	1.83	31.11	31.11	0.00
37207	13670202.00	2010.00	201011.00	NASONEX	1.147	0.00	1.147	19.5	19.5	0.00
38018	13670202.00	2010.00	201012.00	NASONEX	1.064	0.00	1.064	18.09	18.09	0.00
38305	13670202.00	2010.00	201011.00	NASONEX	17.156	0.00	17.156	291.64	291.64	0.00
38305	13670202.00	2010.00	201012.00	NASONEX	3.116	0.00	3.116	52.97	52.97	0.00
38663	13670202.00	2010.00	201011.00	NASONEX	1.952	0.00	1.952	33.19	33.19	0.00
38668	13670202.00	2010.00	201009.00	NASONEX	2.7	0.00	2.7	45.89	45.89	0.00
38672	13670202.00	2010.00	201012.00	NASONEX	1.063	0.00	1.063	18.07	18.07	0.00
39204	13670202.00	2010.00	201009.00	NASONEX	2.585	0.00	2.585	43.94	43.94	0.00
39819	13670202.00	2010.00	201008.00	NASONEX	1.167	0.00	1.167	19.85	19.85	0.00
40014	13670202.00	2010.00	201009.00	NASONEX	3.075	0.00	3.075	52.28	52.28	0.00
40202	13670202.00	2010.00	201011.00	NASONEX	3.126	0.00	3.126	53.15	53.15	0.00
40207	13670202.00	2010.00	201012.00	NASONEX	2.876	0.00	2.876	48.89	48.89	0.00
42001	13670202.00	2010.00	201012.00	NASONEX	1.393	0.00	1.393	23.69	23.69	0.00
42003	13670202.00	2010.00	201008.00	NASONEX	2.747	0.00	2.747	46.69	46.69	0.00
42003	13670202.00	2010.00	201012.00	NASONEX	1.32	0.00	1.32	22.43	22.43	0.00
42024	13670202.00	2010.00	201011.00	NASONEX	4.291	0.00	4.291	72.96	72.96	0.00
42223	13670202.00	2010.00	201010.00	NASONEX	1.24	0.00	1.24	21.08	21.08	0.00
43212	13670202.00	2011.00	201101.00	NASONEX	3.19	0.00	3.19	54.24	54.24	0.00
43240	13670202.00	2010.00	201011.00	NASONEX	3.099	0.00	3.099	52.69	52.69	0.00
43512	13670202.00	2010.00	201011.00	NASONEX	3.16	0.00	3.16	53.72	53.72	0.00
43560	13670202.00	2010.00	201012.00	NASONEX	0.986	0.00	0.986	16.76	16.76	0.00
43606	13670202.00	2010.00	201009.00	NASONEX	2.171	0.00	2.171	36.9	36.9	0.00
43606	13670202.00	2010.00	201010.00	NASONEX	1.923	0.00	1.923	32.69	32.69	0.00
43617	13670202.00	2010.00	201009.00	NASONEX	1.497	0.00	1.497	25.44	25.44	0.00
44012	13670202.00	2011.00	201106.00	NASONEX	1.006	0.00	1.006	17.11	17.11	0.00
44022	13670202.00	2010.00	201005.00	PROVENTIL	2.059	0.00	2.059	13.79	13.79	0.00
44022	13670202.00	2010.00	201007.00	NASONEX	33.508	0.00	33.508	569.64	569.64	0.00
44022	13670202.00	2010.00	201008.00	NASONEX	20.493	0.00	20.493	348.41	348.41	0.00
44022	13670202.00	2010.00	201009.00	NASONEX	47.967	0.00	47.967	815.45	815.45	0.00
44022	13670202.00	2011.00	201103.00	NASONEX	23.207	0.00	23.207	394.53	394.53	0.00
44022	13670202.00	2011.00	201104.00	NASONEX	17.449	0.00	17.449	296.65	296.65	0.00
44022	13670202.00	2011.00	201105.00	NASONEX	29.04	0.00	29.04	493.67	493.67	0.00
44026	13670202.00	2010.00	201011.00	NASONEX	1.029	0.00	1.029	17.49	17.49	0.00
44035	13670202.00	2010.00	201005.00	NASONEX	5.247	0.00	5.247	89.2	89.2	0.00
44045	13670202.00	2010.00	201011.00	NASONEX	1.114	0.00	1.114	18.93	18.93	0.00
44053	13670202.00	2010.00	201007.00	NASONEX	6.044	0.00	6.044	102.74	102.74	0.00
44053	13670202.00	2010.00	201011.00	NASONEX	5.051	0.00	5.051	85.84	85.84	0.00
44053	13670202.00	2011.00	201103.00	NASONEX	6.039	0.00	6.039	102.66	102.66	0.00
44053	13670202.00	2011.00	201104.00	NASONEX	5.021	0.00	5.021	85.35	85.35	0.00
44056	13670202.00	2011.00	201101.00	NASONEX	1.02	0.00	1.02	17.35	17.35	0.00
44057	13670202.00	2010.00	201011.00	SINGULAIR	1.024	0.00	1.024	30.73	30.73	0.00
44057	13670202.00	2010.00	201012.00	PROVENTIL	1.001	0.00	1.001	6.7	6.7	0.00
35209	13670202.00	2010.00	201009.00	NASONEX	1.413	0.00	1.413	24.02	24.02	0.00
35501	13670202.00	2010.00	201011.00	NASONEX	6.309	0.00	6.309	107.25	107.25	0.00
35603	13670202.00	2010.00	201009.00	NASONEX	5.811	0.00	5.811	98.78	98.78	0.00
36271	13670202.00	2010.00	201009.00	NASONEX	2.538	0.00	2.538	43.13	43.13	0.00
36271	13670202.00	2010.00	201010.00	NASONEX	1.313	0.00	1.313	22.32	22.32	0.00
36323	13670202.00	2010.00	201011.00	NASONEX	1.592	0.00	1.592	27.06	27.06	0.00
37920	13670202.00	2010.00	201011.00	NASONEX	6.899	0.00	6.899	117.3	117.3	0.00
38018	13670202.00	2010.00	201011.00	NASONEX	3.257	0.00	3.257	55.38	55.38	0.00
38301	13670202.00	2010.00	201012.00	NASONEX	1.017	0.00	1.017	17.28	17.28	0.00
38618	13670202.00	2010.00	201009.00	NASONEX	2.033	0.00	2.033	34.56	34.56	0.00
38663	13670202.00	2010.00	201009.00	NASONEX	7.423	0.00	7.423	126.2	126.2	0.00
38672	13670202.00	2010.00	201011.00	NASONEX	2.4	0.00	2.4	40.79	40.79	0.00
39157	13670202.00	2010.00	201012.00	NASONEX	7.305	0.00	7.305	124.2	124.2	0.00
39232	13670202.00	2010.00	201012.00	NASONEX	1.698	0.00	1.698	28.87	28.87	0.00
39705	13670202.00	2010.00	201011.00	NASONEX	1.612	0.00	1.612	27.41	27.41	0.00
40014	13670202.00	2010.00	201010.00	NASONEX	2.032	0.00	2.032	34.55	34.55	0.00
40014	13670202.00	2010.00	201011.00	NASONEX	2.076	0.00	2.076	35.3	35.3	0.00
40207	13670202.00	2010.00	201010.00	NASONEX	4.055	0.00	4.055	68.94	68.94	0.00
40208	13670202.00	2010.00	201010.00	NASONEX	1.035	0.00	1.035	17.6	17.6	0.00
40215	13670202.00	2010.00	201010.00	NASONEX	1.003	0.00	1.003	17.04	17.04	0.00
40217	13670202.00	2010.00	201009.00	NASONEX	1.212	0.00	1.212	20.6	20.6	0.00
40291	13670202.00	2010.00	201008.00	NASONEX	3.113	0.00	3.113	52.93	52.93	0.00
40324	13670202.00	2010.00	201010.00	NASONEX	1.117	0.00	1.117	18.98	18.98	0.00
41731	13670202.00	2010.00	201010.00	NASONEX	14.618	0.00	14.618	248.51	248.51	0.00
42003	13670202.00	2010.00	201010.00	NASONEX	1.473	0.00	1.473	25.04	25.04	0.00
42003	13670202.00	2010.00	201011.00	NASONEX	2.764	0.00	2.764	46.98	46.98	0.00
42701	13670202.00	2010.00	201010.00	NASONEX	1.089	0.00	1.089	18.51	18.51	0.00
43016	13670202.00	2010.00	201009.00	NASONEX	2.442	0.00	2.442	41.51	41.51	0.00
43205	13670202.00	2010.00	201008.00	NASONEX	3.278	0.00	3.278	55.73	55.73	0.00
43210	13670202.00	2010.00	201009.00	NASONEX	3.06	0.00	3.06	52.01	52.01	0.00
43210	13670202.00	2010.00	201012.00	NASONEX	3.145	0.00	3.145	53.46	53.46	0.00
40218	13670202.00	2010.00	201010.00	NASONEX	4.247	0.00	4.247	72.19	72.19	0.00
40223	13670202.00	2011.00	201101.00	NASONEX	0.945	0.00	0.945	16.06	16.06	0.00
40299	13670202.00	2010.00	201008.00	NASONEX	1.073	0.00	1.073	18.24	18.24	0.00
40299	13670202.00	2010.00	201009.00	NASONEX	2.153	0.00	2.153	36.61	36.61	0.00
40299	13670202.00	2010.00	201011.00	NASONEX	1.043	0.00	1.043	17.72	17.72	0.00
40502	13670202.00	2010.00	201010.00	NASONEX	1.91	0.00	1.91	32.47	32.47	0.00
40513	13670202.00	2010.00	201011.00	NASONEX	2.155	0.00	2.155	36.63	36.63	0.00
41731	13670202.00	2010.00	201008.00	NASONEX	1.053	0.00	1.053	17.91	17.91	0.00
41731	13670202.00	2010.00	201011.00	NASONEX	15.743	0.00	15.743	267.63	267.63	0.00
42701	13670202.00	2010.00	201009.00	NASONEX	4.975	0.00	4.975	84.59	84.59	0.00
43205	13670202.00	2010.00	201006.00	NASONEX	1.011	0.00	1.011	17.19	17.19	0.00
43210	13670202.00	2010.00	201008.00	NASONEX	1.023	0.00	1.023	17.39	17.39	0.00
43210	13670202.00	2011.00	201105.00	NASONEX	1.02	0.00	1.02	17.35	17.35	0.00
43210	13670202.00	2011.00	201107.00	NASONEX	3.993	0.00	3.993	67.88	67.88	0.00
43212	13670202.00	2010.00	201012.00	NASONEX	5.199	0.00	5.199	88.38	88.38	0.00
43212	13670202.00	2011.00	201105.00	NASONEX	1.002	0.00	1.002	17.03	17.03	0.00
43240	13670202.00	2010.00	201005.00	NASONEX	1.061	0.00	1.061	18.04	18.04	0.00
43240	13670202.00	2010.00	201012.00	NASONEX	4.037	0.00	4.037	68.63	68.63	0.00
43240	13670202.00	2011.00	201104.00	PROVENTIL	1.024	0.00	1.024	6.86	6.86	0.00
43512	13670202.00	2010.00	201012.00	NASONEX	0.986	0.00	0.986	16.76	16.76	0.00
43551	13670202.00	2010.00	201011.00	NASONEX	1.045	0.00	1.045	17.76	17.76	0.00
43551	13670202.00	2011.00	201101.00	NASONEX	1.023	0.00	1.023	17.39	17.39	0.00
43617	13670202.00	2010.00	201010.00	NASONEX	2.226	0.00	2.226	37.85	37.85	0.00
44011	13670202.00	2010.00	201011.00	NASONEX	1.036	0.00	1.036	17.62	17.62	0.00
44012	13670202.00	2010.00	201009.00	NASONEX	2.021	0.00	2.021	34.35	34.35	0.00
44022	13670202.00	2010.00	201005.00	NASONEX	31.333	0.00	31.333	532.58	532.58	0.00
44022	13670202.00	2010.00	201006.00	CLARINEX	1.017	0.00	1.017	5.09	5.09	0.00
44022	13670202.00	2010.00	201010.00	NASONEX	34.625	0.00	34.625	588.6	588.6	0.00
44022	13670202.00	2010.00	201011.00	NASONEX	39.824	0.00	39.824	677.03	677.03	0.00
44022	13670202.00	2011.00	201101.00	NASONEX	36.433	0.00	36.433	619.36	619.36	0.00
44022	13670202.00	2011.00	201102.00	NASONEX	38.118	0.00	38.118	648.02	648.02	0.00
44057	13670202.00	2011.00	201101.00	SINGULAIR	3.116	0.00	3.116	93.5	93.5	0.00
44057	13670202.00	2011.00	201102.00	NASONEX	37.486	0.00	37.486	637.28	637.28	0.00
44057	13670202.00	2011.00	201103.00	NASONEX	36.992	0.00	36.992	628.89	628.89	0.00
44057	13670202.00	2011.00	201104.00	NASONEX	29.613	0.00	29.613	503.47	503.47	0.00
44057	13670202.00	2011.00	201105.00	NASONEX	37.449	0.00	37.449	636.56	636.56	0.00
44057	13670202.00	2011.00	201105.00	SINGULAIR	1.019	0.00	1.019	30.58	30.58	0.00
44070	13670202.00	2011.00	201105.00	NASONEX	1.09	0.00	1.09	18.53	18.53	0.00
44074	13670202.00	2010.00	201006.00	NASONEX	8.107	0.00	8.107	137.82	137.82	0.00
44074	13670202.00	2010.00	201007.00	NASONEX	8.151	0.00	8.151	138.58	138.58	0.00
44074	13670202.00	2010.00	201008.00	NASONEX	9.176	0.00	9.176	155.98	155.98	0.00
44074	13670202.00	2010.00	201008.00	PROVENTIL	1.00	0.00	1.00	6.7	6.7	0.00
44074	13670202.00	2010.00	201009.00	NASONEX	4.125	0.00	4.125	70.14	70.14	0.00
44074	13670202.00	2010.00	201011.00	NASONEX	6.051	0.00	6.051	102.89	102.89	0.00
44074	13670202.00	2010.00	201011.00	SINGULAIR	2.009	0.00	2.009	60.27	60.27	0.00
44074	13670202.00	2010.00	201012.00	NASONEX	11.07	0.00	11.07	188.17	188.17	0.00
44074	13670202.00	2010.00	201012.00	SINGULAIR	1.00	0.00	1.00	30.00	30.00	0.00
44074	13670202.00	2011.00	201102.00	NASONEX	3.04	0.00	3.04	51.68	51.68	0.00
44074	13670202.00	2011.00	201106.00	NASONEX	14.342	0.00	14.342	243.81	243.81	0.00
44077	13670202.00	2010.00	201007.00	NASONEX	1.05	0.00	1.05	17.85	17.85	0.00
44089	13670202.00	2010.00	201008.00	NASONEX	1.004	0.00	1.004	17.07	17.07	0.00
44089	13670202.00	2011.00	201105.00	NASONEX	1.00	0.00	1.00	17.00	17.00	0.00
44094	13670202.00	2011.00	201102.00	NASONEX	54.336	0.00	54.336	923.7	923.7	0.00
44094	13670202.00	2011.00	201104.00	NASONEX	42.095	0.00	42.095	715.65	715.65	0.00
44094	13670202.00	2011.00	201104.00	PROVENTIL	1.023	0.00	1.023	6.86	6.86	0.00
44094	13670202.00	2011.00	201105.00	NASONEX	43.45	1.073	44.523	738.67	756.91	18.24
44094	13670202.00	2011.00	201106.00	NASONEX	28.62	0.00	28.62	486.53	486.53	0.00
44094	13670202.00	2011.00	201107.00	PROVENTIL	1.001	0.00	1.001	6.71	6.71	0.00
44104	13670202.00	2011.00	201103.00	NASONEX	1.172	0.00	1.172	19.92	19.92	0.00
44105	13670202.00	2011.00	201106.00	NASONEX	2.137	0.00	2.137	36.33	36.33	0.00
44106	13670202.00	2010.00	201008.00	NASONEX	5.207	0.00	5.207	88.51	88.51	0.00
44106	13670202.00	2010.00	201009.00	NASONEX	4.114	0.00	4.114	69.95	69.95	0.00
43210	13670202.00	2011.00	201103.00	NASONEX	3.6	0.00	3.6	61.2	61.2	0.00
43210	13670202.00	2011.00	201106.00	NASONEX	1.013	0.00	1.013	17.21	17.21	0.00
43212	13670202.00	2011.00	201106.00	NASONEX	3.2	0.00	3.2	54.4	54.4	0.00
43240	13670202.00	2011.00	201102.00	NASONEX	1.056	0.00	1.056	17.95	17.95	0.00
43240	13670202.00	2011.00	201105.00	NASONEX	1.007	0.00	1.007	17.11	17.11	0.00
43240	13670202.00	2011.00	201106.00	NASONEX	5.121	0.00	5.121	87.07	87.07	0.00
43512	13670202.00	2010.00	201010.00	NASONEX	5.044	0.00	5.044	85.73	85.73	0.00
43560	13670202.00	2010.00	201011.00	NASONEX	1.017	0.00	1.017	17.29	17.29	0.00
43845	13670202.00	2011.00	201105.00	NASONEX	1.117	0.00	1.117	18.99	18.99	0.00
44001	13670202.00	2010.00	201005.00	NASONEX	1.019	0.00	1.019	17.32	17.32	0.00
44022	13670202.00	2010.00	201006.00	NASONEX	33.663	0.00	33.663	572.26	572.26	0.00
44022	13670202.00	2011.00	201106.00	NASONEX	23.421	0.00	23.421	398.12	398.12	0.00
44026	13670202.00	2011.00	201101.00	NASONEX	2.255	0.00	2.255	38.33	38.33	0.00
44026	13670202.00	2011.00	201104.00	NASONEX	4.017	0.00	4.017	68.28	68.28	0.00
44035	13670202.00	2010.00	201007.00	NASONEX	5.038	0.00	5.038	85.65	85.65	0.00
44035	13670202.00	2010.00	201008.00	NASONEX	5.024	0.00	5.024	85.4	85.4	0.00
44035	13670202.00	2011.00	201101.00	NASONEX	2.075	0.00	2.075	35.28	35.28	0.00
44035	13670202.00	2011.00	201102.00	NASONEX	4.134	0.00	4.134	70.29	70.29	0.00
44035	13670202.00	2011.00	201106.00	NASONEX	5.088	0.00	5.088	86.51	86.51	0.00
44053	13670202.00	2010.00	201008.00	NASONEX	6.104	0.00	6.104	103.75	103.75	0.00
44053	13670202.00	2010.00	201012.00	NASONEX	6.076	0.00	6.076	103.29	103.29	0.00
44053	13670202.00	2011.00	201101.00	NASONEX	2.024	0.00	2.024	34.42	34.42	0.00
44053	13670202.00	2011.00	201105.00	NASONEX	3.001	0.00	3.001	51.02	51.02	0.00
44053	13670202.00	2011.00	201106.00	NASONEX	9.082	0.00	9.082	154.37	154.37	0.00
44056	13670202.00	2011.00	201104.00	NASONEX	1.014	0.00	1.014	17.24	17.24	0.00
44057	13670202.00	2010.00	201006.00	NASONEX	21.491	0.00	21.491	365.39	365.39	0.00
44057	13670202.00	2010.00	201007.00	NASONEX	11.154	0.00	11.154	189.6	189.6	0.00
44057	13670202.00	2010.00	201010.00	NASONEX	28.215	0.00	28.215	479.64	479.64	0.00
44057	13670202.00	2010.00	201012.00	NASONEX	27.195	0.00	27.195	462.36	462.36	0.00
44057	13670202.00	2010.00	201012.00	SINGULAIR	1.002	0.00	1.002	30.06	30.06	0.00
44057	13670202.00	2011.00	201106.00	SINGULAIR	1.03	0.00	1.03	30.91	30.91	0.00
44024	13670202.00	2011.00	201104.00	NASONEX	1.035	0.00	1.035	17.6	17.6	0.00
44026	13670202.00	2011.00	201102.00	NASONEX	1.007	0.00	1.007	17.12	17.12	0.00
44026	13670202.00	2011.00	201105.00	NASONEX	4.138	0.00	4.138	70.34	70.34	0.00
44026	13670202.00	2011.00	201106.00	NASONEX	1.075	0.00	1.075	18.28	18.28	0.00
44035	13670202.00	2010.00	201006.00	NASONEX	10.69	0.00	10.69	181.72	181.72	0.00
44035	13670202.00	2010.00	201008.00	PROVENTIL	2.011	0.00	2.011	13.48	13.48	0.00
44035	13670202.00	2010.00	201010.00	NASONEX	3.028	0.00	3.028	51.48	51.48	0.00
