Prescriber Zip Code	Plan Provider ID	Year	Month	Product Family	Rx New	Rx Refill	Rx Total	Tablets New	Tablets Total	Tablets Refill
44035	13670202.00	2010.00	201011.00	NASONEX	1.01	0.00	1.01	17.18	17.18	0.00
44035	13670202.00	2010.00	201012.00	PROVENTIL	1.011	0.00	1.011	6.77	6.77	0.00
44035	13670202.00	2011.00	201103.00	NASONEX	7.131	0.00	7.131	121.25	121.25	0.00
44035	13670202.00	2011.00	201104.00	PROVENTIL	1.00	0.00	1.00	6.7	6.7	0.00
44045	13670202.00	2011.00	201102.00	NASONEX	1.164	0.00	1.164	19.78	19.78	0.00
44053	13670202.00	2010.00	201005.00	NASONEX	7.154	0.00	7.154	121.62	121.62	0.00
44053	13670202.00	2010.00	201006.00	NASONEX	11.381	0.00	11.381	193.52	193.52	0.00
44053	13670202.00	2010.00	201009.00	NASONEX	9.555	0.00	9.555	162.44	162.44	0.00
44053	13670202.00	2010.00	201010.00	NASONEX	6.052	0.00	6.052	102.86	102.86	0.00
44057	13670202.00	2010.00	201006.00	SINGULAIR	1.039	0.00	1.039	31.16	31.16	0.00
44057	13670202.00	2010.00	201008.00	NASONEX	13.124	0.00	13.124	223.1	223.1	0.00
44057	13670202.00	2010.00	201010.00	SINGULAIR	1.057	0.00	1.057	31.71	31.71	0.00
44057	13670202.00	2011.00	201101.00	NASONEX	43.951	0.00	43.951	747.12	747.12	0.00
44057	13670202.00	2011.00	201107.00	NASONEX	14.983	0.00	14.983	254.67	254.67	0.00
44060	13670202.00	2010.00	201009.00	NASONEX	0.00	1.009	1.009	0.00	17.15	17.15
44070	13670202.00	2010.00	201006.00	NASONEX	2.127	0.00	2.127	36.16	36.16	0.00
44070	13670202.00	2010.00	201010.00	NASONEX	3.074	0.00	3.074	52.26	52.26	0.00
44070	13670202.00	2010.00	201011.00	NASONEX	1.055	0.00	1.055	17.93	17.93	0.00
44070	13670202.00	2011.00	201101.00	NASONEX	3.109	0.00	3.109	52.85	52.85	0.00
44070	13670202.00	2011.00	201104.00	NASONEX	1.055	0.00	1.055	17.93	17.93	0.00
44074	13670202.00	2010.00	201005.00	NASONEX	7.073	1.015	8.088	120.22	137.47	17.25
44074	13670202.00	2010.00	201006.00	ASMANEX	1.00	0.00	1.00	0.24	0.24	0.00
44074	13670202.00	2010.00	201010.00	NASONEX	8.159	0.00	8.159	138.69	138.69	0.00
44074	13670202.00	2011.00	201102.00	ASMANEX	1.022	0.00	1.022	0.25	0.25	0.00
44106	13670202.00	2011.00	201105.00	NASONEX	3.143	0.00	3.143	53.44	53.44	0.00
44107	13670202.00	2010.00	201009.00	NASONEX	1.021	0.00	1.021	17.36	17.36	0.00
44107	13670202.00	2011.00	201101.00	NASONEX	1.021	0.00	1.021	17.36	17.36	0.00
44109	13670202.00	2010.00	201007.00	NASONEX	1.058	0.00	1.058	17.98	17.98	0.00
44109	13670202.00	2010.00	201008.00	NASONEX	1.035	0.00	1.035	17.6	17.6	0.00
44109	13670202.00	2010.00	201011.00	NASONEX	1.011	0.00	1.011	17.19	17.19	0.00
44109	13670202.00	2011.00	201102.00	NASONEX	1.002	0.00	1.002	17.04	17.04	0.00
44109	13670202.00	2011.00	201104.00	NASONEX	2.115	0.00	2.115	35.96	35.96	0.00
44111	13670202.00	2010.00	201006.00	NASONEX	29.793	0.00	29.793	506.51	506.51	0.00
44111	13670202.00	2011.00	201103.00	NASONEX	73.154	0.00	73.154	1243.68	1243.68	0.00
44111	13670202.00	2011.00	201106.00	PROVENTIL	2.025	0.00	2.025	13.56	13.56	0.00
44120	13670202.00	2010.00	201010.00	NASONEX	1.021	0.00	1.021	17.36	17.36	0.00
44121	13670202.00	2010.00	201012.00	NASONEX	1.138	0.00	1.138	19.35	19.35	0.00
44121	13670202.00	2011.00	201104.00	NASONEX	1.082	0.00	1.082	18.39	18.39	0.00
44122	13670202.00	2010.00	201008.00	NASONEX	15.944	0.00	15.944	271.06	271.06	0.00
44122	13670202.00	2011.00	201104.00	NASONEX	19.893	0.00	19.893	338.17	338.17	0.00
44122	13670202.00	2011.00	201105.00	NASONEX	21.471	0.00	21.471	365.03	365.03	0.00
44124	13670202.00	2010.00	201006.00	PROVENTIL	0.00	1.015	1.015	0.00	6.8	6.8
44124	13670202.00	2010.00	201010.00	NASONEX	3.036	0.00	3.036	51.62	51.62	0.00
44124	13670202.00	2010.00	201011.00	NASONEX	1.011	0.00	1.011	17.18	17.18	0.00
44131	13670202.00	2010.00	201007.00	NASONEX	10.623	0.00	10.623	180.57	180.57	0.00
44131	13670202.00	2010.00	201008.00	NASONEX	7.783	0.00	7.783	132.31	132.31	0.00
44131	13670202.00	2011.00	201103.00	NASONEX	5.767	0.00	5.767	98.04	98.04	0.00
44131	13670202.00	2011.00	201104.00	NASONEX	4.261	0.00	4.261	72.42	72.42	0.00
44131	13670202.00	2011.00	201107.00	NASONEX	4.17	0.00	4.17	70.87	70.87	0.00
44132	13670202.00	2010.00	201006.00	NASONEX	1.017	0.00	1.017	17.28	17.28	0.00
44136	13670202.00	2010.00	201008.00	LEVITRA	1.008	0.00	1.008	2.02	2.02	0.00
44136	13670202.00	2011.00	201106.00	NASONEX	1.021	0.00	1.021	17.37	17.37	0.00
44136	13670202.00	2011.00	201107.00	NASONEX	1.035	0.00	1.035	17.6	17.6	0.00
44139	13670202.00	2010.00	201005.00	NASONEX	1.054	0.00	1.054	17.92	17.92	0.00
44145	13670202.00	2010.00	201006.00	NASONEX	35.503	1.014	36.517	603.56	620.8	17.24
44070	13670202.00	2011.00	201103.00	NASONEX	2.119	0.00	2.119	36.03	36.03	0.00
44070	13670202.00	2011.00	201106.00	NASONEX	1.021	0.00	1.021	17.36	17.36	0.00
44072	13670202.00	2010.00	201011.00	NASONEX	2.012	0.00	2.012	34.2	34.2	0.00
44074	13670202.00	2010.00	201006.00	PROVENTIL	1.00	0.00	1.00	6.7	6.7	0.00
44074	13670202.00	2010.00	201011.00	PROVENTIL	1.002	0.00	1.002	6.72	6.72	0.00
44074	13670202.00	2010.00	201012.00	PROVENTIL	1.00	0.00	1.00	6.7	6.7	0.00
44074	13670202.00	2011.00	201102.00	PROVENTIL	1.011	0.00	1.011	6.77	6.77	0.00
44074	13670202.00	2011.00	201104.00	NASONEX	7.225	0.00	7.225	122.81	122.81	0.00
44074	13670202.00	2011.00	201105.00	PROVENTIL	3.00	0.00	3.00	20.1	20.1	0.00
44074	13670202.00	2011.00	201106.00	SINGULAIR	1.00	0.00	1.00	30.00	30.00	0.00
44074	13670202.00	2011.00	201107.00	NASONEX	1.814	0.00	1.814	30.84	30.84	0.00
44077	13670202.00	2010.00	201011.00	NASONEX	1.002	0.00	1.002	17.04	17.04	0.00
44089	13670202.00	2011.00	201106.00	NASONEX	1.001	0.00	1.001	17.02	17.02	0.00
44094	13670202.00	2010.00	201007.00	NASONEX	11.655	0.00	11.655	198.12	198.12	0.00
44094	13670202.00	2010.00	201012.00	NASONEX	13.812	0.00	13.812	234.8	234.8	0.00
44102	13670202.00	2010.00	201010.00	NASONEX	1.067	0.00	1.067	18.14	18.14	0.00
44106	13670202.00	2010.00	201011.00	NASONEX	3.299	0.00	3.299	56.08	56.08	0.00
44106	13670202.00	2011.00	201102.00	NASONEX	3.192	0.00	3.192	54.27	54.27	0.00
44106	13670202.00	2011.00	201107.00	NASONEX	1.156	0.00	1.156	19.65	19.65	0.00
44107	13670202.00	2010.00	201008.00	CLARINEX	1.018	0.00	1.018	5.09	5.09	0.00
44107	13670202.00	2010.00	201010.00	HCTZ TOTAL	0.00	1.056	1.056	0.00	95.07	95.07
44109	13670202.00	2011.00	201105.00	NASONEX	3.218	0.00	3.218	54.71	54.71	0.00
44109	13670202.00	2011.00	201107.00	NASONEX	1.013	0.00	1.013	17.22	17.22	0.00
44111	13670202.00	2010.00	201006.00	PROVENTIL	1.104	0.00	1.104	7.4	7.4	0.00
44111	13670202.00	2010.00	201008.00	NASONEX	33.317	0.00	33.317	566.39	566.39	0.00
44111	13670202.00	2010.00	201009.00	NASONEX	58.869	0.00	58.869	1000.82	1000.82	0.00
44111	13670202.00	2010.00	201012.00	NASONEX	25.914	0.00	25.914	440.59	440.59	0.00
44111	13670202.00	2011.00	201101.00	NASONEX	54.693	0.00	54.693	929.81	929.81	0.00
44111	13670202.00	2011.00	201105.00	NASONEX	50.238	0.00	50.238	854.03	854.03	0.00
44122	13670202.00	2010.00	201006.00	NASONEX	12.934	0.00	12.934	219.86	219.86	0.00
44122	13670202.00	2010.00	201009.00	NASONEX	14.941	0.00	14.941	253.98	253.98	0.00
44074	13670202.00	2011.00	201104.00	PROVENTIL	1.009	0.00	1.009	6.76	6.76	0.00
44074	13670202.00	2011.00	201104.00	SPIRIVA HANDIHALER	1.00	0.00	1.00	30.00	30.00	0.00
44087	13670202.00	2011.00	201102.00	NASONEX	1.017	0.00	1.017	17.29	17.29	0.00
44094	13670202.00	2010.00	201005.00	NASONEX	11.852	0.00	11.852	201.49	201.49	0.00
44094	13670202.00	2010.00	201006.00	NASONEX	9.064	0.00	9.064	154.1	154.1	0.00
44094	13670202.00	2010.00	201011.00	NASONEX	24.823	0.00	24.823	421.96	421.96	0.00
44094	13670202.00	2011.00	201106.00	PROVENTIL	1.001	0.00	1.001	6.71	6.71	0.00
44104	13670202.00	2011.00	201106.00	NASONEX	1.002	0.00	1.002	17.03	17.03	0.00
44106	13670202.00	2010.00	201005.00	NASONEX	3.054	0.00	3.054	51.92	51.92	0.00
44106	13670202.00	2010.00	201006.00	NASONEX	8.593	0.00	8.593	146.08	146.08	0.00
44106	13670202.00	2010.00	201007.00	NASONEX	7.183	0.00	7.183	122.09	122.09	0.00
44106	13670202.00	2011.00	201101.00	NASONEX	4.085	0.00	4.085	69.47	69.47	0.00
44107	13670202.00	2010.00	201008.00	NASONEX	1.024	0.00	1.024	17.4	17.4	0.00
44107	13670202.00	2010.00	201011.00	NASONEX	2.038	0.00	2.038	34.65	34.65	0.00
44107	13670202.00	2010.00	201012.00	LISINOPRIL	1.07	0.00	1.07	96.34	96.34	0.00
44107	13670202.00	2011.00	201105.00	NASONEX	1.064	0.00	1.064	18.09	18.09	0.00
44109	13670202.00	2010.00	201006.00	NASONEX	1.027	0.00	1.027	17.46	17.46	0.00
44111	13670202.00	2010.00	201005.00	NASONEX	32.479	0.00	32.479	552.09	552.09	0.00
44111	13670202.00	2010.00	201005.00	PROVENTIL	1.104	0.00	1.104	7.4	7.4	0.00
44111	13670202.00	2010.00	201006.00	CLARINEX	1.016	0.00	1.016	5.08	5.08	0.00
44111	13670202.00	2010.00	201011.00	NASONEX	62.445	1.013	63.458	1061.51	1078.73	17.22
44111	13670202.00	2011.00	201102.00	NASONEX	51.456	0.00	51.456	874.75	874.75	0.00
44112	13670202.00	2010.00	201011.00	NASONEX	1.149	0.00	1.149	19.53	19.53	0.00
44118	13670202.00	2011.00	201105.00	NASONEX	2.053	0.00	2.053	34.91	34.91	0.00
44119	13670202.00	2010.00	201008.00	NASONEX	1.012	0.00	1.012	17.2	17.2	0.00
44120	13670202.00	2010.00	201005.00	NASONEX	1.131	0.00	1.131	19.22	19.22	0.00
44120	13670202.00	2011.00	201105.00	NASONEX	1.372	0.00	1.372	23.32	23.32	0.00
44121	13670202.00	2010.00	201011.00	NASONEX	1.014	0.00	1.014	17.24	17.24	0.00
44122	13670202.00	2010.00	201005.00	NASONEX	7.42	0.00	7.42	126.15	126.15	0.00
44122	13670202.00	2010.00	201011.00	NASONEX	24.026	0.00	24.026	408.43	408.43	0.00
44145	13670202.00	2010.00	201008.00	NASONEX	22.528	0.00	22.528	383.00	383.00	0.00
44145	13670202.00	2010.00	201009.00	NASONEX	32.977	0.00	32.977	560.65	560.65	0.00
44145	13670202.00	2011.00	201101.00	NASONEX	48.373	0.00	48.373	822.26	822.26	0.00
44145	13670202.00	2011.00	201105.00	NASONEX	48.424	0.00	48.424	823.24	823.24	0.00
44146	13670202.00	2010.00	201005.00	NASONEX	1.021	0.00	1.021	17.35	17.35	0.00
44147	13670202.00	2010.00	201006.00	NASONEX	1.076	0.00	1.076	18.29	18.29	0.00
44195	13670202.00	2010.00	201005.00	NASONEX	10.398	0.00	10.398	176.76	176.76	0.00
44195	13670202.00	2010.00	201010.00	PROVENTIL	1.004	0.00	1.004	6.73	6.73	0.00
44195	13670202.00	2010.00	201011.00	NASONEX	14.382	0.00	14.382	244.53	244.53	0.00
44195	13670202.00	2011.00	201105.00	NASONEX	35.507	0.00	35.507	603.66	603.66	0.00
44212	13670202.00	2011.00	201106.00	NASONEX	1.023	0.00	1.023	17.38	17.38	0.00
44224	13670202.00	2010.00	201006.00	NASONEX	3.133	0.00	3.133	53.27	53.27	0.00
44224	13670202.00	2011.00	201102.00	NASONEX	1.087	0.00	1.087	18.47	18.47	0.00
44224	13670202.00	2011.00	201105.00	NASONEX	1.075	0.00	1.075	18.27	18.27	0.00
44240	13670202.00	2011.00	201101.00	NASONEX	5.161	0.00	5.161	87.73	87.73	0.00
44304	13670202.00	2011.00	201104.00	NASONEX	3.079	0.00	3.079	52.34	52.34	0.00
44406	13670202.00	2010.00	201009.00	NASONEX	1.093	0.00	1.093	18.59	18.59	0.00
44504	13670202.00	2010.00	201008.00	NASONEX	1.079	0.00	1.079	18.35	18.35	0.00
44504	13670202.00	2010.00	201012.00	NASONEX	10.484	0.00	10.484	178.2	178.2	0.00
44691	13670202.00	2010.00	201006.00	NASONEX	1.004	0.00	1.004	17.07	17.07	0.00
44710	13670202.00	2011.00	201101.00	NASONEX	1.014	0.00	1.014	17.24	17.24	0.00
44710	13670202.00	2011.00	201105.00	NASONEX	2.144	0.00	2.144	36.45	36.45	0.00
44718	13670202.00	2010.00	201012.00	NASONEX	1.128	0.00	1.128	19.18	19.18	0.00
44870	13670202.00	2011.00	201105.00	NASONEX	1.00	0.00	1.00	17.00	17.00	0.00
45220	13670202.00	2010.00	201005.00	PROVENTIL	1.018	0.00	1.018	6.82	6.82	0.00
45220	13670202.00	2010.00	201008.00	NASONEX	3.309	0.00	3.309	56.26	56.26	0.00
45220	13670202.00	2011.00	201104.00	NASONEX	9.886	0.00	9.886	168.08	168.08	0.00
45230	13670202.00	2010.00	201008.00	NASONEX	2.035	0.00	2.035	34.6	34.6	0.00
45230	13670202.00	2010.00	201012.00	NASONEX	1.077	0.00	1.077	18.31	18.31	0.00
45236	13670202.00	2010.00	201009.00	NASONEX	1.008	0.00	1.008	17.13	17.13	0.00
44122	13670202.00	2010.00	201010.00	NASONEX	9.176	0.00	9.176	156.00	156.00	0.00
44122	13670202.00	2011.00	201101.00	NASONEX	11.944	0.00	11.944	203.03	203.03	0.00
44122	13670202.00	2011.00	201103.00	NASONEX	30.549	0.00	30.549	519.29	519.29	0.00
44124	13670202.00	2010.00	201012.00	NASONEX	1.004	0.00	1.004	17.07	17.07	0.00
44124	13670202.00	2011.00	201103.00	NASONEX	1.076	0.00	1.076	18.29	18.29	0.00
44124	13670202.00	2011.00	201105.00	NASONEX	1.004	0.00	1.004	17.07	17.07	0.00
44125	13670202.00	2010.00	201010.00	NASONEX	1.019	0.00	1.019	17.33	17.33	0.00
44131	13670202.00	2010.00	201006.00	NASONEX	8.879	0.00	8.879	150.95	150.95	0.00
44131	13670202.00	2010.00	201010.00	NASONEX	8.127	0.00	8.127	138.19	138.19	0.00
44131	13670202.00	2010.00	201012.00	NASONEX	4.162	0.00	4.162	70.76	70.76	0.00
44131	13670202.00	2011.00	201101.00	NASONEX	11.24	0.00	11.24	191.07	191.07	0.00
44131	13670202.00	2011.00	201102.00	NASONEX	9.391	1.024	10.415	159.64	177.05	17.41
44131	13670202.00	2011.00	201106.00	NASONEX	5.206	0.00	5.206	88.5	88.5	0.00
44136	13670202.00	2010.00	201012.00	NASONEX	2.065	0.00	2.065	35.1	35.1	0.00
44136	13670202.00	2011.00	201101.00	NASONEX	6.487	0.00	6.487	110.28	110.28	0.00
44136	13670202.00	2011.00	201104.00	NASONEX	3.175	0.00	3.175	53.98	53.98	0.00
44145	13670202.00	2010.00	201005.00	NASONEX	34.366	0.00	34.366	584.31	584.31	0.00
44145	13670202.00	2010.00	201007.00	NASONEX	24.681	2.077	26.758	419.55	454.86	35.31
44145	13670202.00	2010.00	201011.00	NASONEX	41.441	0.00	41.441	704.5	704.5	0.00
44145	13670202.00	2011.00	201103.00	MAXALT	1.061	0.00	1.061	3.18	3.18	0.00
44145	13670202.00	2011.00	201103.00	NASONEX	55.161	0.00	55.161	937.75	937.75	0.00
44145	13670202.00	2011.00	201104.00	NASONEX	34.824	0.00	34.824	591.99	591.99	0.00
44195	13670202.00	2010.00	201010.00	NASONEX	16.185	0.00	16.185	275.17	275.17	0.00
44195	13670202.00	2011.00	201107.00	NASONEX	6.98	0.00	6.98	118.67	118.67	0.00
44212	13670202.00	2010.00	201008.00	NASONEX	1.029	0.00	1.029	17.49	17.49	0.00
44223	13670202.00	2010.00	201009.00	NASONEX	1.64	0.00	1.64	27.89	27.89	0.00
44240	13670202.00	2011.00	201103.00	NASONEX	6.48	0.00	6.48	110.17	110.17	0.00
44254	13670202.00	2011.00	201104.00	NASONEX	1.013	0.00	1.013	17.23	17.23	0.00
44304	13670202.00	2010.00	201010.00	NASONEX	1.02	0.00	1.02	17.34	17.34	0.00
44504	13670202.00	2010.00	201010.00	NASONEX	6.468	0.00	6.468	109.97	109.97	0.00
44122	13670202.00	2010.00	201011.00	PROVENTIL	2.00	0.00	2.00	13.4	13.4	0.00
44122	13670202.00	2010.00	201012.00	NASONEX	9.396	0.00	9.396	159.72	159.72	0.00
44122	13670202.00	2011.00	201102.00	NASONEX	22.157	0.00	22.157	376.65	376.65	0.00
44122	13670202.00	2011.00	201107.00	NASONEX	4.895	0.00	4.895	83.21	83.21	0.00
44124	13670202.00	2011.00	201107.00	NASONEX	1.972	0.00	1.972	33.52	33.52	0.00
44131	13670202.00	2010.00	201009.00	NASONEX	3.144	0.00	3.144	53.44	53.44	0.00
44131	13670202.00	2010.00	201011.00	NASONEX	8.861	0.00	8.861	150.64	150.64	0.00
44132	13670202.00	2011.00	201102.00	NASONEX	1.189	0.00	1.189	20.21	20.21	0.00
44136	13670202.00	2011.00	201102.00	NASONEX	1.082	0.00	1.082	18.39	18.39	0.00
44139	13670202.00	2011.00	201102.00	NASONEX	2.068	0.00	2.068	35.15	35.15	0.00
44139	13670202.00	2011.00	201104.00	NASONEX	1.151	0.00	1.151	19.56	19.56	0.00
44139	13670202.00	2011.00	201105.00	NASONEX	4.274	0.00	4.274	72.67	72.67	0.00
44141	13670202.00	2010.00	201010.00	NASONEX	2.153	0.00	2.153	36.59	36.59	0.00
44145	13670202.00	2010.00	201008.00	PROVENTIL	1.015	0.00	1.015	6.8	6.8	0.00
44145	13670202.00	2010.00	201012.00	NASONEX	29.45	0.00	29.45	500.66	500.66	0.00
44145	13670202.00	2011.00	201102.00	NASONEX	43.165	0.00	43.165	733.8	733.8	0.00
44145	13670202.00	2011.00	201106.00	NASONEX	27.484	0.00	27.484	467.21	467.21	0.00
44195	13670202.00	2010.00	201012.00	NASONEX	13.701	0.00	13.701	232.94	232.94	0.00
44195	13670202.00	2011.00	201103.00	NASONEX	17.148	0.00	17.148	291.54	291.54	0.00
44195	13670202.00	2011.00	201104.00	NASONEX	28.272	0.00	28.272	480.6	480.6	0.00
44202	13670202.00	2010.00	201006.00	NASONEX	1.011	0.00	1.011	17.19	17.19	0.00
44212	13670202.00	2011.00	201102.00	NASONEX	1.05	0.00	1.05	17.85	17.85	0.00
44224	13670202.00	2010.00	201007.00	NASONEX	3.187	0.00	3.187	54.18	54.18	0.00
44224	13670202.00	2010.00	201012.00	NASONEX	6.506	0.00	6.506	110.6	110.6	0.00
44224	13670202.00	2011.00	201101.00	NASONEX	1.047	0.00	1.047	17.79	17.79	0.00
44240	13670202.00	2011.00	201102.00	NASONEX	4.491	0.00	4.491	76.35	76.35	0.00
44256	13670202.00	2010.00	201005.00	NASONEX	1.067	0.00	1.067	18.15	18.15	0.00
44280	13670202.00	2011.00	201106.00	NASONEX	4.19	0.00	4.19	71.21	71.21	0.00
44304	13670202.00	2010.00	201011.00	NASONEX	2.274	0.00	2.274	38.65	38.65	0.00
44304	13670202.00	2011.00	201103.00	NASONEX	2.078	0.00	2.078	35.34	35.34	0.00
44304	13670202.00	2011.00	201105.00	NASONEX	3.991	0.00	3.991	67.86	67.86	0.00
45236	13670202.00	2011.00	201101.00	NASONEX	5.052	0.00	5.052	85.89	85.89	0.00
45236	13670202.00	2011.00	201106.00	NASONEX	1.049	0.00	1.049	17.82	17.82	0.00
45238	13670202.00	2010.00	201006.00	NASONEX	4.606	0.00	4.606	78.29	78.29	0.00
45238	13670202.00	2010.00	201009.00	NASONEX	4.34	1.128	5.468	73.79	92.97	19.18
45238	13670202.00	2011.00	201102.00	NASONEX	3.207	0.00	3.207	54.51	54.51	0.00
45238	13670202.00	2011.00	201104.00	NASONEX	10.626	0.00	10.626	180.67	180.67	0.00
45243	13670202.00	2011.00	201107.00	NASONEX	1.106	0.00	1.106	18.8	18.8	0.00
45246	13670202.00	2010.00	201007.00	NASONEX	3.097	0.00	3.097	52.64	52.64	0.00
45246	13670202.00	2011.00	201105.00	NASONEX	2.056	0.00	2.056	34.95	34.95	0.00
45255	13670202.00	2011.00	201103.00	NASONEX	1.014	0.00	1.014	17.24	17.24	0.00
45385	13670202.00	2010.00	201008.00	NASONEX	15.8	0.00	15.8	268.59	268.59	0.00
45385	13670202.00	2010.00	201010.00	NASONEX	8.601	0.00	8.601	146.2	146.2	0.00
45385	13670202.00	2011.00	201101.00	NASONEX	12.617	0.00	12.617	214.52	214.52	0.00
45385	13670202.00	2011.00	201104.00	NASONEX	14.476	0.00	14.476	246.08	246.08	0.00
45385	13670202.00	2011.00	201105.00	NASONEX	21.963	0.00	21.963	373.35	373.35	0.00
45424	13670202.00	2010.00	201009.00	NASONEX	1.072	0.00	1.072	18.23	18.23	0.00
45424	13670202.00	2010.00	201012.00	NASONEX	1.034	0.00	1.034	17.58	17.58	0.00
45459	13670202.00	2010.00	201006.00	NASONEX	1.018	0.00	1.018	17.3	17.3	0.00
45694	13670202.00	2010.00	201009.00	NASONEX	1.014	0.00	1.014	17.24	17.24	0.00
46064	13670202.00	2010.00	201012.00	NASONEX	4.26	0.00	4.26	72.42	72.42	0.00
46322	13670202.00	2010.00	201008.00	NASONEX	1.072	0.00	1.072	18.22	18.22	0.00
46366	13670202.00	2010.00	201012.00	NASONEX	1.082	0.00	1.082	18.4	18.4	0.00
46517	13670202.00	2010.00	201009.00	NASONEX	2.263	0.00	2.263	38.47	38.47	0.00
46544	13670202.00	2011.00	201101.00	NASONEX	0.929	0.00	0.929	15.79	15.79	0.00
46816	13670202.00	2010.00	201011.00	NASONEX	1.009	0.00	1.009	17.16	17.16	0.00
47025	13670202.00	2010.00	201011.00	NASONEX	6.113	0.00	6.113	103.93	103.93	0.00
47629	13670202.00	2011.00	201103.00	NASONEX	1.00	0.00	1.00	17.00	17.00	0.00
47629	13670202.00	2011.00	201106.00	NASONEX	1.097	0.00	1.097	18.64	18.64	0.00
48073	13670202.00	2010.00	201011.00	NASONEX	2.305	0.00	2.305	39.18	39.18	0.00
48201	13670202.00	2010.00	201012.00	NASONEX	1.134	1.036	2.17	19.28	36.88	17.6
48322	13670202.00	2010.00	201009.00	NASONEX	1.027	0.00	1.027	17.46	17.46	0.00
44504	13670202.00	2011.00	201101.00	NASONEX	17.924	0.00	17.924	304.73	304.73	0.00
44691	13670202.00	2010.00	201005.00	NASONEX	1.008	0.00	1.008	17.13	17.13	0.00
44691	13670202.00	2010.00	201008.00	NASONEX	1.006	0.00	1.006	17.11	17.11	0.00
44691	13670202.00	2011.00	201104.00	NASONEX	2.271	0.00	2.271	38.61	38.61	0.00
44691	13670202.00	2011.00	201106.00	NASONEX	4.095	0.00	4.095	69.62	69.62	0.00
44708	13670202.00	2010.00	201009.00	NASONEX	5.71	0.00	5.71	97.06	97.06	0.00
44708	13670202.00	2010.00	201010.00	NASONEX	0.93	0.00	0.93	15.81	15.81	0.00
44710	13670202.00	2011.00	201103.00	NASONEX	2.045	0.00	2.045	34.76	34.76	0.00
44710	13670202.00	2011.00	201106.00	NASONEX	1.007	0.00	1.007	17.11	17.11	0.00
44718	13670202.00	2011.00	201101.00	NASONEX	1.872	0.00	1.872	31.83	31.83	0.00
45209	13670202.00	2010.00	201008.00	NASONEX	1.104	0.00	1.104	18.77	18.77	0.00
45220	13670202.00	2010.00	201006.00	NASONEX	6.825	0.00	6.825	116.05	116.05	0.00
45220	13670202.00	2011.00	201106.00	NASONEX	4.256	0.00	4.256	72.34	72.34	0.00
45230	13670202.00	2010.00	201006.00	NASONEX	1.091	0.00	1.091	18.55	18.55	0.00
45233	13670202.00	2010.00	201006.00	NASONEX	1.207	0.00	1.207	20.52	20.52	0.00
45236	13670202.00	2011.00	201104.00	NASONEX	4.293	0.00	4.293	72.99	72.99	0.00
45238	13670202.00	2010.00	201012.00	NASONEX	1.112	0.00	1.112	18.91	18.91	0.00
45238	13670202.00	2011.00	201107.00	NASONEX	5.333	0.00	5.333	90.68	90.68	0.00
45243	13670202.00	2011.00	201103.00	NASONEX	3.646	0.00	3.646	61.98	61.98	0.00
45246	13670202.00	2010.00	201005.00	NASONEX	2.01	0.00	2.01	34.17	34.17	0.00
45246	13670202.00	2010.00	201009.00	NASONEX	5.143	1.032	6.175	87.44	104.99	17.55
45246	13670202.00	2010.00	201010.00	NASONEX	2.043	0.00	2.043	34.73	34.73	0.00
45246	13670202.00	2010.00	201011.00	NASONEX	1.027	0.00	1.027	17.46	17.46	0.00
45246	13670202.00	2011.00	201103.00	NASONEX	1.158	0.00	1.158	19.68	19.68	0.00
45246	13670202.00	2011.00	201104.00	NASONEX	3.083	0.00	3.083	52.41	52.41	0.00
45251	13670202.00	2010.00	201011.00	LISINOPRIL	1.894	0.00	1.894	170.46	170.46	0.00
45385	13670202.00	2010.00	201005.00	NASONEX	7.851	0.00	7.851	133.42	133.42	0.00
45385	13670202.00	2010.00	201009.00	NASONEX	4.374	0.00	4.374	74.35	74.35	0.00
45385	13670202.00	2011.00	201102.00	NASONEX	14.424	0.00	14.424	245.21	245.21	0.00
45385	13670202.00	2011.00	201103.00	NASONEX	8.449	0.00	8.449	143.63	143.63	0.00
45385	13670202.00	2011.00	201107.00	NASONEX	12.959	0.00	12.959	220.32	220.32	0.00
44622	13670202.00	2010.00	201012.00	NASONEX	4.916	1.08	5.996	83.58	101.94	18.36
44685	13670202.00	2011.00	201104.00	NASONEX	1.02	0.00	1.02	17.33	17.33	0.00
44691	13670202.00	2011.00	201107.00	NASONEX	1.817	0.00	1.817	30.89	30.89	0.00
44710	13670202.00	2011.00	201104.00	NASONEX	7.138	0.00	7.138	121.35	121.35	0.00
44870	13670202.00	2010.00	201008.00	NASONEX	0.00	1.018	1.018	0.00	17.31	17.31
44903	13670202.00	2010.00	201011.00	NASONEX	1.013	0.00	1.013	17.22	17.22	0.00
45040	13670202.00	2011.00	201104.00	NASONEX	1.071	0.00	1.071	18.2	18.2	0.00
45103	13670202.00	2011.00	201102.00	NASONEX	2.067	0.00	2.067	35.14	35.14	0.00
45212	13670202.00	2010.00	201010.00	NASONEX	1.069	0.00	1.069	18.17	18.17	0.00
45220	13670202.00	2010.00	201005.00	NASONEX	5.168	0.00	5.168	87.83	87.83	0.00
45220	13670202.00	2010.00	201007.00	NASONEX	4.3	0.00	4.3	73.09	73.09	0.00
45220	13670202.00	2010.00	201009.00	SINGULAIR	1.00	0.00	1.00	30.00	30.00	0.00
45220	13670202.00	2010.00	201010.00	NASONEX	4.434	0.00	4.434	75.39	75.39	0.00
