Market                                  	Brand                                   	Report Period (multiple)                	Creative                                	Commercial Duration                     	advertisement_id	Cable TV-Units	Cable TV-$$$ (000)	Cable TV-GRP: TV Households	Cable TV-IMP(000): TV Households	Cable TV-CPM: TV Households	Cable TV-GRP: P18+	Cable TV-IMP(000): P18+	Cable TV-CPM: P18+	Cable TV-GRP: P21-54	Cable TV-IMP(000): P21-54	Cable TV-CPM: P21-54	Cable TV-GRP: P21-64	Cable TV-IMP(000): P21-64	Cable TV-CPM: P21-64	Network TV-Units	Network TV-$$$ (000)	Network TV-GRP: TV Households	Network TV-IMP(000): TV Households	Network TV-CPM: TV Households	Network TV-GRP: P18+	Network TV-IMP(000): P18+	Network TV-CPM: P18+	Network TV-GRP: P21-54	Network TV-IMP(000): P21-54	Network TV-CPM: P21-54	Network TV-GRP: P21-64	Network TV-IMP(000): P21-64	Network TV-CPM: P21-64	Spanish Language Cable TV-Units	Spanish Language Cable TV-$$$ (000)	Spanish Language Cable TV-GRP: TV Households	Spanish Language Cable TV-IMP(000): TV Households	Spanish Language Cable TV-CPM: TV Households	Spanish Language Cable TV-GRP: P18+	Spanish Language Cable TV-IMP(000): P18+	Spanish Language Cable TV-CPM: P18+	Spanish Language Cable TV-GRP: P21-54	Spanish Language Cable TV-IMP(000): P21-54	Spanish Language Cable TV-CPM: P21-54	Spanish Language Cable TV-GRP: P21-64	Spanish Language Cable TV-IMP(000): P21-64	Spanish Language Cable TV-CPM: P21-64	Spanish Language Network TV-Units	Spanish Language Network TV-$$$ (000)	Spanish Language Network TV-GRP: TV Households	Spanish Language Network TV-IMP(000): TV Households	Spanish Language Network TV-CPM: TV Households	Spanish Language Network TV-GRP: P18+	Spanish Language Network TV-IMP(000): P18+	Spanish Language Network TV-CPM: P18+	Spanish Language Network TV-GRP: P21-54	Spanish Language Network TV-IMP(000): P21-54	Spanish Language Network TV-CPM: P21-54	Spanish Language Network TV-GRP: P21-64	Spanish Language Network TV-IMP(000): P21-64	Spanish Language Network TV-CPM: P21-64	Spot TV-Units	Spot TV-$$$ (000)	Spot TV-GRP: TV Households	Spot TV-IMP(000): TV Households	Spot TV-CPM: TV Households	Spot TV-GRP: P18+	Spot TV-IMP(000): P18+	Spot TV-CPM: P18+	Spot TV-GRP: P21-54	Spot TV-IMP(000): P21-54	Spot TV-CPM: P21-54	Spot TV-GRP: P21-64	Spot TV-IMP(000): P21-64	Spot TV-CPM: P21-64	Syndicated TV-Units	Syndicated TV-$$$ (000)	Syndicated TV-GRP: TV Households	Syndicated TV-IMP(000): TV Households	Syndicated TV-CPM: TV Households	Syndicated TV-GRP: P18+	Syndicated TV-IMP(000): P18+	Syndicated TV-CPM: P18+	Syndicated TV-GRP: P21-54	Syndicated TV-IMP(000): P21-54	Syndicated TV-CPM: P21-54	Syndicated TV-GRP: P21-64	Syndicated TV-IMP(000): P21-64	Syndicated TV-CPM: P21-64	Row No.
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	02/01/09 - 02/07/09 	COPD WITH BRONCHITIS/WOMAN/KIDS/URL	60 seconds	3364256	1	3.832	0.785	898.682	4.264	0.492	1104.846	3.468	0.442	620.341	6.177	0.502	876.938	4.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	02/01/09 - 02/07/09 	COPD/FATHER & SON/BOAT/PIER/URL	60 seconds	3364260	22	53.806	8.187	9369.8	5.742	5.115	11486.705	4.684	2.746	3856.321	13.953	3.615	6312.102	8.524	4	136.8	13.615	15589.316	8.775	8.457	18984.291	7.206	5.03	7066.727	19.358	6.291	10985.187	12.453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	93.959	5.08	5652.375	16.623	3.209	7005.546	13.412	1.965	2723.225	34.503	2.52	4288.191	21.911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	02/01/09 - 02/07/09 	COPD/WOMAN & GIRL/DOG/GUITAR/FIRE	60 seconds	3364262	24	39.828	7.243	8289.34	4.805	4.308	9677.952	4.115	2.6	3653.86	10.9	3.349	5847.16	6.812	10	396.6	23.287	26661.047	14.876	14.264	32018.889	12.386	10.007	14057.146	28.213	12.244	21379.553	18.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	114.488	6.263	6973.93	16.417	3.987	8715.573	13.136	2.345	3249.026	35.238	3.069	5217.539	21.943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	02/08/09 - 02/14/09 	COPD WITH BRONCHITIS/WOMAN/KIDS/URL	60 seconds	3364256	1	3.262	0.667	763.906	4.27	0.409	918.535	3.551	0.403	566.195	5.761	0.439	766.671	4.255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	02/08/09 - 02/14/09 	COPD/FATHER & SON/BOAT/PIER/URL	60 seconds	3364260	24	40.77	7.203	8243.61	4.946	4.206	9443.404	4.317	3.072	4312.653	9.454	3.635	6343.146	6.427	6	400.8	25.711	29439.211	13.614	16.598	37259.293	10.757	11.46	16100.368	24.894	13.997	24439.578	16.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	95.123	5.484	6112.249	15.563	3.58	7821.671	12.161	2.215	3066.495	31.02	2.779	4722.414	20.143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	02/08/09 - 02/14/09 	COPD/WOMAN & GIRL/DOG/GUITAR/FIRE	60 seconds	3364262	29	88.328	11.289	12923.528	6.835	6.66	14952.904	5.907	4.195	5893.243	14.988	5.279	9220.984	9.579	5	184.4	14.476	16575.822	11.125	9.169	20581	8.96	5.248	7372.669	25.011	6.729	11751.248	15.692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	101.409	5.809	6472.88	15.667	3.757	8216.553	12.342	2.362	3270.894	31.003	3.023	5135.426	19.747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	02/15/09 - 02/21/09 	COPD/FATHER & SON/BOAT/PIER/URL	60 seconds	3364260	30	105.042	14.042	16074.239	6.535	8.584	19267.537	5.452	5.517	7750.157	13.554	6.84	11941.326	8.797	4	127.2	12.36	14151.857	8.988	7.517	16875.264	7.538	4.346	6106.754	20.829	5.574	9732.775	13.069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	117.787	6.09	6790.009	17.347	3.9	8517.135	13.829	2.404	3325.993	35.414	3.049	5187.261	22.707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	02/15/09 - 02/21/09 	COPD/WOMAN & GIRL/DOG/GUITAR/FIRE	60 seconds	3364262	40	147.072	19.87	22744.836	6.466	11.686	26241.537	5.605	8.189	11503.136	12.785	9.582	16727.676	8.792	7	422.2	27.586	31585.514	13.367	17.804	39969.129	10.563	11.61	16310.951	25.884	14.76	25770.811	16.383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	130.967	7.114	7926.799	16.522	4.581	10012.091	13.081	2.877	3983.764	32.875	3.577	6086.484	21.518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	02/22/09 - 02/28/09 	COPD/FATHER & SON/BOAT/PIER/URL	60 seconds	3364260	8	16.3	2.779	3179.953	5.126	1.599	3589.958	4.54	1.095	1536.767	10.607	1.36	2376.454	6.859	1	154.8	4.501	5153.931	30.035	2.97	6666.147	23.222	2.061	2895.119	53.469	2.692	4700.753	32.931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	12.251	0.694	773.098	15.847	0.483	1055.71	11.605	0.363	502.098	24.4	0.424	719.589	17.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	02/22/09 - 02/28/09 	COPD/WOMAN & GIRL/DOG/GUITAR/FIRE	60 seconds	3364262	11	22.43	3.48	3983.943	5.63	2.048	4599.869	4.876	1.422	1998.221	11.225	1.811	3161.953	7.094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	10.275	0.635	709.306	14.486	0.425	930.918	11.037	0.277	384.23	26.742	0.353	598.406	17.171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	03/01/09 - 03/07/09 	COPD/WOMAN & GIRL/DOG/GUITAR/FIRE	60 seconds	3364261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.003	0.001	0.734	4.087	0	0.714	4.202	0	0.431	6.961	0	0.57	5.263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	03/08/09 - 03/14/09 	COPD/FATHER & SON/BOAT/PIER/URL	60 seconds	3364259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.113	0.004	4.429	25.514	0.003	6.15	18.374	0.002	2.686	42.07	0.003	4.805	23.517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	03/08/09 - 03/14/09 	COPD/WOMAN & GIRL/DOG/GUITAR/FIRE	60 seconds	3364262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	121.2	11.49	13155.192	9.213	6.763	15182.114	7.983	4.587	6443.851	18.809	5.402	9432.339	12.849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.121	0.003	3.797	31.867	0.002	5.427	22.296	0.001	1.476	81.978	0.002	3.582	33.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	03/15/09 - 03/21/09 	COPD/FATHER & SON/BOAT/PIER/URL	60 seconds	3364260	62	130.212	22.204	25412.557	5.124	13.106	29422.615	4.426	7.085	9955.546	13.079	9.624	16801.428	7.75	11	629	34.291	39264.281	16.02	21.514	48295.211	13.024	14.043	19726.312	31.886	17.932	31311.332	20.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	104.304	5.662	6305.309	16.542	3.659	7990.174	13.054	2.136	2956.291	35.282	2.771	4724.851	22.076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	03/15/09 - 03/21/09 	COPD/WOMAN & GIRL/DOG/GUITAR/FIRE	60 seconds	3364261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.111	0.003	3.072	36.133	0.002	4.209	26.372	0.001	1.248	88.942	0.002	2.588	42.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	03/22/09 - 03/28/09 	COPD/FATHER & SON/BOAT/PIER/URL	60 seconds	3364260	75	214.472	30.826	35285.094	6.078	18.607	41772.973	5.134	11.062	15542.146	13.799	14.044	24522.951	8.746	12	456.8	30.338	34736.039	13.151	18.735	42056.254	10.862	12.527	17597.789	25.958	15.299	26710.783	17.102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	124.942	6.423	7157.294	17.457	4.164	9095.72	13.736	2.436	3368.01	37.097	3.086	5244.553	23.823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	03/22/09 - 03/28/09 	COPD/WOMAN & GIRL/DOG/GUITAR/FIRE	60 seconds	3364261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.145	0.005	5.072	28.588	0.003	6.535	22.188	0.002	2.505	57.884	0.003	5.294	27.389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	03/29/09 - 03/31/09 	COPD/FATHER & SON/BOAT/PIER/URL	60 seconds	3364260	16	47.438	5.62	6432.063	7.375	3.407	7649.948	6.201	2.496	3506.898	13.527	2.794	4879.363	9.722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4.498	0.193	214.841	20.936	0.128	277.459	16.211	0.073	100.241	44.872	0.103	174.587	25.764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	05/17/09 - 05/23/09 	COPD/MAN WITH KIDS/TOYS/ANIMALS/URL	60 seconds	3364264	51	97.296	15.937	18244.139	5.333	9.298	20871.693	4.662	5.618	7893.187	12.327	7.185	12543.647	7.757	14	398.6	25.924	29680.965	13.429	15.83	35534.41	11.217	10.018	14074.777	28.32	12.569	21944.938	18.164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	126.837	7.233	8053.276	15.75	4.363	9542.849	13.291	2.501	3467.882	36.575	3.193	5421.865	23.394	5	88.598	7.18	8221.788	10.776	4.108	9220.265	9.609	2.987	4197.193	21.109	3.569	6233.114	14.214	19
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	05/24/09 - 05/30/09 	COPD/MAN WITH KIDS/TOYS/ANIMALS/URL	60 seconds	3364264	100	274.778	36.368	41630.609	6.6	21.4	48029.488	5.721	15.952	22416.812	12.258	18.524	32342.924	8.496	18	985.4	44.069	50460.668	19.528	26.976	60556.547	16.272	18.719	26299.352	37.469	22.887	39961.211	24.659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	192.76	11.725	13056.143	14.764	7.158	15658.456	12.31	4.08	5661.867	34.045	5.255	8937.411	21.568	6	134.36	9.614	11008.584	12.205	5.439	12209.875	11.004	4.267	5994.707	22.413	4.815	8405.694	15.984	20
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	05/31/09 - 05/31/09 	COPD/MAN WITH KIDS/TOYS/ANIMALS/URL	60 seconds	3364264	21	59.95	7.463	8542.222	7.018	4.446	9980.97	6.006	3.479	4886.914	12.267	3.921	6846.752	8.756	1	47.2	3.175	3634.803	12.986	2.109	4735.028	9.968	1.012	1422.438	33.182	1.532	2674.944	17.645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1.782	0.114	127.016	14.03	0.076	166.011	10.734	0.052	72.061	24.729	0.066	113.584	15.689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	06/01/09 - 06/06/09 	COPD/MAN WITH KIDS/TOYS/ANIMALS/URL	60 seconds	3364264	85	179.896	25.342	29002.633	6.203	14.616	32810.402	5.483	10.518	14778.979	12.172	12.485	21799.344	8.252	18	1063.8	57.933	66330.719	16.038	35.888	80557.039	13.206	23.812	33453.496	31.799	29.33	51210.168	20.773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644	340.172	19.229	21417.611	15.883	11.318	24773.664	13.731	6.889	9545.504	35.637	8.582	14610.142	23.283	4	29.388	3.958	4531.567	6.485	2.199	4936.224	5.954	1.575	2212.624	13.282	1.797	3136.915	9.368	22
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	06/07/09 - 06/13/09 	COPD/MAN WITH KIDS/TOYS/ANIMALS/URL	60 seconds	3364264	90	233.04	29.033	33232.973	7.012	16.883	37897.371	6.149	11.79	16567.338	14.066	14.172	24744.947	9.418	16	809.2	44.599	51064.074	15.847	27.476	61682.82	13.119	16.684	23438.104	34.525	21.336	37253.172	21.722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	586	250.339	15.136	16860.102	14.848	8.77	19180.018	13.052	5.232	7255.149	34.505	6.601	11226.651	22.299	6	82.776	7.8	8929.856	9.27	4.434	9952.66	8.317	3.266	4586.883	18.046	3.788	6615.434	12.513	23
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	06/14/09 - 06/20/09 	COPD/MAN WITH KIDS/TOYS/ANIMALS/URL	60 seconds	3364264	74	195.188	25.945	29699.467	6.572	14.849	33326.301	5.857	9.802	13769.97	14.175	12.066	21063.613	9.267	12	667.8	29.512	33790.223	19.763	17.935	40263.074	16.586	9.944	13970.946	47.799	13.313	23244.619	28.729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	192.343	11.531	12832.961	14.988	6.76	14792.664	13.003	3.726	5163.956	37.247	4.819	8186.877	23.494	7	87.24	8.77	10040.315	8.689	4.984	11186.298	7.799	3.696	5194.248	16.796	4.162	7265.761	12.007	24
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	06/21/09 - 06/27/09 	COPD/MAN WITH KIDS/TOYS/ANIMALS/URL	60 seconds	3364264	12	32.054	3.674	4203.727	7.625	2.077	4657.224	6.883	1.379	1937.484	16.544	1.682	2936.539	10.916	1	196	2.66	3046.104	64.344	1.692	3798.653	51.597	1.359	1909.323	102.654	1.631	2848.369	68.811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2.525	0.186	207.73	12.155	0.127	275.947	9.15	0.072	101.049	24.988	0.105	179.762	14.046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	06/28/09 - 06/30/09 	COPD/MAN WITH KIDS/TOYS/ANIMALS/URL	60 seconds	3364264	22	92.386	11.876	13594.559	6.796	7.203	16168.826	5.714	4.042	5680.445	16.264	5.144	8979.233	10.289	6	92.6	9.324	10674.99	8.674	5.469	12280.537	7.54	4.37	6137.86	15.087	5.038	8796.945	10.526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	117.458	6.77	7540.349	15.577	4.055	8850.69	13.271	2.331	3223.582	36.437	2.98	5073.975	23.149	3	72.598	5.44	6228.61	11.656	3.081	6916.45	10.496	2.188	3074.149	23.616	2.57	4485.889	16.184	26
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	07/01/09 - 07/04/09 	COPD/MAN WITH KIDS/TOYS/ANIMALS/URL	60 seconds	3364264	33	93.532	13.171	15078.629	6.203	7.751	17405.529	5.374	5.767	8102.299	11.544	6.607	11536.978	8.107	14	379.6	30.278	34665.621	10.95	18.878	42382.688	8.956	10.711	15047.423	25.227	13.839	24162.207	15.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	134.481	8.735	9731.503	13.819	5.381	11742.436	11.453	3.019	4178.415	32.185	3.863	6586.335	20.418	1	5.132	1.049	1200.876	4.274	0.547	1226.807	4.183	0.382	536.202	9.571	0.435	760.252	6.75	27
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	07/05/09 - 07/11/09 	COPD/MAN WITH KIDS/TOYS/ANIMALS/URL	60 seconds	3364264	70	191.52	31.648	36223.359	5.287	18.381	41263.004	4.641	13.381	18792.072	10.192	15.554	27160.184	7.051	15	340	29.658	33957.883	10.012	18.191	40838.168	8.326	10.488	14733.146	23.077	13.338	23287.189	14.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	178.482	11.879	13229.224	13.491	7.18	15705.696	11.364	4.049	5609.929	31.815	5.253	8941.029	19.962	4	69.43	6.596	7551.562	9.194	3.675	8249.694	8.416	2.529	3553.266	19.54	2.994	5227.116	13.283	28
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	07/12/09 - 07/18/09 	COPD/MAN WITH KIDS/TOYS/ANIMALS/URL	60 seconds	3364264	76	257.67	37.645	43089.355	5.98	22.347	50164.273	5.137	15.695	22045.408	11.688	19.013	33194.613	7.762	9	207.6	18.934	21678.764	9.576	11.204	25151.939	8.254	7.046	9900.462	20.969	8.754	15283.408	13.583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	209.565	14.261	15891.874	13.187	8.603	18836.078	11.126	4.722	6543.762	32.025	6.187	10537.81	19.887	6	96.504	8.328	9535.101	10.121	4.622	10379.166	9.298	3.317	4661.764	20.701	3.846	6717.117	14.367	29
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	07/19/09 - 07/25/09 	COPD/MAN WITH KIDS/TOYS/ANIMALS/URL	60 seconds	3364264	13	43.908	5.335	6108.494	7.188	3.147	7060.194	6.219	2.432	3415.697	12.855	2.716	4741.483	9.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	17.452	0.671	750.169	23.264	0.444	974.536	17.908	0.265	368.61	47.345	0.354	601.977	28.991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	07/26/09 - 07/31/09 	COPD/MAN WITH KIDS/TOYS/ANIMALS/URL	60 seconds	3364264	42	113.23	18.449	21117.627	5.362	10.625	23859.061	4.746	7.58	10645.442	10.636	9.093	15880.776	7.13	20	459	43.523	49834.297	9.211	25.813	57941.965	7.922	17.459	24525.531	18.715	21.157	36939.891	12.426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	192.304	12.753	14215.619	13.528	7.594	16599.336	11.585	4.295	5949.313	32.324	5.506	9359.319	20.547	6	90.662	10.419	11931.359	7.599	5.937	13326.072	6.803	4.376	6148.419	14.746	5.017	8759.76	10.35	31
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	08/01/09 - 08/01/09 	COPD/MAN WITH KIDS/TOYS/ANIMALS/URL	60 seconds	3364264	30	100.642	12.65	14481.994	6.949	7.423	16661.074	6.041	5.19	7295.113	13.796	6.243	10899.701	9.233	1	23.2	2.165	2478.925	9.359	1.384	3106.616	7.468	0.561	788.141	29.436	0.831	1451.52	15.983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	6.997	0.364	404.472	17.299	0.239	521.294	13.422	0.097	133.262	52.506	0.14	241.131	29.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	08/02/09 - 08/08/09 	COPD/MAN WITH KIDS/TOYS/ANIMALS/URL	20 seconds	3364263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1.759	0.13	145.259	12.109	0.076	165.546	10.625	0.047	64.495	27.273	0.057	98.09	17.933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	08/02/09 - 08/08/09 	COPD/MAN WITH KIDS/TOYS/ANIMALS/URL	60 seconds	3364264	81	279.928	40.003	45795.176	6.113	23.286	52265.059	5.356	15.573	21874.574	12.797	19.072	33298.785	8.407	13	347.8	31.815	36427.832	9.548	18.809	42224.66	8.237	12.539	17617.947	19.741	15.002	26196.842	13.276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521	285.815	18.426	20518.006	13.93	11.155	24392.643	11.717	6.051	8372.189	34.139	7.92	13480.156	21.203	5	65.536	6.137	7025.493	9.328	3.333	7482.342	8.759	2.441	3429.831	19.108	2.814	4910.456	13.346	34
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	08/09/09 - 08/15/09 	COPD/MAN WITH KIDS/TOYS/ANIMALS/URL	20 seconds	3364263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.221	0.027	29.731	7.433	0.019	41.826	5.284	0.018	24.905	8.874	0.02	33.556	6.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
NATIONAL 	ADVAIR DISKUS 250/50 RX-HUMAN-COPD 	08/09/09 - 08/15/09 	COPD/MAN WITH KIDS/TOYS/ANIMALS/URL	60 seconds	3364264	78	216.816	32.594	37309.621	5.811	18.526	41584.875	5.214	13.053	18336.803	11.824	15.539	27136.637	7.99	8	208.2	18.945	21691.799	9.598	11.474	25756.58	8.083	7.065	9927.611	20.972	8.813	15388.352	13.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	208.482	13.945	15527.878	13.426	8.32	18195.869	11.458	4.578	6335.019	32.909	5.942	10117.117	20.607	8	119.396	8.184	9371.141	12.741	4.527	10165.861	11.745	3.392	4768.137	25.04	3.861	6741.215	17.711	36
