Market                                  	Brand                                   	Report Period (multiple)                	Creative                                	Commercial Duration                     	advertisement_id	Cable TV-Units	Cable TV-$$$ (000)	Cable TV-GRP: TV Households	Cable TV-IMP(000): TV Households	Cable TV-CPM: TV Households	Cable TV-GRP: P18+	Cable TV-IMP(000): P18+	Cable TV-CPM: P18+	Cable TV-GRP: P21-54	Cable TV-IMP(000): P21-54	Cable TV-CPM: P21-54	Cable TV-GRP: P21-64	Cable TV-IMP(000): P21-64	Cable TV-CPM: P21-64	Network TV-Units	Network TV-$$$ (000)	Network TV-GRP: TV Households	Network TV-IMP(000): TV Households	Network TV-CPM: TV Households	Network TV-GRP: P18+	Network TV-IMP(000): P18+	Network TV-CPM: P18+	Network TV-GRP: P21-54	Network TV-IMP(000): P21-54	Network TV-CPM: P21-54	Network TV-GRP: P21-64	Network TV-IMP(000): P21-64	Network TV-CPM: P21-64	Spanish Language Cable TV-Units	Spanish Language Cable TV-$$$ (000)	Spanish Language Cable TV-GRP: TV Households	Spanish Language Cable TV-IMP(000): TV Households	Spanish Language Cable TV-CPM: TV Households	Spanish Language Cable TV-GRP: P18+	Spanish Language Cable TV-IMP(000): P18+	Spanish Language Cable TV-CPM: P18+	Spanish Language Cable TV-GRP: P21-54	Spanish Language Cable TV-IMP(000): P21-54	Spanish Language Cable TV-CPM: P21-54	Spanish Language Cable TV-GRP: P21-64	Spanish Language Cable TV-IMP(000): P21-64	Spanish Language Cable TV-CPM: P21-64	Spanish Language Network TV-Units	Spanish Language Network TV-$$$ (000)	Spanish Language Network TV-GRP: TV Households	Spanish Language Network TV-IMP(000): TV Households	Spanish Language Network TV-CPM: TV Households	Spanish Language Network TV-GRP: P18+	Spanish Language Network TV-IMP(000): P18+	Spanish Language Network TV-CPM: P18+	Spanish Language Network TV-GRP: P21-54	Spanish Language Network TV-IMP(000): P21-54	Spanish Language Network TV-CPM: P21-54	Spanish Language Network TV-GRP: P21-64	Spanish Language Network TV-IMP(000): P21-64	Spanish Language Network TV-CPM: P21-64	Spot TV-Units	Spot TV-$$$ (000)	Spot TV-GRP: TV Households	Spot TV-IMP(000): TV Households	Spot TV-CPM: TV Households	Spot TV-GRP: P18+	Spot TV-IMP(000): P18+	Spot TV-CPM: P18+	Spot TV-GRP: P21-54	Spot TV-IMP(000): P21-54	Spot TV-CPM: P21-54	Spot TV-GRP: P21-64	Spot TV-IMP(000): P21-64	Spot TV-CPM: P21-64	Syndicated TV-Units	Syndicated TV-$$$ (000)	Syndicated TV-GRP: TV Households	Syndicated TV-IMP(000): TV Households	Syndicated TV-CPM: TV Households	Syndicated TV-GRP: P18+	Syndicated TV-IMP(000): P18+	Syndicated TV-CPM: P18+	Syndicated TV-GRP: P21-54	Syndicated TV-IMP(000): P21-54	Syndicated TV-CPM: P21-54	Syndicated TV-GRP: P21-64	Syndicated TV-IMP(000): P21-64	Syndicated TV-CPM: P21-64	Row No.
NATIONAL 	CLARITIN ALLERGY REMEDY 	12/26/10 - 12/31/10 	WOMAN & CAT/VEHICLE/HORSE/BARN/TEXT	15 seconds	3250645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1.444	0.223	247.532	5.834	0.138	300.762	4.801	0.09	124.453	11.603	0.119	203.066	7.111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1626
NATIONAL 	CLARITIN ALLERGY REMEDY 	12/26/10 - 12/31/10 	WOMAN & CAT/VEHICLE/HORSE/GIRL/TEXT	30 seconds	3134000	4	22.702	2.592	3003.2	7.559	1.452	3315.31	6.848	1.676	2358.122	9.627	1.618	2854.28	7.954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1627
NATIONAL 	CLARITIN ALLERGY REMEDY 	01/02/11 - 01/08/11 	WOMAN & CAT/VEHICLE/HORSE/BARN/TEXT	15 seconds	3250645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1628
NATIONAL 	CLARITIN ALLERGY REMEDY 	01/16/11 - 01/22/11 	WOMAN & CAT/VEHICLE/HORSE/BARN/TEXT	15 seconds	3482359	201	170.593	53.83	62358.852	2.736	29.242	66811.375	2.553	29.376	41289.973	4.132	30.223	53333.391	3.199	7	78.9	12.397	14367.663	5.491	7.567	17292.389	4.563	7.199	10119.365	7.797	7.658	13510.032	5.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0.055	0.014	15.292	3.597	0.008	18.471	2.978	0.005	7.664	7.176	0.007	12.197	4.509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1629
NATIONAL 	CLARITIN ALLERGY REMEDY 	01/16/11 - 01/22/11 	WOMAN & CAT/VEHICLE/HORSE/GIRL/TEXT	30 seconds	3602204	133	196.787	36.654	42464.188	4.634	19.794	45233.734	4.35	19.446	27341.104	7.197	20.047	35374.613	5.563	4	145.8	11.43	13247.219	11.006	7.03	16065.43	9.075	5.246	7376.444	19.766	6.214	10965.171	13.297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1630
NATIONAL 	CLARITIN ALLERGY REMEDY 	01/23/11 - 01/29/11 	WOMAN & CAT/VEHICLE/HORSE/BARN/TEXT	15 seconds	3482359	317	182.159	74.518	86304.398	2.111	38.833	88754.344	2.052	39.112	54971.734	3.314	39.632	69927.5	2.605	14	654.6	64.61	74882.492	8.742	42.77	97734.141	6.698	35.145	49405.355	13.25	40.343	71194.578	9.195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1086	91.729	17.988	20043.406	4.577	10.191	22286.357	4.116	9.007	12475.281	7.353	10.188	17321.525	5.296	1	3.703	2.643	3062.831	1.209	1.509	3447.501	1.074	1.221	1716.921	2.157	1.372	2421.815	1.529	1631
NATIONAL 	CLARITIN ALLERGY REMEDY 	01/23/11 - 01/29/11 	WOMAN & CAT/VEHICLE/HORSE/GIRL/TEXT	30 seconds	3602204	223	352.161	64.047	74195.914	4.746	35.304	80657.859	4.366	36.328	51062.469	6.897	36.646	64660.156	5.446	3	375.8	13.393	15521.329	24.212	8.677	19827.275	18.954	7.165	10072.8	37.308	8.312	14667.025	25.622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	94.257	10.06	11200.637	8.415	5.839	12787.181	7.371	5.28	7304.561	12.904	5.887	10009.529	9.417	3	85.262	10.529	12203.169	6.987	6.009	13731.593	6.209	4.359	6128.271	13.913	5.1	8999.715	9.474	1632
NATIONAL 	CLARITIN ALLERGY REMEDY 	01/30/11 - 01/31/11 	WOMAN & CAT/VEHICLE/HORSE/BARN/TEXT	15 seconds	3482359	98	81.766	28.495	33007.949	2.477	15.342	35063.199	2.332	16.34	22971.035	3.56	16.255	28694.246	2.85	2	39.4	7.504	8697.062	4.53	4.606	10527.159	3.743	4.218	5931.01	6.643	4.449	7850.358	5.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	20.757	4.509	5028.815	4.128	2.591	5684.277	3.652	2.001	2772.174	7.488	2.379	4038.341	5.14	2	10.958	5.454	6321.07	1.734	3.281	7498.686	1.461	2.53	3556.497	3.081	2.919	5152.005	2.127	1633
NATIONAL 	CLARITIN ALLERGY REMEDY 	01/30/11 - 01/31/11 	WOMAN & CAT/VEHICLE/HORSE/GIRL/TEXT	30 seconds	3602204	42	71.638	13.707	15880.014	4.511	7.78	17789.443	4.027	7.752	10895.57	6.575	8.09	14277.595	5.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	17.428	2.323	2587.29	6.736	1.386	3033.265	5.746	1.164	1614.54	10.794	1.346	2291.416	7.606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1634
NATIONAL 	CLARITIN ALLERGY REMEDY 	02/01/11 - 02/05/11 	INCOMPLETE VIDEO	15 seconds	1954000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.012	0.003	3.575	3.357	0.002	5.026	2.388	0.003	4.892	2.453	0.003	5.026	2.388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1635
NATIONAL 	CLARITIN ALLERGY REMEDY 	02/01/11 - 02/05/11 	WOMAN & CAT/VEHICLE/HORSE/BARN/TEXT	15 seconds	3482359	413	295.35	106.779	123685.461	2.388	57.69	131804.172	2.241	59.637	83839.461	3.523	59.617	105210.125	2.807	5	283.15	23.057	26722.514	10.596	15.332	35032.797	8.082	11.599	16306.434	17.364	14.308	25251.15	11.213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	667	60.553	10.518	11722.241	5.166	5.892	12900.587	4.694	4.745	6572.933	9.212	5.417	9235.299	6.557	4	88.865	15.279	17708.594	5.018	8.835	20189.162	4.402	7.406	10412.475	8.534	8.116	14323.716	6.204	1636
NATIONAL 	CLARITIN ALLERGY REMEDY 	02/01/11 - 02/05/11 	WOMAN & CAT/VEHICLE/HORSE/GIRL/TEXT	30 seconds	3134000	2	10.205	0.936	1085.114	9.405	0.53	1210.518	8.43	0.716	1006.639	10.138	0.628	1108.705	9.204	1	114	5.802	6724.373	16.953	3.786	8650.407	13.179	3.988	5606.286	20.334	4.038	7125.381	15.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	28.551	3.393	3778.418	7.556	1.997	4372.828	6.529	1.676	2326.621	12.271	1.963	3346.417	8.532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1637
NATIONAL 	CLARITIN ALLERGY REMEDY 	02/06/11 - 02/12/11 	INCOMPLETE VIDEO	15 seconds	1954000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.056	0.022	24.511	2.285	0.011	26.588	2.106	0.012	16.844	3.325	0.011	19.384	2.889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1638
NATIONAL 	CLARITIN ALLERGY REMEDY 	02/06/11 - 02/12/11 	WOMAN & CAT/VEHICLE/HORSE/BARN/TEXT	15 seconds	3482359	551	367.468	129.255	149710.922	2.455	68.103	155609.531	2.361	69.527	97749.68	3.759	70.133	123754.516	2.969	13	216.8	29.422	34098.508	6.358	17.979	41082.48	5.277	15.616	21954.371	9.875	17.344	30604.549	7.084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	734	59.732	11.793	13142.267	4.545	6.739	14713.551	4.06	5.645	7839.676	7.619	6.513	11078.946	5.391	9	96.102	21.231	24605.57	3.906	9.219	21069.783	4.561	9.222	12963.264	7.413	9.191	16220.198	5.925	1639
NATIONAL 	CLARITIN ALLERGY REMEDY 	02/06/11 - 02/12/11 	WOMAN & CAT/VEHICLE/HORSE/GIRL/TEXT	30 seconds	3134000	4	16.453	1.94	2248.19	7.318	1.045	2387.068	6.893	1.35	1898.654	8.666	1.169	2063.437	7.974	1	54	4.504	5220.136	10.345	3.013	6885.363	7.843	2.052	2884.464	18.721	2.568	4530.884	11.918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	3.833	0.55	616.337	6.219	0.336	732.677	5.232	0.233	321.602	11.918	0.298	509.128	7.529	5	11.091	3.212	3722.708	2.979	1.774	4055.378	2.735	1.806	2540.614	4.365	1.884	3323.952	3.337	1640
NATIONAL 	CLARITIN ALLERGY REMEDY 	02/13/11 - 02/19/11 	INCOMPLETE VIDEO	15 seconds	1954000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0.001	1.175	0	0	0.762	0	0	0.638	0	0	0.638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1641
NATIONAL 	CLARITIN ALLERGY REMEDY 	02/13/11 - 02/19/11 	WOMAN & CAT/VEHICLE/HORSE/BARN/TEXT	15 seconds	3482359	631	379.857	135.8	157290.703	2.415	71.41	163183.922	2.328	71.425	100418.719	3.783	72.784	128471.883	2.957	10	251.35	34.576	40071.625	6.273	22.038	50357.836	4.991	17.656	24818.965	10.127	20.786	36685.039	6.852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	910	87.05	17.715	19745.896	4.409	10.161	22259.113	3.911	8.41	11658.604	7.467	9.689	16488.379	5.279	14	194.111	30.221	35022.434	5.542	13.837	31618.098	6.139	13.541	19033.082	10.199	13.82	24392.584	7.958	1642
NATIONAL 	CLARITIN ALLERGY REMEDY 	02/13/11 - 02/19/11 	WOMAN & CAT/VEHICLE/HORSE/GIRL/TEXT	30 seconds	3134000	26	12.143	2.029	2344.039	5.18	1.115	2539.488	4.782	0.897	1261.212	9.628	1.005	1775.676	6.839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.148	0.009	10.387	14.249	0.006	13.688	10.812	0.006	7.631	19.395	0.005	9.705	15.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1643
NATIONAL 	CLARITIN ALLERGY REMEDY 	02/20/11 - 02/26/11 	INCOMPLETE VIDEO	15 seconds	1954000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.015	0	0.985	15.228	0	0.533	28.143	0	0.239	62.762	0	0.239	62.762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1644
NATIONAL 	CLARITIN ALLERGY REMEDY 	02/20/11 - 02/26/11 	WOMAN & CAT/VEHICLE/HORSE/BARN/TEXT	15 seconds	3482359	661	494.386	168.056	194700.656	2.539	90.429	206672.188	2.392	89.167	125359.375	3.944	91.341	161226.203	3.066	12	809.95	56.449	65424.914	12.38	37.779	86326.07	9.382	35.905	50475.324	16.046	38.156	67338.914	12.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562	52.473	10.261	11429.089	4.591	5.865	12827.693	4.091	4.416	6121.411	8.572	5.315	9056.653	5.794	10	73.735	19.332	22404.455	3.291	11.005	25144.812	2.932	9.733	13682.905	5.389	10.391	18335.281	4.021	1645
NATIONAL 	CLARITIN ALLERGY REMEDY 	02/20/11 - 02/26/11 	WOMAN & CAT/VEHICLE/HORSE/GIRL/TEXT	30 seconds	3134000	27	62.617	7.623	8834.656	7.088	4.304	9834.911	6.367	4.736	6655.35	9.409	4.653	8212.144	7.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.074	0.016	18.191	4.068	0.011	24.032	3.079	0.007	10.208	7.249	0.009	14.848	4.984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1646
NATIONAL 	CLARITIN ALLERGY REMEDY 	02/27/11 - 02/28/11 	MAN RIDES BIKE/TREES/FLOWERS/WOMAN	30 seconds	3637429	86	101.874	20.391	23616.643	4.314	11.097	25358.174	4.017	11.331	15930.757	6.395	11.365	20058.008	5.079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1647
NATIONAL 	CLARITIN ALLERGY REMEDY 	02/27/11 - 02/28/11 	WOMAN & CAT/VEHICLE/HORSE/BARN/TEXT	15 seconds	3482359	81	93.791	26.848	31109.062	3.015	15.155	34628.945	2.708	15.317	21533.588	4.356	15.526	27396.502	3.423	6	110.8	10.245	11874.576	9.331	6.507	14870.358	7.451	4.93	6930.262	15.988	5.765	10175.755	10.889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	6.876	1.044	1164.248	5.906	0.682	1496.363	4.595	0.551	762.677	9.016	0.638	1077.093	6.384	13	65.054	14.281	16548.107	3.931	8.061	18420.551	3.532	7.146	10044.277	6.477	7.818	13799.826	4.714	1648
NATIONAL 	CLARITIN ALLERGY REMEDY 	02/27/11 - 02/28/11 	WOMAN & CAT/VEHICLE/HORSE/GIRL/TEXT	30 seconds	3602204	14	9.537	2.48	2873.609	3.319	1.307	2986.295	3.194	1.207	1697.324	5.619	1.273	2243.724	4.251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	34.347	4.271	4749.8	7.231	2.397	5241.377	6.553	2.005	2782.347	12.345	2.29	3900.978	8.805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1649
NATIONAL 	CLARITIN ALLERGY REMEDY 	03/01/11 - 03/05/11 	MAN RIDES BIKE/TREES/FLOWERS/WOMAN	30 seconds	3644135	538	654.837	120.908	140051.562	4.676	63.497	145113.484	4.513	63.522	89307.125	7.332	64.964	114619.156	5.713	17	798.9	41.34	47911.434	16.675	25.963	59326.082	13.466	22.387	31469.506	25.386	24.52	43269.148	18.464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	2.179	0.152	168.134	12.96	0.075	170.973	12.745	0.055	78.12	27.893	0.064	114.623	19.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1650
NATIONAL 	CLARITIN ALLERGY REMEDY 	03/01/11 - 03/05/11 	WOMAN & CAT/VEHICLE/HORSE/BARN/TEXT	15 seconds	3250645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0.287	0.103	115.323	2.489	0.058	126.939	2.261	0.06	81.721	3.512	0.056	96.146	2.985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1651
NATIONAL 	CLARITIN ALLERGY REMEDY 	03/01/11 - 03/05/11 	WOMAN & CAT/VEHICLE/HORSE/GIRL/TEXT	30 seconds	3602204	31	72.58	12.207	14137.607	5.134	4.916	11236.3	6.459	5.383	7567.564	9.591	5.007	8838.461	8.212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	762	117.97	14.572	16242.366	7.263	8.314	18197.809	6.483	6.768	9387.521	12.567	7.81	13271.251	8.889	9	249.651	24.623	28539.332	8.748	11.175	25534.127	9.777	9.993	14047.74	17.772	10.42	18388.324	13.577	1652
NATIONAL 	CLARITIN ALLERGY REMEDY 	03/06/11 - 03/12/11 	INCOMPLETE VIDEO	30 seconds	1603855	6	6.17	2.075	2404.636	2.566	1.231	2812.983	2.193	1.015	1427.905	4.321	1.249	2202.167	2.802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.349	0.054	60.306	5.787	0.035	76.269	4.576	0.044	60.535	5.765	0.04	66.808	5.224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1653
NATIONAL 	CLARITIN ALLERGY REMEDY 	03/06/11 - 03/12/11 	MAN RIDES BIKE/TREES/FLOWERS/WOMAN	30 seconds	3644135	696	863.285	160.732	186186.781	4.637	86.597	197880.203	4.363	87.02	122332.555	7.057	88.859	156816.609	5.505	20	1314.9	61.617	71410.836	18.413	40.458	92453.086	14.222	34.008	47808.43	27.504	38.799	68466.211	19.205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	839	125.684	15.405	17173.969	7.318	8.677	19019.701	6.608	7.233	10017.235	12.547	8.29	14088.689	8.921	17	326.953	31.186	36144.98	9.046	17.12	39122.305	8.357	13.607	19125.9	17.095	14.94	26364.121	12.401	1654
NATIONAL 	CLARITIN ALLERGY REMEDY 	03/06/11 - 03/12/11 	NO VIDEO AVAILABLE	60 seconds	0	15	8.616	1.293	1495.114	5.763	0.758	1729.572	4.982	0.673	945.307	9.114	0.696	1227.807	7.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1655
NATIONAL 	CLARITIN ALLERGY REMEDY 	03/06/11 - 03/12/11 	WOMAN & CAT/VEHICLE/HORSE/BARN/TEXT	15 seconds	3250645	1	0.182	0.116	134.009	1.358	0.061	139.43	1.305	0.054	76.548	2.378	0.056	99.431	1.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0.254	0.026	29.01	8.756	0.016	32.41	7.837	0.015	19.582	12.971	0.015	25.884	9.813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1656
NATIONAL 	CLARITIN ALLERGY REMEDY 	03/06/11 - 03/12/11 	WOMAN & CAT/VEHICLE/HORSE/GIRL/TEXT	30 seconds	3134000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	13.345	1.361	1516.422	8.8	0.811	1770.646	7.537	0.556	770.044	17.33	0.705	1198.407	11.136	2	58.022	4.395	5093.515	11.391	2.719	6212.889	9.339	2.647	3721.406	15.591	2.7	4765.314	12.176	1657
NATIONAL 	CLARITIN ALLERGY REMEDY 	03/13/11 - 03/19/11 	INCOMPLETE VIDEO	30 seconds	1603855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.155	0.03	33.344	4.649	0.019	40.779	3.801	0.015	20.892	7.419	0.018	31.087	4.986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1658
NATIONAL 	CLARITIN ALLERGY REMEDY 	03/13/11 - 03/19/11 	MAN RIDES BIKE/TREES/FLOWERS/WOMAN	30 seconds	3644135	148	147.448	28.289	32767.895	4.5	15.484	35381.848	4.167	14.307	20107.932	7.333	15.59	27521.344	5.358	2	87.1	8.974	10400.962	8.374	5.953	13603.353	6.403	3.447	4846.299	17.972	4.878	8608.18	10.118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	33.134	4.324	4816.309	6.88	2.416	5282.618	6.272	1.524	2126	15.585	1.978	3362.607	9.854	4	68.817	6.551	7593.015	9.063	3.745	8558.56	8.041	2.959	4158.758	16.547	3.321	5860.519	11.742	1659
NATIONAL 	CLARITIN ALLERGY REMEDY 	03/13/11 - 03/19/11 	NO VIDEO AVAILABLE	60 seconds	0	15	7.41	1.143	1321.842	5.606	0.669	1533.765	4.831	0.672	944.588	7.845	0.721	1271.897	5.826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1660
NATIONAL 	CLARITIN ALLERGY REMEDY 	03/13/11 - 03/19/11 	PEOPLE WEARING HELMETS/TREES/WATER	30 seconds	3659731	345	342.503	68.334	79141.273	4.328	36.943	84422.297	4.057	35.068	49295.141	6.948	37.736	66593.969	5.143	8	538.4	30.214	35017.328	15.375	18.625	42560.77	12.65	16.294	22906.646	23.504	17.932	31643.129	17.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	12.913	1.224	1362.999	9.474	0.597	1327.375	9.728	0.561	772.407	16.718	0.597	1026.763	12.576	3	67.873	6.983	8093.645	8.386	3.995	9130.68	7.434	3.252	4570.28	14.851	3.552	6268.392	10.828	1661
NATIONAL 	CLARITIN ALLERGY REMEDY 	03/13/11 - 03/19/11 	WOMAN & CAT/VEHICLE/HORSE/BARN/TEXT	15 seconds	3250645	1	0.175	0.251	290.619	0.602	0.118	270.097	0.648	0.092	129.289	1.354	0.117	206.559	0.847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.033	0.002	2.564	12.871	0	1.052	31.369	0	0	0	0	0.585	56.41	1	3.316	1.787	2071.423	1.601	1.029	2352.316	1.41	0.864	1213.919	2.732	0.997	1758.958	1.885	1662
NATIONAL 	CLARITIN ALLERGY REMEDY 	03/13/11 - 03/19/11 	WOMAN/AERIAL VIEW/WOMAN & MAN/TREES	15 seconds	3659732	415	193.556	77.566	89838.477	2.154	41.989	95932.32	2.018	38.727	54442.484	3.555	41.118	72570.469	2.667	26	408.8	54.143	62745.535	6.515	34.508	78850.898	5.184	27.282	38354.895	10.658	31.511	55606.91	7.352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	17.907	2.904	3236.605	5.533	1.699	3712.377	4.824	1.518	2104.121	8.51	1.71	2901.274	6.172	4	82.829	9.192	10653.876	7.775	5.136	11737.659	7.057	3.551	4993.752	16.587	4.164	7348.109	11.272	1663
NATIONAL 	CLARITIN ALLERGY REMEDY 	03/13/11 - 03/19/11 	WOMAN/SCHOOL/KIDS/CLASSROOM/PRODUCT	15 seconds	3297874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	155.519	105.419	14074.318	11.05	55.545	17667.156	8.803	48.739	11258.436	13.814	52.45	13867.781	11.214	19	0.179	0.069	76.141	2.351	0.033	73.789	2.426	0.039	51.695	3.463	0.041	72.693	2.462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1664
