Market                                  	Brand                                   	Report Period (multiple)                	Cable TV-Units	Cable TV-$$$ (000)	FSI Coupon-Units	FSI Coupon-$$$ (000)	Internet-Units	Internet-$$$ (000)	National Magazine-Units	National Magazine-$$$ (000)	National Newspaper-Units	National Newspaper-$$$ (000)	National Sunday Supplement-Units	National Sunday Supplement-$$$ (000)	Network Radio-Units	Network Radio-$$$ (000)	Network TV-Units	Network TV-$$$ (000)	Outdoor-Units	Outdoor-$$$ (000)	Spanish Language Cable TV-Units	Spanish Language Cable TV-$$$ (000)	Spanish Language Network TV-Units	Spanish Language Network TV-$$$ (000)	Spot Radio-Units	Spot Radio-$$$ (000)	Spot TV-Units	Spot TV-$$$ (000)	Syndicated TV-Units	Syndicated TV-$$$ (000)	Row No.
NATIONAL 	ALLEGRA MEDICAL CLINIC MEDICAL SVCS 	12/27/09 - 12/31/09 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0.39	0	0	0	0	497
NATIONAL 	ALLEGRA MEDICAL CLINIC MEDICAL SVCS 	01/03/10 - 01/09/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0.286	0	0	0	0	498
NATIONAL 	ALLEGRA MEDICAL CLINIC MEDICAL SVCS 	01/10/10 - 01/16/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0.099	0	0	0	0	499
NATIONAL 	ALLEGRA MEDICAL CLINIC MEDICAL SVCS 	01/17/10 - 01/23/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0.075	0	0	0	0	500
NATIONAL 	ALLEGRA MEDICAL CLINIC MEDICAL SVCS 	01/24/10 - 01/30/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0.124	0	0	0	0	501
NATIONAL 	ALLEGRA MEDICAL CLINIC MEDICAL SVCS 	02/01/10 - 02/06/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.008	0	0	0	0	502
NATIONAL 	ALLEGRA MEDICAL CLINIC MEDICAL SVCS 	02/21/10 - 02/27/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.025	0	0	0	0	503
NATIONAL 	ALLEGRA MEDICAL CLINIC MEDICAL SVCS 	03/21/10 - 03/27/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.025	0	0	0	0	504
NATIONAL 	ALLEGRA PRINT & IMAGING BUSINESS VENTURE 	01/01/10 - 01/02/10 	0	0	0	0	0	0	2	41.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505
NATIONAL 	ALLEGRA PRINT & IMAGING BUSINESS VENTURE 	02/01/10 - 02/06/10 	0	0	0	0	0	0	1	30.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506
NATIONAL 	ALLEGRA PRINT & IMAGING PRINTING SVCS 	01/09/11 - 01/15/11 	0	0	0	0	0	0.154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507
NATIONAL 	ALLEGRA PRINT & IMAGING PRINTING SVCS 	01/16/11 - 01/22/11 	0	0	0	0	0	0.866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508
NATIONAL 	ALLEGRA RX-HUMAN-ALLERGIES 	10/01/09 - 10/03/09 	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	509
NATIONAL 	ALLEGRA RX-HUMAN-ALLERGIES 	05/30/10 - 05/31/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.094	0	0	0	0	510
NATIONAL 	ALLEGRA RX-HUMAN-ALLERGIES 	06/13/10 - 06/19/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.007	0	0	0	0	511
NATIONAL 	ALLEGRA RX-HUMAN-ALLERGIES 	06/27/10 - 06/30/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.001	0	0	0	0	512
NATIONAL 	ALLEGRA RX-HUMAN-ALLERGIES 	07/25/10 - 07/31/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.004	0	0	0	0	513
NATIONAL 	ALLEGRA RX-HUMAN-ALLERGIES 	08/15/10 - 08/21/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.008	0	0	0	0	514
NATIONAL 	ALLEGRA RX-HUMAN-ALLERGIES 	08/22/10 - 08/28/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.008	0	0	0	0	515
NATIONAL 	ALLEGRA RX-HUMAN-ALLERGIES 	08/29/10 - 08/31/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.008	0	0	0	0	516
NATIONAL 	ALLEGRA RX-HUMAN-ALLERGIES 	09/05/10 - 09/11/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.016	0	0	0	0	517
NATIONAL 	ALLEGRA RX-HUMAN-ALLERGIES 	09/12/10 - 09/18/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.011	0	0	0	0	518
NATIONAL 	ALLEGRA RX-HUMAN-ALLERGIES 	09/19/10 - 09/25/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.02	0	0	0	0	519
NATIONAL 	ALLEGRA RX-HUMAN-ALLERGIES 	09/26/10 - 09/30/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.02	0	0	0	0	520
NATIONAL 	ALLEGRA RX-HUMAN-ALLERGIES 	10/03/10 - 10/09/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.035	0	0	0	0	521
NATIONAL 	ALLEGRA RX-HUMAN-ALLERGIES 	11/01/10 - 11/06/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.009	0	0	0	0	522
NATIONAL 	ALLEGRA RX-HUMAN-ALLERGIES 	11/07/10 - 11/13/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.009	0	0	0	0	523
NATIONAL 	ALLEGRA RX-HUMAN-ALLERGIES 	12/26/10 - 12/31/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0.098	0	0	0	0	524
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	01/02/11 - 01/08/11 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0.257	0	0	0	0	525
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	01/09/11 - 01/15/11 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0.236	0	0	0	0	526
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	01/16/11 - 01/22/11 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.043	0	0	0	0	527
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	01/23/11 - 01/29/11 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.03	0	0	0	0	528
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	02/13/11 - 02/19/11 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0.091	0	0	0	0	529
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	02/20/11 - 02/26/11 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0.085	0	0	0	0	530
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	02/27/11 - 02/28/11 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2217	70.384	0	0	0	0	531
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	03/01/11 - 03/05/11 	0	0	0	0	0	0	0	0	2	276.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	03/06/11 - 03/12/11 	0	0	0	0	0	0	0	0	1	59.787	1	715.29	0	0	0	0	0	0	0	0	0	0	2680	105.199	3	1.55	0	0	533
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	03/13/11 - 03/19/11 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5.8	0	0	0	0	0	0	2898	103.578	0	0	0	0	534
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	03/20/11 - 03/26/11 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3438	119.725	0	0	0	0	535
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	03/27/11 - 03/31/11 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2659	79.693	3	0.563	0	0	536
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	04/01/11 - 04/02/11 	0	0	0	0	0	0	0	0	0	0	0	0	0	6.835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	537
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	04/03/11 - 04/09/11 	129	47.111	0	0	0	0	0	0	1	478.125	0	0	0	0	8	135.6	0	0	0	0	0	0	2016	45.547	1168	147.585	21	10.419	538
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	04/10/11 - 04/16/11 	146	46.652	0	0	0	0	0	0	0	0	0	0	0	0	10	112.1	0	0	0	0	0	0	2393	59.88	926	119.442	23	26.238	539
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	04/17/11 - 04/23/11 	115	31.342	0	0	0	0	0	0	0	0	0	0	0	0	18	317.9	0	0	0	0	0	0	2430	58.461	1398	126.233	31	121.679	540
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	04/24/11 - 04/30/11 	154	42.656	0	0	0	0	0	0	0	0	0	0	0	0	14	353.792	0	0	0	0	0	0	2673	66.682	1212	82.842	31	83.185	541
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	05/01/11 - 05/07/11 	150	43.603	0	0	0	0	0	0	1	478.125	0	0	0	0	11	115.05	0	0	0	0	0	0	2006	51.182	987	94.77	12	12.526	542
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	05/08/11 - 05/14/11 	201	50.609	0	0	0	0	0	0	0	0	0	0	0	0	7	321	0	0	0	0	0	0	2450	68.507	984	85.965	12	26.953	543
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	05/15/11 - 05/21/11 	219	69.267	0	0	0	0	0	0	0	0	0	0	0	0	15	229.132	0	0	0	0	0	0	1627	40.194	1326	87.357	11	8.181	544
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	05/22/11 - 05/28/11 	251	49.239	0	0	0	0	0	0	0	0	0	0	0	0	25	345.032	0	0	0	0	0	0	2229	60.17	2412	142.507	30	56.613	545
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	05/29/11 - 05/31/11 	61	16.422	0	0	0	0	0	0	0	0	0	0	0	0	3	0.6	0	0	0	0	0	0	4747	121.107	591	32.244	9	36.11	546
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	06/01/11 - 06/04/11 	103	48.541	0	0	0	0	0	0	0	0	0	0	0	0	8	80.45	0	0	0	0	0	0	0	0	175	20.237	6	19.522	547
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	06/05/11 - 06/11/11 	132	64.041	0	0	0	0	0	0	1	478.125	0	0	0	0	13	149.2	0	0	0	0	0	0	3249	79.345	189	13.086	10	62.298	548
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	06/12/11 - 06/18/11 	182	108.976	0	0	0	0	0	0	0	0	0	0	0	0	26	340.3	0	0	0	0	0	0	2535	52.264	129	6.341	21	112.96	549
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	06/19/11 - 06/25/11 	34	35.402	0	0	0	0	0	0	0	0	0	0	0	0	1	10.75	0	0	0	0	0	0	1950	45.618	17	1.696	6	41.957	550
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	06/26/11 - 06/30/11 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	2.567	17	0.066	0	0	551
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	07/01/11 - 07/02/11 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0.029	0	0	552
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	07/03/11 - 07/09/11 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0.31	10	0.085	0	0	553
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	07/10/11 - 07/16/11 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	617	8.204	3	0.023	2	0.512	554
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	07/17/11 - 07/23/11 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	4.643	1	0	0	0	555
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	07/24/11 - 07/30/11 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493	8.018	3	0.006	0	0	556
NATIONAL 	ALLEGRA-D ALLERGY REMEDY 	07/31/11 - 07/31/11 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.01	0	0	557
NATIONAL 	BENADRYL ALLERGY & COLD ALLERGY REMEDY 	02/22/09 - 02/28/09 	0	0	0	0	0	1.133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558
NATIONAL 	BENADRYL ALLERGY & COLD ALLERGY REMEDY 	03/01/09 - 03/07/09 	0	0	0	0	0	10.116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559
NATIONAL 	BENADRYL ALLERGY & COLD ALLERGY REMEDY 	03/08/09 - 03/14/09 	0	0	0	0	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560
NATIONAL 	BENADRYL ALLERGY & COLD ALLERGY REMEDY 	03/15/09 - 03/21/09 	0	0	0	0	0	7.988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561
NATIONAL 	BENADRYL ALLERGY & COLD ALLERGY REMEDY 	03/22/09 - 03/28/09 	0	0	0	0	0	7.303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562
NATIONAL 	BENADRYL ALLERGY & COLD ALLERGY REMEDY 	03/29/09 - 03/31/09 	0	0	0	0	0	11.126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563
NATIONAL 	BENADRYL ALLERGY & COLD ALLERGY REMEDY 	04/05/09 - 04/11/09 	0	0	0	0	0	5.913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564
NATIONAL 	BENADRYL ALLERGY & COLD ALLERGY REMEDY 	04/12/09 - 04/18/09 	0	0	0	0	0	1.066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	02/22/09 - 02/28/09 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.017	0	0	566
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	03/01/09 - 03/07/09 	310	291.066	0	0	0	0	0	0	0	0	0	0	0	0	29	414.85	0	0	0	0	0	0	0	0	293	39.086	10	160.04	567
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	03/08/09 - 03/14/09 	388	338.83	0	0	0	0	0	0	0	0	0	0	0	0	21	508.85	0	0	0	0	0	0	0	0	340	44.105	11	152.374	568
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	03/15/09 - 03/21/09 	690	625.175	0	0	0	0	0	0	0	0	0	0	0	0	54	902.7	0	0	0	0	0	0	0	0	771	68.51	10	142.814	569
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	03/22/09 - 03/28/09 	823	767.178	0	0	0	0	0	0	0	0	0	0	0	0	62	836.5	0	0	0	0	0	0	0	0	1064	81.182	16	269.593	570
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	03/29/09 - 03/31/09 	192	172.51	0	0	0	0	0	0	0	0	0	0	0	0	10	164.3	0	0	0	0	0	0	0	0	455	54.584	14	141.339	571
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	04/01/09 - 04/04/09 	182	168.446	0	0	0	0	8	552.006	0	0	0	0	0	0	14	174.15	0	0	0	0	0	0	0	0	425	59.604	8	74.355	572
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	04/05/09 - 04/11/09 	282	353.509	0	0	0	0	1	162.099	0	0	0	0	0	0	17	416.6	0	0	0	0	0	0	0	0	487	44.239	6	57.35	573
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	04/12/09 - 04/18/09 	302	302.018	1	0.688	0	0	2	238.953	0	0	0	0	0	0	21	362.55	0	0	0	0	0	0	0	0	392	73.598	8	58.167	574
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	04/19/09 - 04/25/09 	294	292.907	0	0	0	0	0	0	0	0	0	0	0	0	22	355.55	0	0	0	0	0	0	0	0	440	61.443	7	84.573	575
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	04/26/09 - 04/30/09 	180	173.569	0	0	0	0	1	162.099	0	0	0	0	0	0	11	148.95	0	0	0	0	0	0	0	0	475	79.871	13	104.307	576
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	05/01/09 - 05/02/09 	86	108.526	0	0	0	0	8	688.313	0	0	0	0	0	0	3	128.55	0	0	0	0	0	0	0	0	100	19.962	2	17.276	577
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	05/03/09 - 05/09/09 	333	332.672	0	0	0	0	1	131.861	0	0	0	0	0	0	20	277.4	0	0	0	0	0	0	0	0	452	56.116	11	99.328	578
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	05/10/09 - 05/16/09 	60	92.775	0	0	0	0	0	0	0	0	0	0	0	0	1	11.5	0	0	0	0	0	0	0	0	58	6.22	2	11.589	579
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	05/17/09 - 05/23/09 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	4.321	1	2.656	580
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	05/24/09 - 05/30/09 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	3.148	1	11.932	581
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	05/31/09 - 05/31/09 	1	0.242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.549	1	8.863	582
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	06/01/09 - 06/06/09 	0	0	0	0	0	0	1	61.921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	2.913	5	63.665	583
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	06/07/09 - 06/13/09 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	2.334	2	24.234	584
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	06/14/09 - 06/20/09 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.091	0	0	585
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	06/21/09 - 06/27/09 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.9	0	0	586
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	07/05/09 - 07/11/09 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.18	0	0	587
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	08/01/09 - 08/01/09 	0	0	0	0	0	0	1	61.921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	588
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	08/16/09 - 08/22/09 	238	131.647	0	0	0	0	0	0	0	0	0	0	0	0	16	113.05	0	0	0	0	0	0	0	0	269	33.137	2	3.452	589
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	08/23/09 - 08/29/09 	345	187.91	16	20.82	0	0	0	0	0	0	0	0	0	0	10	63.05	0	0	0	0	0	0	0	0	404	21.876	4	6.703	590
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	08/30/09 - 08/31/09 	38	39.755	0	0	0	0	1	162.099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0.829	0	0	591
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	09/01/09 - 09/05/09 	0	0	0	0	0	0	6	446.855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.031	0	0	592
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	09/06/09 - 09/12/09 	300	158.319	0	0	0	0	0	0	0	0	0	0	0	0	16	146.15	0	0	0	0	0	0	0	0	532	26.717	2	15.707	593
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	09/13/09 - 09/19/09 	317	167.147	0	0	0	0	0	0	0	0	0	0	0	0	13	116.95	0	0	0	0	0	0	0	0	352	35.714	2	5.958	594
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	09/20/09 - 09/26/09 	40	21.937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	12.2	0	0	595
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	09/27/09 - 09/30/09 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.228	0	0	596
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	10/01/09 - 10/03/09 	0	0	0	0	0	0	7	524.703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.039	0	0	597
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	10/04/09 - 10/10/09 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.122	0	0	598
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	12/06/09 - 12/12/09 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0.315	0	0	599
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	03/14/10 - 03/20/10 	0	0	95	36.184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	03/28/10 - 03/31/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	41.221	0	0	601
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	04/01/10 - 04/03/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	30.481	0	0	602
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	04/04/10 - 04/10/10 	253	335.31	0	0	0	0	0	0	0	0	0	0	0	0	30	738.55	0	0	0	0	0	0	0	0	246	114.771	3	13.697	603
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	04/11/10 - 04/17/10 	351	322.988	26	13.569	0	0	0	0	0	0	0	0	0	0	19	320.7	0	0	0	0	0	0	0	0	403	93.214	11	123.186	604
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	04/18/10 - 04/24/10 	336	305.345	0	0	0	0	0	0	0	0	0	0	0	0	21	268.4	0	0	0	0	0	0	0	0	489	111.204	11	77.694	605
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	04/25/10 - 04/30/10 	308	225.722	0	0	0	0	0	0	0	0	0	0	0	0	17	344.7	0	0	0	0	0	0	0	0	408	114.725	11	109.878	606
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	05/01/10 - 05/01/10 	40	39.913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	6.381	0	0	607
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	05/02/10 - 05/08/10 	286	222.079	0	0	0	0	0	0	0	0	0	0	0	0	22	365.4	0	0	0	0	0	0	0	0	539	148.898	8	39.375	608
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	05/09/10 - 05/15/10 	220	227.623	0	0	0	0	0	0	0	0	0	0	0	0	22	357.35	0	0	0	0	0	0	0	0	462	98.377	15	123.811	609
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	05/16/10 - 05/22/10 	38	49.327	0	0	0	0	0	0	0	0	0	0	0	0	4	136.65	0	0	0	0	0	0	0	0	92	21.483	7	69.323	610
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	05/23/10 - 05/29/10 	176	121.726	0	0	0	0	0	0	0	0	0	0	0	0	21	326.75	0	0	0	0	0	0	0	0	226	38.178	12	89.245	611
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	05/30/10 - 05/31/10 	28	29.334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	5.455	5	49.859	612
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	06/01/10 - 06/05/10 	1	0.218	0	0	0	0	0	0	0	0	0	0	0	0	1	4.35	0	0	0	0	0	0	0	0	38	19.725	0	0	613
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	06/06/10 - 06/12/10 	158	133.477	0	0	0	0	0	0	0	0	0	0	0	0	20	143	0	0	0	0	0	0	0	0	712	41.782	8	109.088	614
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	06/13/10 - 06/19/10 	32	30.217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	4.086	2	6.949	615
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	06/20/10 - 06/26/10 	189	115.61	0	0	0	0	0	0	0	0	0	0	0	0	40	446.95	0	0	0	0	0	0	0	0	229	13.044	5	53.441	616
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	06/27/10 - 06/30/10 	21	10.437	0	0	0	0	0	0	0	0	0	0	0	0	2	0.5	0	0	0	0	0	0	0	0	36	2.809	3	8.175	617
NATIONAL 	BENADRYL ALLERGY ALLERGY REMEDY 	07/01/10 - 07/03/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.048	0	0	618
