Market                                  	Brand                                   	Report Period (multiple)                	Cable TV-Units	Cable TV-$$$ (000)	FSI Coupon-Units	FSI Coupon-$$$ (000)	Internet-Units	Internet-$$$ (000)	National Magazine-Units	National Magazine-$$$ (000)	National Newspaper-Units	National Newspaper-$$$ (000)	National Sunday Supplement-Units	National Sunday Supplement-$$$ (000)	Network Radio-Units	Network Radio-$$$ (000)	Network TV-Units	Network TV-$$$ (000)	Outdoor-Units	Outdoor-$$$ (000)	Spanish Language Cable TV-Units	Spanish Language Cable TV-$$$ (000)	Spanish Language Network TV-Units	Spanish Language Network TV-$$$ (000)	Spot Radio-Units	Spot Radio-$$$ (000)	Spot TV-Units	Spot TV-$$$ (000)	Syndicated TV-Units	Syndicated TV-$$$ (000)	Row No.
NATIONAL 	CLARITIN ALLERGY REMEDY 	04/26/09 - 04/30/09 	351	382.266	0	0	0	59.711	1	305.352	0	0	1	575.28	0	0	35	2330.45	0	0	28	6.18	35	270.681	3788	92.896	135	32.301	12	91.865	860
NATIONAL 	CLARITIN ALLERGY REMEDY 	05/01/09 - 05/02/09 	173	227.478	0	0	0	0	5	1116.508	0	0	0	0	0	443.066	16	921.35	0	25.894	6	1.014	8	41.033	0	0	39	7.837	3	9.43	861
NATIONAL 	CLARITIN ALLERGY REMEDY 	05/03/09 - 05/09/09 	593	678.162	0	0	0	63.807	0	0	0	0	0	0	0	0	44	2711.65	0	0	32	9.392	60	197.151	3373	84.794	173	40.221	7	134.224	862
NATIONAL 	CLARITIN ALLERGY REMEDY 	05/10/09 - 05/16/09 	549	601.785	0	0	0	69.579	1	265.538	0	0	0	0	0	0	37	1538.1	0	0	29	13.414	59	310.803	2524	73.828	78	17.05	16	139.291	863
NATIONAL 	CLARITIN ALLERGY REMEDY 	05/17/09 - 05/23/09 	406	475.712	139	91.445	0	60.859	0	0	0	0	0	0	0	0	47	1852.95	0	0	30	8.294	49	385.488	3872	78.068	118	13.221	9	46.12	864
NATIONAL 	CLARITIN ALLERGY REMEDY 	05/24/09 - 05/30/09 	346	403.706	0	0	0	46.894	0	0	0	0	0	0	0	0	33	1873.05	0	0	32	10.49	46	308.571	3163	68.024	438	156.914	14	82.257	865
NATIONAL 	CLARITIN ALLERGY REMEDY 	05/31/09 - 05/31/09 	57	62.791	0	0	0	0	0	0	0	0	0	0	0	0	9	746.75	0	0	4	1.552	2	4.572	0	0	58	18.55	3	33.535	866
NATIONAL 	CLARITIN ALLERGY REMEDY 	06/01/09 - 06/06/09 	288	195.123	0	0	0	45.638	5	1116.508	0	0	0	0	0	0	14	264.6	0	0	29	11.941	45	293.273	167	8.251	401	140.475	6	17.7	867
NATIONAL 	CLARITIN ALLERGY REMEDY 	06/07/09 - 06/13/09 	273	195.562	14	19.695	0	65.496	1	240.102	0	0	0	0	0	0	15	265.2	0	0	39	13.843	53	380.045	103	9.507	457	164.893	7	36.555	868
NATIONAL 	CLARITIN ALLERGY REMEDY 	06/14/09 - 06/20/09 	57	48.468	0	0	0	77.225	0	0	0	0	0	0	0	0	2	54.65	0	0	39	13.506	70	258.67	84	6.677	71	18.989	2	10.583	869
NATIONAL 	CLARITIN ALLERGY REMEDY 	06/21/09 - 06/27/09 	5	2.463	0	0	0	35.274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6.948	79	2.707	1	0.055	0	0	870
NATIONAL 	CLARITIN ALLERGY REMEDY 	06/28/09 - 06/30/09 	0	0	0	0	0	1.694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	2.543	2	0.049	0	0	871
NATIONAL 	CLARITIN ALLERGY REMEDY 	07/05/09 - 07/11/09 	0	0	0	0	0	0.052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	2.366	0	0	0	0	872
NATIONAL 	CLARITIN ALLERGY REMEDY 	07/12/09 - 07/18/09 	0	0	0	0	0	0.144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0.249	2	0.49	0	0	873
NATIONAL 	CLARITIN ALLERGY REMEDY 	07/19/09 - 07/25/09 	0	0	0	0	0	0.958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	2.712	0	0	0	0	874
NATIONAL 	CLARITIN ALLERGY REMEDY 	07/26/09 - 07/31/09 	0	0	0	0	0	0.384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	2.7	0	0	0	0	875
NATIONAL 	CLARITIN ALLERGY REMEDY 	08/02/09 - 08/08/09 	0	0	0	0	0	0.828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	3.231	0	0	0	0	876
NATIONAL 	CLARITIN ALLERGY REMEDY 	08/09/09 - 08/15/09 	0	0	0	0	0	5.622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0.311	0	0	0	0	877
NATIONAL 	CLARITIN ALLERGY REMEDY 	08/16/09 - 08/22/09 	0	0	0	0	0	10.555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	3.259	1	0.014	0	0	878
NATIONAL 	CLARITIN ALLERGY REMEDY 	08/23/09 - 08/29/09 	0	0	0	0	0	44.02	0	0	0	0	0	0	0	0	0	0	0	0	14	3.42	39	141.524	69	2.555	8	0.098	0	0	879
NATIONAL 	CLARITIN ALLERGY REMEDY 	08/30/09 - 08/31/09 	0	0	115	60.197	0	33.599	0	0	0	0	0	0	0	0	0	0	0	0	4	1.025	7	55.495	65	2.386	3	0.127	0	0	880
NATIONAL 	CLARITIN ALLERGY REMEDY 	09/01/09 - 09/05/09 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3.65	24	100.537	0	0	5	0.303	0	0	881
NATIONAL 	CLARITIN ALLERGY REMEDY 	09/06/09 - 09/12/09 	0	0	0	0	0	24.437	0	0	0	0	0	0	0	0	0	0	0	0	18	5.213	25	120.28	8	0.096	11	0.358	0	0	882
NATIONAL 	CLARITIN ALLERGY REMEDY 	09/13/09 - 09/19/09 	0	0	114	77.728	0	28.764	0	0	0	0	0	0	0	0	0	0	0	0	15	4.035	41	164.952	63	2.91	15	0.848	0	0	883
NATIONAL 	CLARITIN ALLERGY REMEDY 	09/20/09 - 09/26/09 	0	0	0	0	0	16.928	0	0	0	0	0	0	0	0	0	0	0	0	16	5.175	39	126.153	57	2.724	15	0.94	0	0	884
NATIONAL 	CLARITIN ALLERGY REMEDY 	09/27/09 - 09/30/09 	0	0	0	0	0	21.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4.264	62	2.817	0	0	0	0	885
NATIONAL 	CLARITIN ALLERGY REMEDY 	10/04/09 - 10/10/09 	0	0	0	0	0	9.205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0.189	0	0	0	0	886
NATIONAL 	CLARITIN ALLERGY REMEDY 	10/11/09 - 10/17/09 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	2.866	0	0	0	0	887
NATIONAL 	CLARITIN ALLERGY REMEDY 	10/18/09 - 10/24/09 	370	625.479	0	0	0	0.238	0	0	0	0	0	0	0	0	15	968.55	0	0	0	0	0	0	153	21.893	68	3.375	9	49.349	888
NATIONAL 	CLARITIN ALLERGY REMEDY 	10/25/09 - 10/31/09 	550	672.476	0	0	0	0	0	0	0	0	0	0	0	0	17	492.35	0	0	0	0	0	0	156	22.847	459	32.805	8	126.591	889
NATIONAL 	CLARITIN ALLERGY REMEDY 	11/01/09 - 11/07/09 	438	499.448	0	0	0	0	0	0	0	0	0	0	0	0	14	843.65	0	0	0	0	0	0	16	0.187	237	32.878	10	97.707	890
NATIONAL 	CLARITIN ALLERGY REMEDY 	11/08/09 - 11/14/09 	369	354.548	0	0	0	0	0	0	0	0	0	0	0	0	8	289.05	0	0	0	0	0	0	71	2.939	311	48.096	4	36.646	891
NATIONAL 	CLARITIN ALLERGY REMEDY 	11/15/09 - 11/21/09 	267	273.852	98	135.066	0	0	0	0	0	0	0	0	0	0	7	72.4	0	0	0	0	0	0	179	27.948	38	6.009	3	42.948	892
NATIONAL 	CLARITIN ALLERGY REMEDY 	11/22/09 - 11/28/09 	274	231.056	0	0	0	0	0	0	0	0	0	0	0	0	4	73.85	0	0	0	0	0	0	121	23.28	27	2.323	3	16.986	893
NATIONAL 	CLARITIN ALLERGY REMEDY 	11/29/09 - 11/30/09 	81	63.361	0	0	0	0	0	0	0	0	0	0	0	0	1	3.1	0	0	0	0	0	0	67	2.712	77	5.32	1	16.947	894
NATIONAL 	CLARITIN ALLERGY REMEDY 	12/01/09 - 12/05/09 	201	200.571	0	0	0	0	0	0	0	0	0	0	0	0	12	145.6	0	0	0	0	0	0	0	0	192	15.919	1	35.255	895
NATIONAL 	CLARITIN ALLERGY REMEDY 	12/06/09 - 12/12/09 	333	422.113	0	0	0	0	0	0	0	0	0	0	0	0	6	134.15	0	0	0	0	0	0	65	2.862	205	26.351	2	17.732	896
NATIONAL 	CLARITIN ALLERGY REMEDY 	12/13/09 - 12/19/09 	367	369.238	0	0	0	0	0	0	0	0	0	0	0	0	1	2.65	0	0	0	0	0	0	18	0.231	153	17.448	0	0	897
NATIONAL 	CLARITIN ALLERGY REMEDY 	12/20/09 - 12/26/09 	50	61.299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0.242	22	4.72	2	20.095	898
NATIONAL 	CLARITIN ALLERGY REMEDY 	12/27/09 - 12/31/09 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0.21	1	0.067	0	0	899
NATIONAL 	CLARITIN ALLERGY REMEDY 	01/03/10 - 01/09/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	157.5	0	0	0	0	0	0	98	17.611	7	1.126	0	0	900
NATIONAL 	CLARITIN ALLERGY REMEDY 	01/10/10 - 01/16/10 	262	255.602	0	0	0	0	0	0	0	0	0	0	0	0	12	292.95	0	0	0	0	0	0	99	17.578	363	19.901	7	49.259	901
NATIONAL 	CLARITIN ALLERGY REMEDY 	01/17/10 - 01/23/10 	338	338.713	0	0	0	0.66	0	0	0	0	0	0	0	0	15	306.15	0	0	0	0	0	0	678	88.347	157	9.725	13	122.255	902
NATIONAL 	CLARITIN ALLERGY REMEDY 	01/24/10 - 01/30/10 	458	412.893	0	0	0	5.143	0	0	0	0	0	0	0	0	11	259.45	0	0	0	0	0	0	674	87.326	576	42.686	13	262.326	903
NATIONAL 	CLARITIN ALLERGY REMEDY 	01/31/10 - 01/31/10 	80	134.849	0	0	0	0	0	0	0	0	0	0	0	0	2	31.8	0	0	0	0	0	0	0	0	44	4.142	6	149.799	904
NATIONAL 	CLARITIN ALLERGY REMEDY 	02/01/10 - 02/06/10 	6	11.853	0	0	0	1.582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	661	76.592	4	0.167	0	0	905
NATIONAL 	CLARITIN ALLERGY REMEDY 	02/07/10 - 02/13/10 	8	3.433	0	0	0	1.962	0	0	0	0	0	0	0	0	1	87.9	0	0	0	0	0	0	536	53.487	25	0.587	0	0	906
NATIONAL 	CLARITIN ALLERGY REMEDY 	02/14/10 - 02/20/10 	287	311.569	0	0	0	0.944	0	0	0	0	0	0	0	0	13	953.2	0	0	0	0	0	0	618	68.292	523	41.787	12	187.941	907
NATIONAL 	CLARITIN ALLERGY REMEDY 	02/21/10 - 02/27/10 	423	528.833	50	44.506	0	0.347	0	0	0	0	0	0	0	0	23	1330.35	0	0	0	0	0	0	733	76.823	385	42.151	11	262.799	908
NATIONAL 	CLARITIN ALLERGY REMEDY 	02/28/10 - 02/28/10 	79	130.227	0	0	0	0	0	0	0	0	0	0	0	0	4	115.25	0	0	0	0	0	0	0	0	67	5.643	6	145.1	909
NATIONAL 	CLARITIN ALLERGY REMEDY 	03/01/10 - 03/06/10 	351	391.976	0	0	0	0	0	0	0	0	0	0	0	0	24	608.35	0	0	0	0	0	0	17	0.467	307	23.93	6	139.217	910
NATIONAL 	CLARITIN ALLERGY REMEDY 	03/07/10 - 03/13/10 	324	420.391	0	0	0	0	0	0	0	0	0	0	0	0	25	584.3	0	0	0	0	0	0	10	0.224	265	15.627	2	16.36	911
NATIONAL 	CLARITIN ALLERGY REMEDY 	03/14/10 - 03/20/10 	341	390.417	0	0	0	14.483	0	0	0	0	0	0	0	0	18	674.45	0	0	0	0	0	0	16	0.19	230	11.329	1	9.926	912
NATIONAL 	CLARITIN ALLERGY REMEDY 	03/21/10 - 03/27/10 	401	477.016	0	0	0	25.893	0	0	0	0	0	0	0	0	22	608.1	0	0	0	0	17	257.908	23	0.234	54	4.271	5	93.258	913
NATIONAL 	CLARITIN ALLERGY REMEDY 	03/28/10 - 03/31/10 	276	314.702	44	62.658	0	24.837	0	0	0	0	0	0	0	0	15	317.45	0	0	0	0	29	373.236	13	0.127	154	12.573	6	109.76	914
NATIONAL 	CLARITIN ALLERGY REMEDY 	04/01/10 - 04/03/10 	211	241.861	0	0	0	0	4	899.519	0	0	0	0	0	0	13	376	0	0	0	0	28	233.327	0	0	182	17.527	3	68.851	915
NATIONAL 	CLARITIN ALLERGY REMEDY 	04/04/10 - 04/10/10 	476	556.97	0	0	0	15.149	0	0	0	0	0	0	0	0	24	1331.5	0	0	0	0	80	433.22	16	0.116	448	47.624	14	231.935	916
NATIONAL 	CLARITIN ALLERGY REMEDY 	04/11/10 - 04/17/10 	448	573.983	0	0	0	33.985	1	208.772	0	0	0	0	0	0	20	977.55	0	0	0	0	68	364.951	11	0.124	346	44.545	18	279.812	917
NATIONAL 	CLARITIN ALLERGY REMEDY 	04/18/10 - 04/24/10 	493	588.771	162	107.211	0	16.496	0	0	0	0	0	0	0	0	25	1343.9	0	0	0	0	82	396.178	8	0.063	272	31.563	10	148.681	918
NATIONAL 	CLARITIN ALLERGY REMEDY 	04/25/10 - 04/30/10 	370	419.311	0	0	0	19.813	0	0	0	0	0	0	0	0	22	893.25	0	0	0	0	75	374.32	18	0.125	419	41.007	17	339.603	919
NATIONAL 	CLARITIN ALLERGY REMEDY 	05/01/10 - 05/01/10 	53	71.887	0	0	0	0	4	884.771	0	0	0	0	0	0	2	2	0	0	0	0	3	14.077	0	0	34	3.056	0	0	920
NATIONAL 	CLARITIN ALLERGY REMEDY 	05/02/10 - 05/08/10 	315	354.642	0	0	0	20.398	0	0	0	0	0	0	0	0	23	1331.2	0	0	0	0	61	246.989	8	0.079	447	57.77	11	165.061	921
NATIONAL 	CLARITIN ALLERGY REMEDY 	05/09/10 - 05/15/10 	335	316.287	96	95.404	0	20.147	0	0	0	0	0	0	0	0	29	2022.9	0	0	0	0	96	350.217	13	0.072	230	16.789	12	260.813	922
NATIONAL 	CLARITIN ALLERGY REMEDY 	05/16/10 - 05/22/10 	321	352.252	0	0	0	27.582	0	0	0	0	0	0	0	0	30	1609.75	0	0	0	0	61	305.587	17	0.097	285	17.036	12	214.805	923
NATIONAL 	CLARITIN ALLERGY REMEDY 	05/23/10 - 05/29/10 	390	394.268	0	0	0	22.682	0	0	0	0	0	0	0	0	35	934.45	0	0	0	0	57	213.721	17	0.111	344	27.874	7	152.878	924
NATIONAL 	CLARITIN ALLERGY REMEDY 	05/30/10 - 05/31/10 	131	102.5	0	0	0	26.871	0	0	0	0	0	0	0	0	12	418.6	0	0	0	0	18	100.767	21	0.187	70	6.736	8	71.611	925
NATIONAL 	CLARITIN ALLERGY REMEDY 	06/01/10 - 06/05/10 	378	350.531	0	0	0	0	1	223.52	0	0	0	0	0	0	19	405.25	0	0	0	0	36	209.921	0	0	166	11.944	6	38.273	926
NATIONAL 	CLARITIN ALLERGY REMEDY 	06/06/10 - 06/12/10 	490	591.387	45	57.885	0	16.981	0	0	0	0	0	0	0	0	20	379.85	0	0	0	0	6	60.754	21	0.176	594	43.571	14	115.73	927
NATIONAL 	CLARITIN ALLERGY REMEDY 	06/13/10 - 06/19/10 	91	129.958	0	0	0	18.007	0	0	0	0	0	0	0	0	6	68.05	0	0	0	0	0	0	18	0.12	34	6.791	7	115.881	928
NATIONAL 	CLARITIN ALLERGY REMEDY 	06/20/10 - 06/26/10 	0	0	0	0	0	79.453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0.165	3	0.011	2	10.012	929
NATIONAL 	CLARITIN ALLERGY REMEDY 	06/27/10 - 06/30/10 	143	114.169	0	0	0	21.622	0	0	0	0	0	0	0	0	9	104.25	0	0	0	0	0	0	15	0.141	132	12.812	4	69.924	930
NATIONAL 	CLARITIN ALLERGY REMEDY 	07/01/10 - 07/03/10 	144	126.026	0	0	0	0	0	0	0	0	0	0	0	0	7	151.6	0	0	0	0	0	0	0	0	124	10.979	4	8.112	931
NATIONAL 	CLARITIN ALLERGY REMEDY 	07/04/10 - 07/10/10 	374	303.009	0	0	0	2.371	0	0	0	0	0	0	0	0	16	226.6	0	0	0	0	0	0	19	0.117	530	26.227	6	41.288	932
NATIONAL 	CLARITIN ALLERGY REMEDY 	07/11/10 - 07/17/10 	61	34.548	0	0	0	2.846	0	0	0	0	0	0	0	0	3	51	0	0	0	0	0	0	8	0.048	40	2.296	6	71.667	933
NATIONAL 	CLARITIN ALLERGY REMEDY 	07/18/10 - 07/24/10 	348	194.554	0	0	0	2.344	0	0	0	0	0	0	0	0	15	126.6	0	0	0	0	0	0	15	0.118	212	13.352	8	29.057	934
NATIONAL 	CLARITIN ALLERGY REMEDY 	07/25/10 - 07/31/10 	389	257.222	0	0	0	2.034	0	0	0	0	0	0	0	0	12	217.05	0	0	0	0	0	0	18	0.122	658	37.044	7	52.402	935
NATIONAL 	CLARITIN ALLERGY REMEDY 	08/01/10 - 08/07/10 	65	58.753	0	0	0	6.72	0	0	0	0	0	0	0	0	3	51.5	0	0	0	0	0	0	21	0.128	43	2.096	2	9.562	936
NATIONAL 	CLARITIN ALLERGY REMEDY 	08/08/10 - 08/14/10 	252	288.105	0	0	0	8.665	0	0	0	0	0	0	0	0	30	517.4	0	0	0	0	0	0	18	0.156	884	64.125	1	0.804	937
NATIONAL 	CLARITIN ALLERGY REMEDY 	08/15/10 - 08/21/10 	417	399.67	0	0	0	11.183	0	0	0	0	0	0	0	0	31	860.7	0	0	0	0	0	0	21	0.146	367	23.743	3	3.906	938
NATIONAL 	CLARITIN ALLERGY REMEDY 	08/22/10 - 08/28/10 	466	370.153	0	0	0	25.135	0	0	0	0	0	0	0	0	33	892.3	0	0	0	0	0	0	31	0.179	293	15.536	8	25.922	939
NATIONAL 	CLARITIN ALLERGY REMEDY 	08/29/10 - 08/31/10 	239	164.598	120	74.108	0	26.437	0	0	0	0	0	0	0	0	18	528.45	0	0	0	0	0	0	17	0.142	471	37.738	1	0.605	940
NATIONAL 	CLARITIN ALLERGY REMEDY 	09/01/10 - 09/04/10 	143	147.48	0	0	0	0	0	0	0	0	0	0	0	0	7	145.35	0	0	0	0	0	0	0	0	476	37.75	0	0	941
NATIONAL 	CLARITIN ALLERGY REMEDY 	09/05/10 - 09/11/10 	247	165.668	0	0	0	26.82	0	0	0	0	0	0	0	0	3	77.65	0	0	0	0	0	0	17	0.148	401	37.856	0	0	942
NATIONAL 	CLARITIN ALLERGY REMEDY 	09/12/10 - 09/18/10 	132	136.873	124	74.526	0	29.981	0	0	0	0	0	0	0	0	6	183.3	0	0	0	0	0	0	18	0.134	392	34.161	0	0	943
NATIONAL 	CLARITIN ALLERGY REMEDY 	09/19/10 - 09/25/10 	177	149.238	0	0	0	18.572	0	0	0	0	0	0	0	0	7	675.8	0	0	0	0	0	0	16	0.109	245	19.174	0	0	944
NATIONAL 	CLARITIN ALLERGY REMEDY 	09/26/10 - 09/30/10 	140	68.129	0	0	0	33.916	0	0	0	0	0	0	0	0	14	324.5	0	0	0	0	0	0	15	0.11	20	0.631	3	28.853	945
NATIONAL 	CLARITIN ALLERGY REMEDY 	10/01/10 - 10/02/10 	111	51.678	0	0	0	0	0	0	0	0	0	0	0	0	10	39.15	0	0	0	0	0	0	0	0	17	0.241	0	0	946
NATIONAL 	CLARITIN ALLERGY REMEDY 	10/03/10 - 10/09/10 	331	164.788	0	0	0	73.418	0	0	0	0	0	0	0	0	24	186.5	0	0	0	0	0	0	17	0.178	175	16.625	7	86.054	947
NATIONAL 	CLARITIN ALLERGY REMEDY 	10/10/10 - 10/16/10 	284	147.198	0	0	0	18.06	0	0	0	0	0	0	0	0	21	220.4	0	0	0	0	0	0	22	0.172	144	9.965	4	71.567	948
NATIONAL 	CLARITIN ALLERGY REMEDY 	10/17/10 - 10/23/10 	65	36.793	0	0	0	4.781	0	0	0	0	0	0	0	0	3	1.5	0	0	0	0	0	0	18	0.174	31	1.517	2	21.413	949
NATIONAL 	CLARITIN ALLERGY REMEDY 	10/24/10 - 10/30/10 	246	121.83	0	0	0	6.131	0	0	0	0	0	0	0	0	17	131	0	0	0	0	0	0	22	0.119	14	1.306	1	9.483	950
NATIONAL 	CLARITIN ALLERGY REMEDY 	10/31/10 - 10/31/10 	63	52.851	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	4	0.102	1	2.533	951
NATIONAL 	CLARITIN ALLERGY REMEDY 	11/01/10 - 11/06/10 	261	138.02	0	0	0	0	0	0	0	0	0	0	0	0	13	54.65	0	0	0	0	0	0	29	0.255	31	1.421	2	28.132	952
NATIONAL 	CLARITIN ALLERGY REMEDY 	11/07/10 - 11/13/10 	267	158.71	0	0	0	0	0	0	0	0	0	0	0	0	19	210.95	0	0	0	0	0	0	25	0.204	276	27.564	2	10.446	953
NATIONAL 	CLARITIN ALLERGY REMEDY 	11/14/10 - 11/20/10 	58	42.508	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	22	0.171	10	0.79	1	10.279	954
NATIONAL 	CLARITIN ALLERGY REMEDY 	11/21/10 - 11/27/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0.151	4	0.124	0	0	955
NATIONAL 	CLARITIN ALLERGY REMEDY 	11/28/10 - 11/30/10 	85	57.989	0	0	0	0	0	0	0	0	0	0	0	0	7	52.7	0	0	0	0	0	0	24	0.133	59	6.218	1	9.238	956
NATIONAL 	CLARITIN ALLERGY REMEDY 	12/01/10 - 12/04/10 	152	108.145	0	0	0	0	0	0	0	0	0	0	0	0	8	11.65	0	0	0	0	0	0	0	0	69	7.227	0	0	957
NATIONAL 	CLARITIN ALLERGY REMEDY 	12/05/10 - 12/11/10 	274	205.473	53	64.632	0	0	0	0	0	0	0	0	0	0	17	168.65	0	0	0	0	0	0	20	0.129	434	58.954	3	42.101	958
NATIONAL 	CLARITIN ALLERGY REMEDY 	12/12/10 - 12/18/10 	417	272.278	0	0	0	0	0	0	0	0	0	0	0	0	18	93.1	0	0	0	0	0	0	17	0.084	143	13.385	5	48.165	959
NATIONAL 	CLARITIN ALLERGY REMEDY 	12/19/10 - 12/25/10 	73	118.814	0	0	0	0	0	0	0	0	0	0	0	0	4	25.95	0	0	0	0	0	0	14	0.081	219	25.799	1	4.444	960
NATIONAL 	CLARITIN ALLERGY REMEDY 	12/26/10 - 12/31/10 	4	22.702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0.059	9	1.444	0	0	961
NATIONAL 	CLARITIN ALLERGY REMEDY 	01/02/11 - 01/08/11 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0.14	1	0.001	0	0	962
NATIONAL 	CLARITIN ALLERGY REMEDY 	01/09/11 - 01/15/11 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0.082	0	0	0	0	963
NATIONAL 	CLARITIN ALLERGY REMEDY 	01/16/11 - 01/22/11 	334	367.38	0	0	0	0	0	0	0	0	0	0	0	0	11	224.7	0	0	0	0	0	0	20	0.164	7	0.055	0	0	964
NATIONAL 	CLARITIN ALLERGY REMEDY 	01/23/11 - 01/29/11 	540	534.32	0	0	0	0	0	0	0	0	0	0	0	0	17	1030.4	0	0	0	0	0	0	18	0.096	1590	185.986	4	88.965	965
NATIONAL 	CLARITIN ALLERGY REMEDY 	01/30/11 - 01/31/11 	140	153.404	0	0	0	0	0	0	0	0	0	0	0	0	2	39.4	0	0	0	0	0	0	12	0.073	321	38.185	2	10.958	966
NATIONAL 	CLARITIN ALLERGY REMEDY 	02/01/11 - 02/05/11 	415	305.555	0	0	0	0	0	0	0	0	0	0	0	154.743	6	397.15	0	0	0	0	0	0	0	0	843	89.116	4	88.865	967
NATIONAL 	CLARITIN ALLERGY REMEDY 	02/06/11 - 02/12/11 	555	383.921	130	118.578	0	0	0	0	0	0	0	0	0	0	14	270.8	0	0	0	0	0	0	39	0.196	785	63.621	14	107.193	968
NATIONAL 	CLARITIN ALLERGY REMEDY 	02/13/11 - 02/19/11 	657	392	0	0	0	0.015	0	0	0	0	0	0	0	0	10	251.35	0	0	0	0	0	0	2186	48.131	915	87.198	14	194.111	969
NATIONAL 	CLARITIN ALLERGY REMEDY 	02/20/11 - 02/26/11 	688	557.003	0	0	0	0.149	0	0	0	0	0	0	0	0	12	809.95	0	0	0	0	0	0	2729	54.415	568	52.562	10	73.735	970
NATIONAL 	CLARITIN ALLERGY REMEDY 	02/27/11 - 02/28/11 	181	205.202	63	58.864	0	2.439	0	0	0	0	0	0	0	0	6	110.8	0	0	0	0	0	0	3945	107.403	311	41.223	13	65.054	971
NATIONAL 	CLARITIN ALLERGY REMEDY 	03/01/11 - 03/05/11 	569	727.417	0	0	0	0	0	0	0	0	0	0	0	406.887	17	798.9	0	0	0	0	0	0	0	0	829	120.436	9	249.651	972
NATIONAL 	CLARITIN ALLERGY REMEDY 	03/06/11 - 03/12/11 	718	878.253	0	0	0	2.992	1	168.495	0	0	0	0	0	0	20	1314.9	0	0	0	0	0	0	2727	71.278	893	139.632	19	384.975	973
NATIONAL 	CLARITIN ALLERGY REMEDY 	03/13/11 - 03/19/11 	924	691.092	0	0	0	2.551	0	0	0	0	0	0	0	0	36	1034.3	0	0	0	0	74	179.239	2967	77.265	670	64.327	12	222.835	974
NATIONAL 	CLARITIN ALLERGY REMEDY 	03/20/11 - 03/26/11 	1106	918.081	0	0	0	12.65	2	596.5	0	0	0	0	0	0	37	1521.2	0	0	0	0	99	337.023	2723	72.399	284	44.82	29	306.423	975
NATIONAL 	CLARITIN ALLERGY REMEDY 	03/27/11 - 03/31/11 	432	419.433	157	91.471	0	57.563	1	187.826	0	0	0	0	0	0	17	1120.2	0	0	0	0	84	120.196	2985	96.143	970	134.635	12	409.07	976
NATIONAL 	CLARITIN ALLERGY REMEDY 	04/01/11 - 04/02/11 	149	143.141	0	0	0	0	2	304.647	0	0	0	0	0	452.675	2	44.85	0	0	0	0	28	104.165	0	0	297	44.23	1	21.258	977
NATIONAL 	CLARITIN ALLERGY REMEDY 	04/03/11 - 04/09/11 	591	539.427	0	0	0	102.204	3	654.19	0	0	0	0	0	0	21	1388.05	0	0	0	0	112	278.404	3260	106.244	868	120.24	10	132.996	978
NATIONAL 	CLARITIN ALLERGY REMEDY 	04/10/11 - 04/16/11 	613	580.872	195	115.077	0	105.961	0	0	0	0	0	0	0	0	15	778	0	0	0	0	99	221.464	2500	78.688	1335	160.951	14	172.311	979
NATIONAL 	CLARITIN ALLERGY REMEDY 	04/17/11 - 04/23/11 	561	666.31	63	59.063	0	115.217	2	630.195	0	0	0	0	0	0	11	1009.5	0	0	0	0	103	386.834	2505	64.914	762	104.553	14	106.307	980
NATIONAL 	CLARITIN ALLERGY REMEDY 	04/24/11 - 04/30/11 	570	482.573	0	0	0	88.823	1	187.826	0	0	0	0	0	0	12	839.4	0	0	0	0	96	258.166	2569	71.173	721	99.184	4	137.565	981
