40 0 2 16 2 82.5 16 4 4 1 1 0 6
71 1 3 16 2 200 13 4 5 0 0 0 6
36 7 3 9 . 32.5 6 3 4 0 1 0 .
58 7 2 16 1 . 2 0 4 1 0 0 .
37 1 2 15 1 45 12 3 4 1 0 0 6
51 7 2 15 2 . . 2 5 1 0 0 6
60 7 5 17 3 . . 0 7 1 0 0 1
34 1 1 13 1 82.5 . 0 1 1 0 0 6
34 2 1 20 . 67.5 17 0 2 1 0 1 .
69 0 0 16 2 55 16 . 5 1 0 1 6
68 8 2 14 1 55 . 0 3 1 1 0 4
32 1 3 13 2 100 13 2 2 0 1 0 6
74 0 0 12 2 37.5 9 6 7 1 1 1 2
31 1 3 9 . 23.75 0 3 4 0 0 0 .
56 7 0 16 . 100 6 4 4 1 1 0 .
