37 0 1 16 2 32.5 . 1 1 1 0 0 6
50 0 1 14 3 140 16 1 1 0 1 1 6
63 0 0 12 2 100 12 0 1 0 1 1 6
45 7 0 14 . 67.5 . 0 5 1 0 0 .
50 0 2 10 3 100 12 . 4 0 1 1 6
23 5 0 13 . 37.5 9 4 4 0 0 0 .
21 3 0 12 3 140 3 0 2 0 0 0 2
60 0 0 12 . 55 12 2 4 0 0 1 .
40 3 0 12 1 67.5 16 0 4 0 1 0 6
28 0 0 17 3 120 16 0 1 0 0 1 6
43 2 0 20 . 27.5 19 3 2 1 0 1 .
22 0 0 16 . 32.5 12 3 4 0 0 0 .
41 4 5 6 3 27.5 . 3 . 1 0 1 5
29 1 0 18 3 100 16 4 5 0 1 0 .
22 3 0 11 3 55 14 2 2 0 0 1 6
33 7 1 12 2 67.5 2 4 5 1 1 0 1
42 5 1 17 2 82.5 16 1 3 1 0 1 6
29 2 0 16 1 120 16 1 3 0 0 1 6
71 0 2 14 . 100 8 3 4 1 1 1 .
44 4 3 20 1 200 20 2 3 0 1 1 6
61 2 2 12 2 . . 1 5 0 1 1 .
80 7 4 13 . 21.25 12 6 6 0 0 1 .
30 0 0 16 1 100 12 3 2 1 1 1 6
33 1 1 12 . . 14 3 . 0 1 1 .
69 0 3 16 . 100 18 0 2 0 0 1 .
37 0 3 15 2 100 9 3 . 1 1 1 6
70 0 2 16 2 200 . 1 1 0 1 1 6
64 1 3 16 1 67.5 13 6 5 1 0 1 6
76 0 1 18 3 21.25 20 0 2 1 0 1 6
76 3 2 14 . . 12 3 6 1 1 1 .
50 3 2 17 1 . 16 1 4 0 0 1 5
38 6 3 16 1 67.5 12 4 6 1 1 0 1
77 0 0 16 4 32.5 0 1 2 1 1 0 .
49 7 2 12 1 55 15 3 . 1 1 0 .
43 5 2 10 . 55 8 5 5 1 0 1 .
49 7 0 14 3 67.5 14 6 2 1 1 1 .
64 8 0 12 3 . 11 3 . 1 1 1 .
36 0 3 12 4 . 18 . . 0 1 0 .
49 3 2 16 2 67.5 16 3 2 1 1 1 6
45 6 4 16 . 82.5 10 1 5 0 1 1 .
68 8 2 13 2 55 7 4 6 1 1 1 0
79 0 3 15 . 32.5 . 0 4 0 0 0 .
53 1 2 12 2 82.5 12 5 6 0 1 1 3
74 7 2 14 . 45 16 6 6 1 0 1 .
77 7 0 12 . 37.5 . 4 4 1 0 1 .
30 7 1 16 1 200 16 5 6 1 1 1 0
44 3 3 16 1 200 20 6 6 1 1 1 6
56 7 5 14 1 16.25 6 . 2 0 0 0 2
31 1 4 13 1 6.5 . 3 1 1 0 0 3
65 7 4 14 2 8.5 . 3 5 1 0 0 .
55 6 8 6 . 27.5 9 0 7 0 1 0 .
55 0 2 12 2 45 11 3 4 1 0 0 6
54 8 3 14 3 45 3 6 6 0 1 0 3
75 5 1 11 . 11.25 . 0 5 0 0 0 .
53 3 2 16 2 32.5 14 0 2 1 0 0 .
45 5 3 15 . 45 12 0 5 1 1 0 .
71 2 1 12 . 45 12 4 4 1 0 1 .
32 5 2 16 . 100 16 4 4 1 1 1 .
33 5 1 18 . 140 12 2 4 1 1 0 .
72 6 3 20 2 82.5 10 2 5 1 1 1 .
70 0 1 12 1 32.5 . 2 4 0 0 1 .
58 0 1 12 . 37.5 . 0 3 1 0 1 .
54 0 0 16 2 100 16 4 5 1 1 1 3
70 7 3 13 3 18.75 . 6 7 1 1 1 3
47 2 3 12 1 140 12 0 7 0 0 0 3
47 7 2 16 1 100 16 5 6 0 1 1 6
33 0 5 14 2 82.5 . 2 1 0 1 1 6
47 0 2 13 3 23.75 . 2 4 0 1 0 4
40 3 2 17 2 67.5 14 1 4 1 0 1 6
42 8 4 15 2 16.25 6 1 4 1 0 0 2
56 6 1 20 3 200 12 6 4 1 1 1 .
66 3 3 15 3 67.5 12 6 7 0 1 1 .
55 5 2 16 . 82.5 16 3 4 1 1 1 .
74 5 6 13 . 140 5 0 6 0 1 0 .
18 3 0 12 3 200 14 4 5 1 0 1 4
58 0 2 13 4 23.75 10 3 2 1 1 1 1
76 8 8 14 1 4.5 . 3 4 1 0 1 3
66 5 2 16 2 67.5 12 0 2 0 0 0 6
62 8 1 15 2 55 15 6 6 1 1 1 .
70 8 8 12 . 23.75 5 2 6 1 0 0 .
53 5 2 14 . 67.5 14 0 4 1 1 0 .
83 2 2 20 1 67.5 12 0 1 1 1 1 6
66 0 0 16 1 67.5 12 1 1 0 0 1 6
30 0 1 12 . 140 16 2 4 0 0 0 .
61 5 3 12 2 . . 5 4 1 1 1 6
81 5 2 12 . . . 0 4 1 1 0 .
71 4 0 14 . 23.75 8 6 6 1 0 1 .
80 7 3 18 . 140 16 0 4 1 0 1 .
74 3 1 17 . 100 . 6 5 1 1 1 .
57 7 3 16 1 200 6 4 6 0 1 1 0
58 2 2 15 2 140 12 4 6 0 1 1 3
47 0 3 13 . 55 12 . 3 0 0 1 .
55 3 5 12 . 120 12 3 4 1 1 1 .
29 5 0 16 1 100 16 1 4 0 1 0 6
36 0 2 16 1 200 14 0 2 0 1 1 6
44 7 4 16 . 200 18 6 6 1 1 1 .
43 6 3 16 1 140 16 6 5 1 1 1 6
26 3 0 12 2 100 16 4 4 0 0 1 1
64 5 3 16 . 140 12 1 4 0 1 1 .
71 0 2 12 1 200 8 6 6 1 1 1 6
67 2 2 17 3 1 12 5 5 0 1 1 3
31 3 1 16 3 67.5 15 3 . 1 1 0 3
40 3 1 16 2 67.5 12 3 2 0 1 0 6
47 0 0 11 . 23.75 . 3 3 1 0 1 .
70 7 3 12 3 21.25 10 1 4 1 0 1 2
29 4 0 16 . . 17 3 4 1 1 0 .
69 0 2 14 . 100 9 3 4 0 1 1 .
61 0 1 14 . 100 . 1 4 1 1 1 .
62 3 2 14 1 . 14 5 5 1 1 1 4
21 0 0 14 1 100 . 0 2 1 0 1 6
41 2 0 13 2 45 17 0 1 0 0 1 6
35 4 0 18 . 55 20 1 2 0 0 1 .
67 7 2 13 . 16.25 . 0 3 1 0 0 .
76 6 3 10 3 . . 0 4 1 0 0 5
30 7 0 13 2 6.5 12 6 5 0 0 1 1
55 5 1 13 3 2 10 0 4 1 0 0 5
63 8 7 12 . 11.25 5 0 4 1 0 0 .
26 0 1 14 2 11.25 18 2 4 1 0 0 4
49 7 2 11 3 11.25 . 0 2 1 0 0 6
32 7 0 12 . 8.5 . 6 4 0 0 0 .
42 0 1 16 . 55 12 0 2 1 1 1 .
50 2 1 13 2 8.5 17 1 4 1 0 1 6
48 8 3 8 . 100 12 3 7 1 1 1 .
76 2 3 10 1 . . 6 4 1 0 1 3
53 3 1 14 1 200 16 5 4 0 1 1 6
31 3 3 13 2 2 12 6 5 1 1 1 4
37 2 0 17 2 67.5 . 2 4 1 0 0 6
46 7 4 12 2 55 . 0 4 1 1 0 .
40 2 0 19 4 37.5 12 2 1 1 0 1 6
25 5 1 13 2 32.5 8 1 4 1 0 0 6
61 3 1 12 . 100 10 5 6 0 1 0 .
50 0 0 13 . . 14 0 1 1 1 1 .
51 0 3 12 1 100 2 3 2 0 0 0 6
57 2 3 15 3 200 12 2 4 0 1 1 .
79 3 5 14 2 32.5 5 2 5 1 0 0 6
31 4 2 14 . 18.75 16 1 4 1 0 0 .
24 0 3 13 2 13.75 12 3 5 1 0 0 5
61 0 3 12 . 55 5 2 2 1 1 0 .
62 8 5 12 2 32.5 10 1 5 1 0 0 5
64 . 1 16 2 23.75 . 3 4 1 . 0 6
54 5 1 12 3 45 . 1 4 0 0 0 .
24 3 1 12 . 45 . 3 3 1 0 1 .
79 2 0 11 2 13.75 . 3 6 0 0 1 5
33 2 2 16 . 32.5 . 2 4 1 0 0 .
27 6 4 12 2 8.5 4 1 4 1 1 0 1
36 0 1 16 1 67.5 14 4 5 0 0 1 3
19 3 0 12 . 200 16 3 . 0 0 0 .
59 4 2 12 2 67.5 12 3 5 1 0 1 .
63 0 4 13 2 100 10 4 7 0 1 1 6
41 5 1 12 4 5.5 . 5 7 0 0 1 .
36 0 0 17 1 . 19 . 3 1 0 1 .
36 2 3 18 3 100 10 0 6 1 1 0 3
40 0 2 9 2 37.5 6 3 3 0 1 1 1
33 0 4 10 . 21.25 . 3 . 0 1 0 .
32 2 3 13 3 7.5 12 0 5 1 0 1 3
47 5 4 12 1 27.5 12 3 5 1 1 1 5
39 8 1 12 . 82.5 16 6 6 0 1 1 .
25 2 0 16 . 55 8 1 2 0 0 0 .
20 7 0 15 . . 8 1 4 1 0 1 .
32 7 4 14 1 100 8 1 4 1 1 0 4
32 6 0 12 . 45 9 2 2 0 0 1 .
46 0 0 12 . 27.5 8 3 4 1 1 0 .
57 0 0 12 2 27.5 . 1 4 0 0 1 4
60 0 1 12 2 45 . 3 4 0 1 1 1
59 7 0 9 . 32.5 6 3 5 1 0 1 .
47 7 3 20 2 140 18 5 5 1 1 1 1
57 0 1 14 . 55 12 6 6 1 0 1 .
67 7 2 20 2 . 16 5 6 1 0 1 3
65 0 3 18 2 200 14 1 2 0 0 1 6
61 7 2 16 4 32.5 11 5 6 1 1 1 2
36 0 4 12 . 23.75 . 4 6 1 1 1 .
37 2 0 12 . 1 . . 5 1 0 1 .
80 5 1 14 2 82.5 3 6 4 0 1 1 6
26 0 0 14 2 140 . 3 4 1 0 1 .
33 7 0 16 1 140 . 6 6 1 0 1 1
27 7 0 16 . 120 10 6 6 0 1 1 .
34 2 0 16 3 67.5 16 3 4 1 0 1 3
50 7 1 14 . 55 13 3 5 1 1 1 .
58 8 0 16 . 140 12 4 6 1 1 1 .
39 7 0 20 1 67.5 12 0 2 0 0 0 5
70 6 3 12 3 11.25 . 0 4 1 0 0 1
24 5 5 13 . 18.75 . 1 5 1 0 0 .
40 2 4 14 2 23.75 . 1 4 1 0 0 3
48 1 2 14 2 67.5 . 6 4 0 0 1 2
58 2 1 7 . 3.5 . 2 4 0 0 1 .
57 3 3 12 2 45 . 2 5 0 0 1 4
76 6 3 10 . 37.5 4 6 6 0 0 1 .
53 0 2 11 2 100 . 6 5 0 1 1 6
30 2 0 15 2 45 . 5 5 1 1 1 6
64 4 2 2 3 . . 2 4 1 1 1 .
59 7 4 10 3 45 . . 7 1 1 1 1
88 0 3 12 3 . 8 5 6 1 0 1 4
61 7 1 16 2 120 6 0 4 0 1 0 2
50 7 2 16 . 23.75 . 2 5 0 1 0 .
76 7 0 19 . 27.5 14 2 4 0 0 0 .
27 5 0 6 3 . . 3 . 1 0 1 0
27 5 2 12 1 8.5 . 0 1 1 0 0 3
21 2 0 12 2 32.5 . 0 4 0 0 0 6
29 5 0 16 . 100 16 0 3 1 0 0 .
59 0 7 8 4 67.5 . . 5 1 1 0 6
32 2 2 13 3 18.75 . 0 3 0 0 0 .
37 3 2 6 2 27.5 . 3 4 0 1 0 4
37 2 2 15 2 23.75 12 1 4 0 0 1 6
40 1 0 18 4 27.5 12 0 6 0 0 1 3
51 1 0 14 . 27.5 12 5 5 1 0 1 .
26 3 1 12 1 67.5 12 1 4 1 1 1 3
71 4 0 18 2 200 . 5 6 0 1 1 .
53 2 3 16 1 67.5 . 0 4 1 0 0 6
45 3 2 14 . 55 14 3 4 0 1 1 .
53 2 2 16 2 140 12 5 5 0 1 1 6
22 3 0 14 . . 16 1 4 1 0 0 .
58 4 2 20 1 120 9 0 3 1 0 0 5
50 7 1 16 . 200 10 6 6 0 1 1 .
52 8 1 10 3 67.5 14 5 6 1 0 1 0
48 5 4 12 3 82.5 15 6 6 1 1 1 4
62 7 2 12 2 45 2 3 5 1 1 1 5
26 4 2 12 1 67.5 16 5 4 1 0 1 3
59 8 4 12 . . 12 2 4 1 0 1 .
64 0 1 12 . 82.5 5 5 5 1 1 1 .
38 7 3 18 2 67.5 16 0 3 1 1 0 6
52 7 4 8 4 16.25 9 0 5 1 0 0 3
28 8 0 12 2 . . 6 5 1 0 0 .
73 5 2 19 1 67.5 14 1 4 1 0 0 .
29 8 0 12 2 8.5 12 3 4 0 1 1 0
32 7 2 14 2 32.5 . 0 4 1 0 0 3
79 8 5 11 . 2 . 0 . 1 0 0 .
48 3 2 20 1 100 2 4 3 1 1 1 4
53 2 1 12 2 18.75 12 2 4 0 1 1 2
45 8 2 11 2 16.25 . 3 4 0 1 1 0
43 0 3 14 . 13.75 . 1 4 1 0 1 .
32 7 1 20 1 82.5 . 6 5 1 1 1 0
25 5 2 12 1 11.25 16 1 5 1 0 0 4
79 4 1 9 3 . . 1 4 0 0 0 6
55 5 1 12 3 11.25 10 0 3 0 0 0 5
39 5 2 15 . 45 16 0 2 1 0 0 .
78 4 2 14 4 . 6 0 2 0 0 0 1
54 4 3 14 1 67.5 16 0 2 0 1 0 3
20 4 0 12 2 16.25 . 2 7 0 0 0 .
72 3 5 8 3 11.25 0 6 6 1 0 1 2
50 0 1 12 1 67.5 . 3 . 1 1 1 2
79 2 3 12 3 . 12 0 4 0 0 1 0
89 0 1 12 3 2 0 1 6 1 0 1 .
75 2 1 12 4 8.5 0 3 5 1 0 0 4
53 0 2 12 2 16.25 . 3 4 1 0 1 .
47 0 2 12 3 32.5 6 1 . 0 1 1 2
75 8 2 12 1 67.5 6 0 4 0 1 0 4
48 0 1 12 2 32.5 12 1 4 1 1 1 6
63 5 3 16 2 100 8 1 2 1 0 0 1
43 7 3 16 1 67.5 0 4 6 0 1 1 2
31 0 0 19 . 45 14 0 2 0 0 1 .
40 2 1 20 1 100 12 1 6 0 1 1 6
74 0 0 18 . 55 17 4 5 0 0 1 .
48 8 3 16 . 82.5 . 3 4 1 1 1 .
68 1 0 14 . 200 . 2 4 1 1 1 .
89 1 2 12 3 . 12 0 . 1 0 1 .
24 0 0 13 1 . . 1 6 1 0 0 .
40 0 1 15 . 18.75 12 1 4 0 0 0 .
28 0 0 10 . 67.5 16 1 5 0 1 1 .
18 3 0 13 2 1 . 1 5 1 0 0 2
33 0 0 13 2 32.5 . 5 4 0 0 1 6
42 4 1 12 2 200 11 5 7 0 0 1 3
35 5 3 3 3 21.25 0 3 . 0 1 0 .
30 2 1 14 . 140 16 3 5 1 1 1 .
56 7 2 13 . . 16 4 7 0 1 0 .
40 0 3 19 1 . 16 3 4 1 1 1 6
60 7 2 20 . 200 10 3 4 1 1 1 .
40 7 2 12 1 . 12 1 1 1 1 1 .
35 2 0 20 1 200 18 0 2 0 0 1 6
66 2 5 13 4 55 . 2 3 0 0 0 6
58 7 3 14 . 27.5 . 0 4 1 0 0 .
49 3 3 13 3 55 16 5 3 0 0 0 3
59 6 0 17 2 45 18 . 2 0 0 0 .
30 2 3 12 1 32.5 14 0 4 1 0 0 0
63 1 2 13 . 16.25 12 0 1 0 0 0 .
73 7 0 11 2 7.5 . 0 4 0 0 0 5
56 4 4 10 3 6.5 . 1 2 1 0 0 4
26 6 0 15 2 11.25 . 5 4 0 0 0 .
26 7 0 16 2 67.5 12 0 3 1 1 0 6
20 0 1 12 2 7.5 12 3 4 0 0 1 6
51 0 1 13 2 32.5 . 4 5 1 0 1 6
39 3 0 12 . 23.75 17 2 4 0 0 1 .
58 5 3 12 2 67.5 12 1 4 1 1 1 6
86 7 2 12 2 45 12 6 6 1 1 1 .
57 3 2 12 . 82.5 . 1 4 1 0 1 .
47 5 2 16 . 200 . 0 2 0 1 1 .
53 7 2 19 2 140 16 6 6 0 1 1 1
37 3 1 19 2 100 16 5 5 0 1 1 6
25 7 0 16 . 2 16 5 6 1 0 1 .
54 0 0 8 1 37.5 6 2 1 0 0 0 5
64 1 2 12 . 55 8 0 1 0 1 1 .
37 5 6 16 2 21.25 . 0 2 1 0 0 6
63 7 3 12 3 32.5 12 6 6 0 1 1 4
22 2 0 12 1 11.25 13 3 7 0 0 1 0
30 3 2 14 . 55 . 2 4 1 0 0 .
69 2 2 14 3 45 12 4 6 0 1 1 2
25 0 1 13 . 27.5 . 0 4 0 0 0 .
56 2 1 12 2 32.5 7 1 2 1 1 1 6
25 0 1 12 2 45 12 2 3 0 0 0 6
55 0 0 12 2 37.5 16 0 2 1 0 1 6
27 0 2 14 . 21.25 12 3 3 0 0 1 .
73 2 2 12 1 67.5 12 5 6 0 0 1 4
53 4 3 11 4 8.5 . 0 4 1 0 1 3
25 2 0 19 . 82.5 13 5 5 1 0 1 .
71 0 3 11 . 18.75 . 6 2 1 0 1 .
52 0 3 8 3 11.25 9 4 4 1 0 1 4
36 0 1 14 3 55 14 2 2 1 0 1 6
22 2 0 12 . 13.75 . 3 3 1 0 1 .
31 8 0 16 2 67.5 12 3 4 1 1 1 0
62 0 0 12 3 32.5 . 3 4 0 1 1 3
58 0 0 16 3 45 12 0 1 0 1 1 6
25 1 1 12 2 100 12 3 6 0 0 1 6
23 4 0 13 2 21.25 14 0 5 1 0 0 6
20 4 0 11 3 7.5 3 3 5 0 0 0 2
. 3 0 18 . . 14 2 2 0 1 1 .
19 0 0 14 1 82.5 . . 4 1 0 0 6
73 0 4 14 1 . 12 2 1 1 1 1 .
40 1 2 16 . 200 . 1 4 1 1 1 .
73 0 1 16 3 2 6 0 2 1 0 1 6
44 7 2 14 2 82.5 11 2 3 1 1 1 6
54 0 2 16 1 82.5 16 2 3 0 1 1 6
89 0 2 15 . 82.5 . 4 2 0 1 1 .
68 2 4 19 2 200 8 . 6 0 0 1 6
67 0 2 17 2 100 14 4 3 1 1 1 6
61 0 1 18 2 120 12 1 4 1 1 0 6
39 4 0 14 1 200 16 1 4 1 1 0 2
39 2 3 16 2 200 16 0 2 1 1 1 6
35 0 1 18 3 82.5 16 0 3 1 1 1 6
56 1 3 15 . 55 . 1 5 1 0 1 .
52 3 0 12 4 32.5 . 4 4 0 1 1 4
28 2 0 15 2 55 12 2 4 1 1 1 3
50 2 0 6 2 1 12 3 4 0 0 1 6
76 2 5 11 . 16.25 . 2 4 1 0 1 .
89 1 2 16 2 23.75 12 1 3 0 0 1 5
29 0 0 13 . 32.5 16 2 2 0 1 1 .
62 4 8 6 4 8.5 . 2 4 1 0 1 6
56 8 0 11 . . 12 0 4 1 0 1 .
59 7 0 12 2 13.75 11 0 6 1 0 0 4
34 0 1 15 . . 12 1 3 1 0 0 .
29 2 0 19 1 100 19 2 2 1 1 1 6
34 0 0 16 . 55 20 3 4 1 0 1 .
60 0 0 19 2 45 16 0 2 1 0 1 6
29 0 0 18 2 37.5 12 0 2 1 0 1 6
31 1 4 14 . 27.5 . 1 4 0 1 1 .
73 2 2 12 . 13.75 . 0 4 0 0 1 .
58 1 1 14 . 82.5 12 1 4 0 1 1 .
42 0 2 12 . 55 16 3 1 1 0 1 .
35 1 1 18 . 67.5 12 4 4 0 1 1 .
51 4 5 15 . 67.5 6 0 4 1 0 0 .
54 8 3 14 4 37.5 3 3 6 1 1 0 0
53 3 2 15 3 67.5 18 3 3 0 1 1 6
52 3 2 20 2 140 16 4 5 0 1 1 6
41 6 0 12 . 100 . 5 5 1 0 1 .
42 7 0 16 1 120 12 6 5 0 0 1 6
58 0 1 12 . 45 10 5 5 0 1 1 .
38 8 3 10 2 27.5 8 3 3 1 1 0 0
40 7 2 17 . 67.5 14 4 5 1 1 1 .
31 0 2 13 2 45 16 . 4 0 0 1 6
56 7 6 16 1 55 12 3 5 1 1 0 4
34 7 1 17 2 100 12 3 4 0 1 1 0
58 0 3 11 4 45 . 3 . 1 0 1 6
23 0 1 14 1 27.5 12 2 4 1 0 1 3
51 7 2 20 . 200 12 1 5 1 1 1 .
53 4 2 13 . 32.5 2 . 3 1 0 1 .
68 0 0 7 3 11.25 . 0 6 0 0 1 3
71 1 6 6 3 27.5 0 1 . 1 1 1 5
22 0 1 16 . 13.75 . 1 4 1 0 0 .
71 3 5 8 3 7.5 . 3 4 1 0 1 4
30 7 0 16 2 67.5 18 6 6 1 0 1 0
60 3 4 12 . 67.5 8 1 4 1 1 1 .
28 3 0 14 2 200 . 5 4 1 0 1 6
60 7 4 20 1 200 15 5 6 0 1 1 3
37 2 0 12 2 27.5 20 5 5 0 0 1 6
52 0 3 12 . 11.25 12 1 3 0 0 0 .
25 0 2 18 . 55 20 4 4 0 1 1 .
19 5 0 13 2 67.5 16 . 3 0 0 1 6
38 7 1 18 . 45 12 5 6 1 1 1 .
41 0 0 16 . 55 12 5 4 1 0 1 .
43 7 0 16 2 55 14 1 4 1 0 0 6
34 0 0 12 . 21.25 . 5 4 0 0 1 .
39 0 0 14 . 45 14 0 4 0 1 0 .
26 0 0 13 2 21.25 13 3 2 1 0 1 6
27 7 0 18 . 16.25 . 4 6 1 0 1 .
34 2 3 12 . 18.75 12 3 4 1 0 1 .
34 7 1 12 1 37.5 . 3 4 0 1 0 3
38 5 1 17 3 32.5 . 1 4 1 0 1 6
59 0 0 13 2 37.5 15 6 7 1 0 1 4
28 2 0 12 2 11.25 . 3 . 0 0 0 2
32 0 5 14 1 67.5 15 3 4 1 0 0 6
24 3 0 12 . 8.5 9 3 4 0 0 0 .
65 3 5 13 1 45 . 1 . 1 0 0 1
27 0 0 8 3 3.5 . 1 4 0 0 0 3
51 8 1 19 4 21.25 20 0 7 1 0 0 6
44 0 7 8 3 18.75 12 3 2 1 0 0 6
44 3 4 12 2 5.5 12 1 3 0 0 0 0
22 8 0 0 3 . 0 3 . 0 0 0 2
25 0 2 10 . 5.5 . 2 2 1 0 0 .
38 7 3 14 . 16.25 . 0 6 0 0 0 .
58 2 1 12 . 45 . 0 3 1 0 0 .
38 5 2 20 . 200 16 5 5 1 1 1 .
53 3 2 16 1 140 12 6 6 0 1 1 2
42 5 2 13 . 120 12 6 6 1 1 1 .
55 4 6 17 . 200 16 6 6 0 1 1 .
51 2 3 16 . 200 . 6 6 0 1 1 .
60 3 2 12 2 67.5 12 4 5 0 1 1 6
54 3 0 8 3 . . 6 6 1 1 0 4
38 5 4 16 4 37.5 . 0 4 1 1 1 1
79 6 3 15 . 200 16 3 4 1 0 1 .
39 0 2 12 . 200 . 5 4 0 1 1 .
38 0 2 16 . 67.5 . 1 4 1 0 1 .
59 4 2 12 2 100 17 0 4 0 1 1 6
56 3 1 12 . 82.5 8 1 4 0 0 1 .
37 1 0 14 2 37.5 16 5 2 0 0 1 5
60 0 0 20 3 55 12 4 6 1 0 1 .
32 1 1 16 1 100 . 3 3 0 1 1 4
63 7 6 13 3 45 . 1 4 0 1 1 6
53 2 2 13 . 82.5 6 5 4 0 1 1 .
27 3 2 11 3 23.75 . 3 4 1 1 1 3
62 4 3 15 1 . 4 3 4 1 0 1 0
22 0 0 14 1 16.25 20 1 4 1 0 1 6
24 7 1 12 2 45 8 1 6 0 1 1 1
23 0 1 12 . 32.5 10 1 4 0 0 0 .
51 4 2 16 3 . . 3 4 1 1 1 6
42 0 3 12 . 55 12 3 4 0 0 0 .
31 5 1 14 . 82.5 . 3 4 0 1 1 .
78 8 8 0 . 16.25 0 5 4 1 0 1 .
36 0 0 17 . 200 . 3 5 1 1 1 .
64 0 2 16 . 82.5 8 2 3 0 1 1 .
76 7 1 20 . 55 10 4 6 1 1 1 .
41 0 2 14 2 100 . 4 4 0 0 1 3
71 1 3 18 1 67.5 12 1 3 1 1 1 3
67 5 2 16 . 120 9 6 6 1 1 1 .
40 0 2 18 2 140 15 1 4 0 1 1 6
44 4 4 14 2 67.5 8 5 6 1 1 1 2
43 3 3 12 . 100 . 5 6 0 1 0 .
59 8 1 14 . 32.5 16 3 4 1 0 1 .
40 0 2 12 . 32.5 . 2 4 1 1 1 .
53 7 2 16 3 67.5 12 0 2 0 0 1 6
25 0 0 15 . 55 20 1 5 0 0 1 .
60 7 3 16 2 100 . 5 6 0 1 1 6
29 7 1 12 2 120 . 6 6 1 1 1 6
30 2 0 16 1 23.75 14 0 1 0 0 1 6
59 0 0 14 . 200 12 3 . 0 0 1 .
40 3 4 12 2 55 6 3 2 0 1 0 6
29 2 0 16 1 55 12 2 4 0 0 1 6
70 2 1 16 1 67.5 12 2 2 1 0 1 6
27 0 0 5 3 23.75 10 2 2 1 0 1 3
78 7 1 16 1 16.25 8 5 6 1 1 1 3
48 3 0 18 1 200 12 5 5 1 1 1 6
64 2 2 16 1 100 14 4 5 0 1 1 6
49 3 1 16 1 200 . 5 5 1 1 1 6
83 6 2 14 2 . 12 3 4 1 0 1 .
62 2 2 15 3 67.5 16 2 3 1 1 1 4
42 0 0 16 . 120 12 2 4 0 0 1 .
84 3 2 17 . 37.5 16 2 3 0 1 1 .
18 0 0 12 2 200 18 4 4 0 0 1 6
77 1 0 19 2 11.25 12 3 . 0 0 1 6
54 0 0 15 . 6.5 20 3 6 0 0 1 .
62 0 2 16 2 200 20 4 6 0 1 1 6
56 0 3 14 2 82.5 14 2 2 1 1 1 6
50 0 0 12 1 67.5 16 2 2 1 1 1 6
23 3 0 16 2 120 16 2 5 1 0 1 6
66 0 2 16 3 100 16 . 6 1 1 1 3
67 2 1 20 2 . 20 . . 0 1 1 6
49 2 0 14 2 100 . 6 6 0 0 1 3
85 7 4 11 2 67.5 6 0 6 0 1 1 2
68 2 2 12 . 67.5 12 . 6 1 1 1 .
63 0 4 11 3 55 . 2 2 0 1 1 3
39 7 3 16 2 67.5 20 6 6 1 1 1 0
89 7 2 13 2 16.25 . 5 4 1 0 1 3
55 3 2 17 . 200 14 5 6 0 1 1 .
72 0 0 15 2 32.5 12 4 4 0 0 1 6
42 2 2 13 2 55 18 2 2 0 0 1 6
89 0 2 12 1 . . 3 4 1 0 1 .
45 7 2 11 . 8.5 11 3 3 1 0 1 .
84 0 6 13 2 18.75 . 0 2 1 0 1 4
75 7 2 12 2 32.5 6 4 4 1 0 1 3
75 0 1 9 2 . . 1 2 0 0 0 1
53 2 0 12 . 32.5 7 5 4 1 0 1 .
56 0 1 17 . 13.75 . 4 4 1 0 1 .
35 0 1 13 2 55 . . 5 0 0 1 2
23 3 1 13 2 45 . 1 4 1 0 0 6
21 3 0 12 2 13.75 14 4 4 0 0 1 6
22 2 0 12 . 16.25 . 5 4 1 0 0 .
29 2 0 15 2 27.5 . 0 3 0 0 0 6
58 2 1 12 3 32.5 . 3 . 0 0 0 .
56 1 3 12 2 55 . 3 5 0 1 1 .
33 0 2 16 2 82.5 . 3 4 1 1 1 6
72 1 3 11 3 11.25 6 3 . 1 0 1 5
66 0 3 12 . 100 12 0 5 1 1 1 .
36 0 1 12 2 23.75 13 1 3 0 0 1 3
29 3 1 12 3 37.5 12 4 6 1 1 1 3
25 2 0 12 . 16.25 14 4 4 0 0 1 .
53 0 1 11 2 27.5 . 4 5 0 0 0 1
59 0 0 14 . 100 12 2 3 1 1 1 .
44 0 0 12 . 82.5 11 4 5 0 0 1 .
40 0 5 11 . . 10 0 4 0 0 0 .
51 8 0 14 2 67.5 12 0 1 1 1 0 3
66 7 1 20 2 200 8 0 4 1 0 0 6
40 3 4 12 . 67.5 16 0 4 1 0 0 .
41 3 3 12 . 18.75 12 0 4 1 1 0 .
50 0 1 13 2 67.5 16 3 4 1 1 1 3
50 3 3 12 . 82.5 12 0 4 1 1 1 .
62 7 0 14 . 18.75 . 3 4 1 0 1 .
73 1 1 12 4 32.5 8 0 4 0 1 1 5
41 0 1 11 3 45 8 0 3 0 0 1 6
39 1 3 14 . 21.25 . 3 5 1 0 1 .
29 7 3 11 . 45 12 2 4 1 1 1 .
59 3 2 12 2 23.75 . 0 2 1 1 1 2
55 5 0 14 . 45 12 3 6 0 0 1 .
34 2 2 0 4 . 4 1 6 1 0 0 2
47 0 2 18 3 100 16 3 4 0 1 1 2
60 6 2 20 . 200 14 0 2 0 1 0 .
67 0 2 12 4 32.5 7 5 6 1 1 1 2
57 7 1 16 . 140 12 2 3 1 1 0 .
48 4 2 18 1 100 13 1 4 1 1 1 .
30 3 2 19 . 120 16 4 2 1 1 1 .
60 0 2 12 3 21.25 12 0 4 0 0 1 .
58 8 2 12 1 37.5 12 . 6 1 0 1 0
63 5 0 16 1 67.5 11 . 5 1 0 1 0
