378,3,0,2,1,8,1,0,2,1,9,0,0,2,0,5,3,2,2,1,0
384,3,1,1,0,10,3,4,1,1,5,3,0,1,1,7,3,2,1,0,0
386,3,0,1,1,4,0,.,.,.,.,.,.,.,.,.,3,0,1,1,0
391,2,0,4,1,25,3,0,4,0,24,0,.,.,.,.,.,.,.,0,.
392,3,0,4,1,24,0,6,2,0,13,0,6,4,0,22,3,6,4,0,14
393,3,0,3,1,16,0,.,.,.,.,.,.,.,.,.,2,2,3,0,11
396,3,0,2,1,7,3,0,1,0,4,3,0,2,1,8,3,2,2,1,0
399,3,0,2,1,12.6319999694824,3,0,2,0,15,3,0,2,1,7,3,.,2,1,.
400,3,0,4,1,8.42099952697754,1,0,4,0,21,.,.,.,.,.,.,.,.,0,.
401,2,0,4,1,20,0,.,.,.,.,2,.,2,.,8.88899993896484,3,2,2,0,6
404,3,0,3,1,26,1,.,3,.,25,1,0,3,0,12,1,6,3,0,2
408,2,0,3,0,8,1,4,2,0,4,0,.,2,.,27.7779998779297,.,.,.,0,.
409,3,1,4,1,22,3,0,2,0,13,3,2,2,0,10,3,2,2,0,1
411,3,0,3,1,8,0,.,.,0,.,.,.,.,0,.,.,.,.,0,.
412,3,0,3,0,20,3,.,3,.,22,.,.,.,.,.,3,.,4,0,.
415,3,0,4,1,33,1,5,3,0,31.1110000610352,2,4,4,0,24,2,6,3,0,11
416,3,0,2,1,6.31599998474121,3,0,2,0,10.5260000228882,2,0,2,0,4,3,2,2,0,0
417,3,0,4,0,20,3,0,2,0,16,2,2,2,0,12,3,2,2,0,1
427,3,1,4,1,20,2,0,3,0,12,3,0,3,0,9,3,2,3,0,0
428,3,0,2,1,10,0,.,.,.,.,3,2,2,0,8,3,2,3,0,3
429,3,0,2,0,5,3,0,2,1,8,3,1,2,0,11,2,2,2,0,4
438,0,0,.,0,.,0,.,.,.,.,0,0,.,0,.,0,.,4,0,.
440,3,0,3,1,15,2,0,2,1,14,1,0,3,0,4,0,0,2,0,.
441,3,0,1,1,12,3,0,2,0,10,3,0,2,1,7,3,0,2,1,1
444,0,0,2,1,12,1,6,3,1,8,1,1,2,1,6,1,0,2,1,0
450,3,1,2,0,13,2,.,2,.,12,3,1,3,0,8,3,0,2,0,.
453,3,0,2,0,16,3,0,1,0,12.6319999694824,3,0,2,0,15,.,.,.,0,.
457,3,0,2,1,9,3,0,.,1,8,3,0,2,1,10,3,0,2,1,4
459,3,0,3,1,29,3,5,4,1,27,.,.,.,0,.,.,.,.,0,.
460,3,0,1,0,12,3,4,2,0,5,2,0,2,0,11,1,2,2,0,3
461,3,1,3,0,32,2,5,3,0,30,1,5,3,0,26,3,2,3,0,17
463,0,1,.,1,.,2,0,3,0,10,3,6,4,0,18,2,2,2,0,1
466,3,1,3,1,15,3,.,2,.,21,2,0,2,0,11,3,0,3,0,2
468,3,0,4,1,31,2,2,3,0,17,3,2,3,0,19,3,2,3,0,5
471,3,0,3,1,29,2,0,2,1,16,3,2,2,1,14,3,6,2,1,3
476,3,0,3,0,33,0,0,3,0,12.2220001220703,0,0,.,0,.,0,.,3,0,.
477,3,0,2,1,22,1,.,2,.,5,3,1,2,0,9,3,0,2,0,7
482,3,1,3,0,19,2,0,4,0,14,2,5,4,0,11.5790004730225,3,2,4,0,12
483,3,0,2,1,15,3,2,2,0,.,3,2,2,0,7,3,.,2,0,.
484,3,1,3,1,12,3,1,1,0,6.66699981689453,3,1,2,1,6,3,2,2,1,2
485,3,0,2,1,16,0,.,.,.,.,0,.,.,.,.,1,.,2,0,.
488,3,0,4,1,20,3,0,3,0,12,3,0,3,1,11,3,2,2,1,2
491,3,0,2,1,4,2,.,2,.,8,3,6,2,0,14,3,0,3,1,2.10500001907349
493,3,0,3,1,16,3,0,4,0,10,3,0,2,1,7,0,0,2,0,3
494,3,0,2,1,16,2,0,1,0,9,2,0,2,0,7.36800003051758,3,0,1,0,2
495,3,0,3,1,15,3,0,2,0,15,3,0,2,0,11,3,2,2,1,0
498,3,1,4,1,32,2,4,4,0,27,.,.,.,0,.,.,.,.,0,.
499,3,0,2,1,20,2,2,2,0,31,3,3,2,1,9,3,6,2,1,5
502,3,0,2,1,11,2,0,2,0,6,2,2,2,1,7,3,2,1,1,0
503,3,0,2,1,17,0,.,.,.,.,.,0,.,0,.,3,2,2,1,.
512,3,0,2,1,16,3,3,2,0,16,3,0,2,0,14,3,2,1,1,3
520,3,0,1,1,14,3,1,2,0,16,3,1,2,1,12,3,2,2,1,0
521,3,1,4,1,22,3,0,3,0,21,2,3,4,0,24,3,6,3,0,11
524,0,0,3,0,23.1580009460449,0,.,4,.,.,0,0,2,0,13.6840000152588,0,.,2,0,.
525,2,1,4,0,31,2,2,3,0,28,2,2,4,0,20,2,0,2,0,14
527,3,0,4,1,18,3,.,3,.,9,2,2,3,0,17,3,0,3,0,11.5790004730225
529,3,0,2,1,14,3,1,2,1,9,3,0,2,1,7,3,2,2,1,4
532,3,0,4,1,10,3,0,2,0,6,3,5,2,0,7,3,.,3,0,.
533,3,0,2,1,10,3,0,1,0,5,3,3,1,0,7,3,0,2,0,1
534,3,0,3,1,9,3,6,3,0,11,3,2,2,0,12,3,0,3,0,1
538,3,0,2,1,11,3,0,2,1,6.31599998474121,3,1,2,1,10,3,2,2,1,6
541,3,0,2,1,8,2,0,2,0,8,3,.,2,0,7,3,0,3,0,7
543,3,0,3,1,13,3,.,3,.,11,3,2,3,0,21,3,2,3,0,8
544,2,0,4,0,16,1,0,2,0,4,3,0,3,0,10.5260000228882,1,2,3,0,5.26300001144409
546,3,0,3,1,32,0,.,.,.,.,0,.,.,.,.,3,0,3,1,8.42099952697754
547,3,0,4,0,8,0,.,.,.,.,0,.,.,.,.,0,0,2,0,.
548,3,0,3,1,10,0,.,.,.,.,.,.,.,.,.,3,0,2,0,.
549,3,0,3,1,17.8950004577637,0,.,.,0,.,.,.,.,0,.,.,.,.,0,.
554,3,0,2,1,9,0,.,2,.,11,1,0,2,0,12,0,0,2,0,10
555,3,0,3,1,24,2,0,3,0,12,2,1,2,1,4,3,0,3,1,6
556,1,0,4,0,22,3,.,4,.,26,3,6,4,0,20,2,2,4,0,12
562,3,1,2,1,13,3,.,2,.,10,3,1,2,1,16.8419990539551,0,.,.,0,.
567,3,0,3,1,20,3,6,3,0,24,3,1,4,1,22,3,2,3,1,3
572,3,0,3,1,10,0,0,.,0,.,3,3,2,0,17.8950004577637,2,2,3,0,3
573,3,0,3,1,19,3,1,2,0,14,3,0,2,0,16,3,6,2,0,8
575,3,0,3,1,16,3,.,4,.,12.6319999694824,3,1,3,1,4,2,0,4,0,11
584,3,0,1,1,6,3,.,2,0,7,3,1,1,0,7,3,0,2,1,0
589,3,0,2,1,25,2,1,3,0,26,3,1,2,1,9,3,2,2,1,0
590,3,0,2,1,6,3,0,2,0,24,3,1,2,0,4,3,2,2,0,4
596,3,1,3,1,18,2,5,2,0,18.94700050354,3,1,2,1,11,3,6,2,1,3
602,3,0,3,1,7,2,2,2,0,15.7889995574951,3,0,2,1,7,3,0,2,1,0
603,3,0,3,1,16,3,0,2,0,8,3,.,2,.,13,3,0,2,0,1
607,3,1,4,0,21,0,.,.,.,.,.,.,.,.,.,0,.,.,0,.
612,3,0,3,1,16,2,0,2,0,7,2,0,2,0,6,3,0,3,1,8
613,3,0,3,1,20,2,0,2,1,11,3,0,1,1,5,3,0,1,1,0
614,3,0,3,1,25,3,.,2,.,15,3,0,2,1,5,3,0,3,0,2
616,3,0,2,1,9,3,0,1,1,4,3,0,2,1,4,3,0,1,1,0
629,0,0,2,0,6,0,.,.,.,.,.,.,.,.,.,1,0,2,0,0
632,3,0,1,1,10,3,0,2,0,4,3,0,1,1,4,3,0,1,1,0
637,3,0,2,1,10,2,0,2,0,16,3,1,2,1,8,3,0,2,1,1.05299997329712
640,3,0,2,1,20,3,1,2,0,6,3,0,2,0,12,3,0,1,1,0
645,3,0,3,1,21,3,0,3,0,19,3,2,3,0,31,3,6,3,0,14
648,3,0,3,1,8,1,1,2,0,16,3,3,3,0,23,3,2,3,1,10
651,0,1,1,0,4,0,.,.,.,.,0,.,.,.,.,2,.,2,1,.
652,3,1,2,1,10,2,0,2,1,14,3,1,2,0,5,3,2,1,1,1
655,3,0,4,1,22,3,.,1,.,17,0,.,.,.,.,3,.,2,0,.
660,3,0,4,1,20,2,.,4,.,23,2,0,2,0,4,1,2,3,0,5.26300001144409
661,3,0,4,0,24,0,.,3,.,19,0,1,3,0,17.8950004577637,0,2,3,0,3
663,3,0,2,1,14,0,.,.,.,.,.,.,.,.,.,3,0,2,0,.
665,3,0,4,1,18,3,.,4,.,8,3,5,3,0,18,3,2,3,0,9
666,3,0,2,1,15,2,0,2,0,12,3,0,2,1,8,3,2,1,1,3
668,3,0,2,1,17,2,.,3,.,17.8950004577637,1,6,2,0,35.5559997558594,1,2,2,0,7
670,2,0,2,0,11,2,2,2,0,10,1,5,3,0,11,1,2,2,0,6
673,2,0,.,0,26.3159999847412,3,0,3,0,22,2,.,2,.,25,3,0,3,0,12
677,3,0,4,1,9,2,0,3,0,13,3,0,2,0,16,2,0,3,0,9
678,3,0,2,1,7,3,1,2,0,2.10500001907349,3,0,2,1,4,3,0,2,1,0
680,3,0,1,1,7,2,2,1,0,6,3,3,1,1,6,3,2,1,1,0
687,3,0,1,1,17,2,0,2,0,8,3,0,2,0,12,3,2,2,1,1
690,1,0,3,0,8,1,.,2,0,6,2,.,2,.,5,2,2,2,0,0
692,3,0,2,1,16,3,2,2,0,30,0,0,.,0,.,0,.,.,0,.
694,3,0,3,1,28,3,0,2,0,10,3,0,2,1,19,3,0,2,1,2
696,3,0,2,1,13,1,2,1,0,6,3,0,2,0,8,3,0,2,0,5
708,3,1,2,0,5,1,.,2,.,5,3,0,2,0,5.26300001144409,3,2,2,0,0
711,3,0,3,1,17,0,0,.,0,0,.,1,.,1,.,3,2,2,1,2.10500001907349
729,3,0,4,1,21,2,1,2,0,10,2,0,2,0,8.42099952697754,1,2,1,0,2
733,3,0,3,1,28,0,1,3,0,21,0,.,.,.,.,3,.,1,0,.
743,3,0,4,1,21.05299949646,0,.,.,.,.,.,.,.,.,.,2,.,4,0,.
745,3,0,3,1,31.5790004730225,1,0,3,0,27.3680000305176,2,6,2,0,21,2,2,2,0,8
